task,sample_id,language,correct_pos,eval_groq,eval_nvidia,eval_answer,eval_correct
a,YOR0178,Yoruba,B,A,,A,0
a,YOR0179,Yoruba,D,D,,D,1
a,YOR0180,Yoruba,C,C,,C,1
a,YOR0181,Yoruba,A,A,,A,1
a,YOR0182,Yoruba,A,A,,A,1
a,YOR0183,Yoruba,A,A,,A,1
a,YOR0184,Yoruba,C,C,,C,1
a,YOR0185,Yoruba,B,B,,B,1
a,YOR0186,Yoruba,D,D,,D,1
a,YOR0187,Yoruba,C,A,,A,0
a,YOR0188,Yoruba,D,D,,D,1
a,YOR0189,Yoruba,A,A,,A,1
a,YOR0190,Yoruba,A,A,,A,1
a,YOR0191,Yoruba,C,A,,A,0
a,YOR0192,Yoruba,A,A,,A,1
a,YOR0193,Yoruba,B,A,,A,0
a,YOR0194,Yoruba,B,B,,B,1
a,YOR0195,Yoruba,D,A,,A,0
a,YOR0196,Yoruba,A,A,,A,1
a,YOR0197,Yoruba,A,A,,A,1
a,YOR0198,Yoruba,B,B,,B,1
a,YOR0199,Yoruba,B,B,,B,1
a,YOR0200,Yoruba,D,D,,D,1
a,YOR0201,Yoruba,C,C,,C,1
a,YOR0202,Yoruba,D,A,,A,0
a,YOR0203,Yoruba,A,A,,A,1
a,YOR0204,Yoruba,A,A,,A,1
a,YOR0205,Yoruba,D,A,,A,0
a,YOR0206,Yoruba,C,C,,C,1
a,YOR0207,Yoruba,D,A,,A,0
a,YOR0208,Yoruba,D,D,,D,1
a,YOR0209,Yoruba,B,B,,B,1
a,YOR0210,Yoruba,B,A,,A,0
a,YOR0211,Yoruba,A,A,,A,1
a,YOR0212,Yoruba,D,D,,D,1
a,YOR0213,Yoruba,D,D,,D,1
a,YOR0214,Yoruba,D,D,,D,1
a,YOR0215,Yoruba,B,B,,B,1
a,YOR0216,Yoruba,D,A,,A,0
a,YOR0217,Yoruba,D,D,,D,1
a,YOR0218,Yoruba,A,A,,A,1
a,YOR0219,Yoruba,D,D,,D,1
a,YOR0220,Yoruba,D,D,,D,1
a,YOR0221,Yoruba,A,A,,A,1
a,YOR0222,Yoruba,C,C,,C,1
a,YOR0223,Yoruba,D,A,,A,0
a,YOR0224,Yoruba,A,A,,A,1
a,YOR0225,Yoruba,D,D,,D,1
a,YOR0226,Yoruba,B,B,,B,1
a,YOR0227,Yoruba,B,B,,B,1
a,YOR0228,Yoruba,D,A,,A,0
a,YOR0229,Yoruba,B,B,,B,1
a,YOR0230,Yoruba,A,A,,A,1
a,YOR0231,Yoruba,B,B,,B,1
a,YOR0232,Yoruba,C,C,,C,1
a,YOR0233,Yoruba,B,B,,B,1
a,YOR0234,Yoruba,C,C,,C,1
a,YOR0235,Yoruba,D,D,,D,1
a,YOR0236,Yoruba,B,B,,B,1
a,YOR0237,Yoruba,B,B,,B,1
a,YOR0238,Yoruba,C,C,,C,1
a,YOR0239,Yoruba,C,C,,C,1
a,YOR0240,Yoruba,A,A,,A,1
a,YOR0241,Yoruba,C,C,,C,1
a,YOR0242,Yoruba,B,A,,A,0
a,YOR0243,Yoruba,A,A,,A,1
a,YOR0244,Yoruba,B,B,,B,1
a,YOR0245,Yoruba,C,C,,C,1
a,YOR0246,Yoruba,B,B,,B,1
a,YOR0247,Yoruba,D,A,,A,0
a,YOR0248,Yoruba,D,A,,A,0
a,YOR0249,Yoruba,B,A,,A,0
a,YOR0250,Yoruba,A,D,,D,0
a,YOR0251,Yoruba,B,B,,B,1
a,YOR0252,Yoruba,D,A,,A,0
a,YOR0253,Yoruba,B,B,,B,1
a,YOR0254,Yoruba,D,D,,D,1
a,YOR0256,Yoruba,C,A,,A,0
a,YOR0257,Yoruba,B,C,,C,0
a,YOR0258,Yoruba,A,A,,A,1
a,YOR0259,Yoruba,A,A,,A,1
a,YOR0260,Yoruba,A,A,,A,1
a,YOR0261,Yoruba,C,A,,A,0
a,YOR0262,Yoruba,D,D,,D,1
a,YOR0263,Yoruba,,A,A,A,0
a,YOR0266,Yoruba,,A,,A,0
a,YOR0267,Yoruba,,A,,A,0
a,YOR0268,Yoruba,,A,,A,0
a,YOR0269,Yoruba,,A,,A,0
a,YOR0270,Yoruba,B,A,,A,0
a,YOR0271,Yoruba,C,D,,D,0
a,YOR0272,Yoruba,A,A,,A,1
a,YOR0273,Yoruba,C,A,,A,0
a,YOR0274,Yoruba,A,A,,A,1
a,YOR0275,Yoruba,D,D,,D,1
a,YOR0276,Yoruba,A,A,,A,1
a,YOR0277,Yoruba,A,A,,A,1
a,YOR0278,Yoruba,D,A,,A,0
a,YOR0279,Yoruba,B,A,,A,0
a,YOR0281,Yoruba,B,A,,A,0
a,YOR0282,Yoruba,D,A,,A,0
a,YOR0283,Yoruba,D,D,,D,1
a,YOR0284,Yoruba,D,D,,D,1
a,YOR0285,Yoruba,B,B,,B,1
a,YOR0286,Yoruba,D,D,,D,1
a,YOR0287,Yoruba,D,D,,D,1
a,YOR0288,Yoruba,D,D,,D,1
a,YOR0289,Yoruba,C,C,,C,1
a,YOR0290,Yoruba,B,B,,B,1
a,YOR0291,Yoruba,A,A,,A,1
a,YOR0292,Yoruba,A,A,,A,1
a,YOR0293,Yoruba,B,B,,B,1
a,YOR0294,Yoruba,C,A,,A,0
a,YOR0295,Yoruba,D,A,,A,0
a,YOR0296,Yoruba,B,B,,B,1
a,YOR0297,Yoruba,C,A,,A,0
a,YOR0298,Yoruba,C,C,,C,1
a,YOR0299,Yoruba,B,B,,B,1
a,YOR0300,Yoruba,A,A,,A,1
a,YOR0301,Yoruba,A,A,,A,1
a,YOR0302,Yoruba,C,A,,A,0
a,YOR0303,Yoruba,C,C,,C,1
a,YOR0304,Yoruba,A,A,,A,1
a,YOR0305,Yoruba,D,A,,A,0
a,YOR0306,Yoruba,B,A,,A,0
a,YOR0307,Yoruba,D,D,,D,1
a,YOR0308,Yoruba,B,B,,B,1
a,YOR0309,Yoruba,D,D,,D,1
a,YOR0310,Yoruba,C,C,,C,1
a,YOR0311,Yoruba,D,D,,D,1
a,YOR0313,Yoruba,C,A,,A,0
a,YOR0314,Yoruba,C,A,,A,0
a,YOR0315,Yoruba,B,A,,A,0
a,YOR0316,Yoruba,B,A,,A,0
a,YOR0317,Yoruba,A,A,,A,1
a,YOR0318,Yoruba,D,D,,D,1
a,YOR0319,Yoruba,B,B,,B,1
a,YOR0320,Yoruba,C,C,,C,1
a,YOR0321,Yoruba,D,D,,D,1
a,YOR0322,Yoruba,A,A,,A,1
a,YOR0323,Yoruba,C,C,,C,1
a,YOR0324,Yoruba,B,B,,B,1
a,YOR0325,Yoruba,D,D,,D,1
a,YOR0326,Yoruba,B,B,,B,1
a,YOR0327,Yoruba,D,D,,D,1
a,YOR0328,Yoruba,C,C,,C,1
a,YOR0329,Yoruba,,A,A,A,0
a,YOR0330,Yoruba,,A,,A,0
a,YOR0331,Yoruba,C,C,,C,1
a,YOR0332,Yoruba,C,A,,A,0
a,YOR0333,Yoruba,B,B,,B,1
a,YOR0334,Yoruba,C,A,,A,0
a,YOR0335,Yoruba,A,A,,A,1
a,YOR0336,Yoruba,A,A,,A,1
a,YOR0337,Yoruba,D,D,,D,1
a,YOR0338,Yoruba,C,A,,A,0
a,YOR0339,Yoruba,B,B,,B,1
a,YOR0340,Yoruba,D,D,,D,1
a,YOR0341,Yoruba,D,D,,D,1
a,YOR0342,Yoruba,C,C,,C,1
a,YOR0343,Yoruba,A,A,,A,1
a,YOR0344,Yoruba,B,A,,A,0
a,YOR0345,Yoruba,C,C,,C,1
a,YOR0347,Yoruba,C,C,,C,1
a,YOR0348,Yoruba,A,A,,A,1
a,YOR0349,Yoruba,B,B,,B,1
a,YOR0350,Yoruba,D,D,,D,1
a,YOR0351,Yoruba,D,D,,D,1
a,YOR0352,Yoruba,A,A,,A,1
a,YOR0353,Yoruba,A,A,,A,1
a,YOR0354,Yoruba,A,A,,A,1
a,YOR0355,Yoruba,D,D,,D,1
a,YOR0356,Yoruba,B,B,,B,1
a,YOR0357,Yoruba,D,D,,D,1
a,YOR0358,Yoruba,B,B,,B,1
a,YOR0360,Yoruba,C,C,,C,1
a,YOR0361,Yoruba,D,A,,A,0
a,YOR0362,Yoruba,A,A,,A,1
a,YOR0363,Yoruba,D,D,,D,1
a,YOR0364,Yoruba,C,C,,C,1
a,YOR0365,Yoruba,B,B,,B,1
a,YOR0366,Yoruba,C,C,,C,1
a,YOR0367,Yoruba,C,C,,C,1
a,YOR0368,Yoruba,D,D,,D,1
a,YOR0370,Yoruba,D,A,,A,0
a,YOR0371,Yoruba,C,C,,C,1
a,YOR0372,Yoruba,C,A,,A,0
a,YOR0373,Yoruba,A,D,,D,0
a,YOR0374,Yoruba,B,D,,D,0
a,YOR0376,Yoruba,A,A,,A,1
a,YOR0377,Yoruba,C,C,,C,1
a,YOR0378,Yoruba,A,A,,A,1
a,YOR0379,Yoruba,D,D,,D,1
a,YOR0380,Yoruba,C,C,,C,1
a,YOR0381,Yoruba,D,B,,B,0
a,YOR0382,Yoruba,D,A,,A,0
a,YOR0383,Yoruba,A,A,,A,1
a,YOR0384,Yoruba,B,A,,A,0
a,YOR0385,Yoruba,C,C,,C,1
a,YOR0386,Yoruba,A,A,,A,1
a,YOR0389,Yoruba,B,B,,B,1
a,YOR0390,Yoruba,D,D,,D,1
a,YOR0392,Yoruba,C,A,,A,0
a,YOR0393,Yoruba,B,B,,B,1
a,YOR0394,Yoruba,C,C,,C,1
a,YOR0395,Yoruba,D,D,,D,1
a,YOR0396,Yoruba,A,A,,A,1
a,YOR0397,Yoruba,B,B,,B,1
a,YOR0399,Yoruba,D,A,,A,0
a,YOR0400,Yoruba,B,B,,B,1
a,YOR0401,Yoruba,A,A,,A,1
a,YOR0402,Yoruba,A,A,,A,1
a,YOR0403,Yoruba,C,D,,D,0
a,YOR0404,Yoruba,D,A,,A,0
a,YOR0405,Yoruba,A,A,,A,1
a,YOR0406,Yoruba,D,D,,D,1
a,YOR0407,Yoruba,B,A,,A,0
a,YOR0408,Yoruba,C,B,,B,0
a,YOR0409,Yoruba,D,A,,A,0
a,YOR0410,Yoruba,D,D,,D,1
a,YOR0411,Yoruba,B,A,,A,0
a,YOR0412,Yoruba,B,A,,A,0
a,YOR0413,Yoruba,D,D,,D,1
a,YOR0414,Yoruba,D,D,,D,1
a,YOR0416,Yoruba,A,A,,A,1
a,YOR0417,Yoruba,D,D,,D,1
a,YOR0418,Yoruba,A,B,,B,0
a,YOR0419,Yoruba,C,A,,A,0
a,YOR0420,Yoruba,D,D,,D,1
a,YOR0421,Yoruba,B,A,,A,0
a,YOR0422,Yoruba,D,D,,D,1
a,YOR0423,Yoruba,C,A,,A,0
a,YOR0424,Yoruba,A,A,,A,1
a,YOR0425,Yoruba,B,B,,B,1
a,YOR0427,Yoruba,B,B,,B,1
a,YOR0428,Yoruba,D,D,,D,1
a,YOR0429,Yoruba,C,C,,C,1
a,YOR0430,Yoruba,D,A,,A,0
a,YOR0431,Yoruba,A,A,,A,1
a,YOR0432,Yoruba,B,B,,B,1
a,YOR0433,Yoruba,B,B,,B,1
a,YOR0434,Yoruba,C,A,,A,0
a,YOR0435,Yoruba,C,C,,C,1
a,YOR0436,Yoruba,A,A,,A,1
a,YOR0437,Yoruba,B,B,,B,1
a,YOR0439,Yoruba,C,C,,C,1
a,YOR0440,Yoruba,C,C,,C,1
a,YOR0441,Yoruba,C,A,,A,0
a,YOR0442,Yoruba,C,C,,C,1
a,YOR0443,Yoruba,B,A,,A,0
a,YOR0444,Yoruba,D,A,,A,0
a,YOR0446,Yoruba,A,A,,A,1
a,YOR0447,Yoruba,A,A,,A,1
a,YOR0448,Yoruba,D,D,,D,1
a,YOR0449,Yoruba,A,A,,A,1
a,YOR0451,Yoruba,B,A,,A,0
a,YOR0452,Yoruba,D,D,,D,1
a,YOR0453,Yoruba,D,A,,A,0
a,YOR0454,Yoruba,D,D,,D,1
a,YOR0456,Yoruba,D,A,,A,0
a,YOR0457,Yoruba,A,A,,A,1
a,YOR0458,Yoruba,D,A,,A,0
a,YOR0459,Yoruba,D,A,,A,0
a,YOR0460,Yoruba,C,D,,D,0
a,YOR0461,Yoruba,B,B,,B,1
a,YOR0462,Yoruba,,A,A,A,0
a,YOR0463,Yoruba,,A,,A,0
a,YOR0464,Yoruba,,A,,A,0
a,YOR0465,Yoruba,,A,,A,0
a,YOR0466,Yoruba,C,A,,A,0
a,YOR0467,Yoruba,A,A,,A,1
a,YOR0468,Yoruba,A,A,,A,1
a,YOR0469,Yoruba,C,C,,C,1
a,YOR0470,Yoruba,C,C,,C,1
a,YOR0471,Yoruba,A,A,,A,1
a,YOR0472,Yoruba,D,A,,A,0
a,YOR0473,Yoruba,D,A,,A,0
a,YOR0474,Yoruba,B,A,,A,0
a,YOR0475,Yoruba,D,D,,D,1
a,YOR0476,Yoruba,B,B,,B,1
a,YOR0477,Yoruba,D,D,,D,1
a,YOR0479,Yoruba,D,D,,D,1
a,YOR0480,Yoruba,D,D,,D,1
a,YOR0481,Yoruba,B,B,,B,1
a,YOR0482,Yoruba,B,B,,B,1
a,YOR0484,Yoruba,B,A,,A,0
a,YOR0485,Yoruba,C,A,,A,0
a,YOR0487,Yoruba,D,D,,D,1
a,YOR0488,Yoruba,D,D,,D,1
a,YOR0489,Yoruba,D,D,,D,1
a,YOR0490,Yoruba,C,C,,C,1
a,YOR0491,Yoruba,D,A,,A,0
a,YOR0492,Yoruba,D,D,,D,1
a,YOR0493,Yoruba,B,B,,B,1
a,YOR0494,Yoruba,C,C,,C,1
a,YOR0495,Yoruba,A,A,,A,1
a,YOR0496,Yoruba,C,C,,C,1
a,YOR0497,Yoruba,B,A,,A,0
a,YOR0498,Yoruba,D,D,,D,1
a,YOR0499,Yoruba,A,A,,A,1
a,YOR0500,Yoruba,D,C,,C,0
a,YOR0501,Yoruba,A,A,,A,1
a,YOR0502,Yoruba,D,D,,D,1
a,YOR0503,Yoruba,D,A,,A,0
a,YOR0504,Yoruba,B,B,,B,1
a,YOR0505,Yoruba,C,C,,C,1
a,YOR0506,Yoruba,D,D,,D,1
a,YOR0507,Yoruba,B,B,,B,1
a,YOR0508,Yoruba,C,A,,A,0
a,YOR0509,Yoruba,C,A,,A,0
a,YOR0510,Yoruba,A,A,,A,1
a,YOR0511,Yoruba,D,A,,A,0
a,YOR0512,Yoruba,C,C,,C,1
a,YOR0513,Yoruba,D,D,,D,1
a,YOR0514,Yoruba,D,D,,D,1
a,YOR0515,Yoruba,D,B,,B,0
a,YOR0516,Yoruba,C,C,,C,1
a,YOR0517,Yoruba,C,C,,C,1
a,YOR0518,Yoruba,C,A,,A,0
a,YOR0519,Yoruba,B,B,,B,1
a,YOR0520,Yoruba,A,A,,A,1
a,YOR0521,Yoruba,B,B,,B,1
a,YOR0522,Yoruba,D,D,,D,1
a,YOR0523,Yoruba,C,C,,C,1
a,YOR0524,Yoruba,A,A,,A,1
a,YOR0525,Yoruba,D,D,,D,1
a,YOR0526,Yoruba,C,A,,A,0
a,YOR0527,Yoruba,D,D,,D,1
a,YOR0528,Yoruba,C,C,,C,1
a,YOR0529,Yoruba,D,D,,D,1
a,YOR0530,Yoruba,B,B,,B,1
a,YOR0531,Yoruba,A,A,,A,1
a,YOR0532,Yoruba,A,A,,A,1
a,YOR0533,Yoruba,D,A,,A,0
a,YOR0534,Yoruba,D,D,,D,1
a,YOR0535,Yoruba,C,C,,C,1
a,YOR0536,Yoruba,C,C,,C,1
a,YOR0537,Yoruba,A,A,,A,1
a,YOR0538,Yoruba,C,C,,C,1
a,YOR0539,Yoruba,C,A,,A,0
a,YOR0540,Yoruba,B,A,,A,0
a,YOR0541,Yoruba,C,B,,B,0
a,YOR0542,Yoruba,D,D,,D,1
a,YOR0543,Yoruba,D,D,,D,1
a,YOR0544,Yoruba,C,C,,C,1
a,YOR0545,Yoruba,A,A,,A,1
a,YOR0546,Yoruba,D,A,,A,0
a,YOR0547,Yoruba,D,A,,A,0
a,YOR0548,Yoruba,C,C,,C,1
a,YOR0549,Yoruba,D,A,,A,0
a,YOR0550,Yoruba,C,A,,A,0
a,YOR0551,Yoruba,D,D,,D,1
a,YOR0552,Yoruba,C,C,,C,1
a,YOR0553,Yoruba,C,C,,C,1
a,YOR0554,Yoruba,D,D,,D,1
a,YOR0555,Yoruba,B,B,,B,1
a,YOR0556,Yoruba,A,A,,A,1
a,YOR0557,Yoruba,B,B,,B,1
a,YOR0558,Yoruba,B,B,,B,1
a,YOR0559,Yoruba,D,A,,A,0
a,YOR0560,Yoruba,C,C,,C,1
a,YOR0561,Yoruba,C,C,,C,1
a,YOR0562,Yoruba,A,D,,D,0
a,YOR0563,Yoruba,D,C,,C,0
a,YOR0564,Yoruba,D,D,,D,1
a,YOR0566,Yoruba,B,B,,B,1
a,YOR0567,Yoruba,A,A,,A,1
a,YOR0568,Yoruba,C,C,,C,1
a,YOR0569,Yoruba,A,A,,A,1
a,YOR0570,Yoruba,B,B,,B,1
a,YOR0571,Yoruba,A,A,,A,1
a,YOR0572,Yoruba,A,A,,A,1
a,YOR0573,Yoruba,D,D,,D,1
a,YOR0574,Yoruba,C,C,,C,1
a,YOR0575,Yoruba,C,C,,C,1
a,YOR0576,Yoruba,D,A,,A,0
a,YOR0577,Yoruba,B,A,,A,0
a,YOR0578,Yoruba,B,A,,A,0
a,YOR0579,Yoruba,D,D,,D,1
a,YOR0580,Yoruba,A,A,,A,1
a,YOR0581,Yoruba,B,C,,C,0
a,YOR0582,Yoruba,D,D,,D,1
a,YOR0583,Yoruba,C,C,,C,1
a,YOR0584,Yoruba,A,A,,A,1
a,YOR0585,Yoruba,B,A,,A,0
a,YOR0586,Yoruba,A,A,,A,1
a,YOR0587,Yoruba,D,A,,A,0
a,YOR0588,Yoruba,D,D,,D,1
a,YOR0589,Yoruba,C,C,,C,1
a,YOR0590,Yoruba,C,C,,C,1
a,YOR0591,Yoruba,D,A,,A,0
a,YOR0592,Yoruba,C,C,,C,1
a,YOR0593,Yoruba,A,A,,A,1
a,YOR0594,Yoruba,B,A,,A,0
a,YOR0595,Yoruba,D,D,,D,1
a,YOR0596,Yoruba,B,B,,B,1
a,YOR0597,Yoruba,B,B,,B,1
a,YOR0598,Yoruba,C,A,,A,0
a,YOR0599,Yoruba,A,,,,0
a,YOR0600,Yoruba,A,A,,A,1
a,YOR0601,Yoruba,A,A,,A,1
a,YOR0602,Yoruba,D,A,,A,0
a,YOR0603,Yoruba,B,A,,A,0
a,YOR0605,Yoruba,D,D,,D,1
a,YOR0606,Yoruba,C,C,,C,1
a,YOR0607,Yoruba,B,B,,B,1
a,YOR0608,Yoruba,A,A,,A,1
a,YOR0610,Yoruba,A,A,,A,1
a,YOR0611,Yoruba,C,C,,C,1
a,YOR0612,Yoruba,B,B,,B,1
a,YOR0613,Yoruba,C,A,,A,0
a,YOR0614,Yoruba,C,A,,A,0
a,YOR0615,Yoruba,B,A,,A,0
a,YOR0616,Yoruba,C,C,,C,1
a,YOR0618,Yoruba,B,B,,B,1
a,YOR0619,Yoruba,B,A,,A,0
a,YOR0620,Yoruba,C,A,,A,0
a,YOR0621,Yoruba,B,C,,C,0
a,YOR0622,Yoruba,B,B,,B,1
a,YOR0623,Yoruba,B,A,,A,0
a,YOR0624,Yoruba,B,B,,B,1
a,YOR0625,Yoruba,D,D,,D,1
a,YOR0626,Yoruba,B,B,,B,1
a,YOR0627,Yoruba,B,B,,B,1
a,YOR0628,Yoruba,A,A,,A,1
a,YOR0629,Yoruba,B,B,,B,1
a,YOR0630,Yoruba,C,C,,C,1
a,YOR0631,Yoruba,A,A,,A,1
a,YOR0632,Yoruba,D,A,,A,0
a,YOR0633,Yoruba,D,D,,D,1
a,YOR0634,Yoruba,D,,,,0
a,YOR0635,Yoruba,C,C,,C,1
a,YOR0637,Yoruba,D,D,,D,1
a,YOR0638,Yoruba,A,A,,A,1
