task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,zs,French,MID0011,"Mangez bien, riez souvent, aimez beaucoup","Eat well, laugh often, love abundantly.","Eat well, laugh often, love abundantly.",False,"Eat in a good manner, laugh loudly, love many people","Eat healthy, laugh every day, love many times","Consume food thoroughly, laugh on multiple occasions, love with large quantity","Eat well, laugh often, love abundantly.",D,"Consume food thoroughly, laugh on multiple occasions, love with large quantity","Eat in a good manner, laugh loudly, love many people","Eat healthy, laugh every day, love many times","{""1"": [""Consume food thoroughly, laugh on multiple occasions, love with large quantity"", ""Eat in a good manner, laugh loudly, love many people"", ""Eat healthy, laugh every day, love many times""], ""2"": [""A young hunter needs an old dog to eat"", ""For a juvenile hunter, adopt an elderly dog as a pet"", ""Young hunters require aged dogs for sport""], ""3"": [""Following rain, sunshine appears immediately"", """,1.0,1.0,1.61,0.83,94.9
a,zs,French,MID0012,"À jeune chasseur, il faut un vieux chien","For the young hunter, an old dog is needed.","For the young hunter, an old dog is needed.",False,"For a juvenile hunter, adopt an elderly dog as a pet",Young hunters require aged dogs for sport,"For the young hunter, an old dog is needed.",A young hunter needs an old dog to eat,C,A young hunter needs an old dog to eat,"For a juvenile hunter, adopt an elderly dog as a pet",Young hunters require aged dogs for sport,"{""1"": [""Consume food thoroughly, laugh on multiple occasions, love with large quantity"", ""Eat in a good manner, laugh loudly, love many people"", ""Eat healthy, laugh every day, love many times""], ""2"": [""A young hunter needs an old dog to eat"", ""For a juvenile hunter, adopt an elderly dog as a pet"", ""Young hunters require aged dogs for sport""], ""3"": [""Following rain, sunshine appears immediately"", """,1.0,1.0,1.0,0.89,96.7
a,zs,French,MID0013,"Après la pluie, le beau temps","After the rain, good weather.","After the rain, good weather.",False,"Following rain, sunshine appears immediately",Rain must come before nice weather can be seen,"After the rain, good weather.","After rainfall, the temperature improves",C,"Following rain, sunshine appears immediately","After rainfall, the temperature improves",Rain must come before nice weather can be seen,"{""1"": [""Consume food thoroughly, laugh on multiple occasions, love with large quantity"", ""Eat in a good manner, laugh loudly, love many people"", ""Eat healthy, laugh every day, love many times""], ""2"": [""A young hunter needs an old dog to eat"", ""For a juvenile hunter, adopt an elderly dog as a pet"", ""Young hunters require aged dogs for sport""], ""3"": [""Following rain, sunshine appears immediately"", """,1.0,1.0,1.27,1.0,100.0
a,zs,French,MID0014,"Quand on a pas ce que l’on aime, il faut aimer ce que l’on a","When one doesn’t have the things that one loves, one must love what one has.","When one doesn’t have the things that one loves, one must love what one has.",False,"When missing loved items, love your current possessions","When one doesn’t have the things that one loves, one must love what one has.",Lack of desired things requires loving your belongings more,"If you don't possess what you love, start loving objects you own",B,"If you don't possess what you love, start loving objects you own","When missing loved items, love your current possessions",Lack of desired things requires loving your belongings more,"{""1"": [""Consume food thoroughly, laugh on multiple occasions, love with large quantity"", ""Eat in a good manner, laugh loudly, love many people"", ""Eat healthy, laugh every day, love many times""], ""2"": [""A young hunter needs an old dog to eat"", ""For a juvenile hunter, adopt an elderly dog as a pet"", ""Young hunters require aged dogs for sport""], ""3"": [""Following rain, sunshine appears immediately"", """,1.0,1.0,0.64,0.96,98.8
a,zs,French,MID0015,Bien faire et laisser dire,Do well and let (them) speak.,Do well and let (them) speak.,False,Do good deeds and leave without speaking,Perform tasks well and let people say things,Do well and let (them) speak.,Act correctly and allow others to talk freely,C,Act correctly and allow others to talk freely,Perform tasks well and let people say things,Do good deeds and leave without speaking,"{""1"": [""Consume food thoroughly, laugh on multiple occasions, love with large quantity"", ""Eat in a good manner, laugh loudly, love many people"", ""Eat healthy, laugh every day, love many times""], ""2"": [""A young hunter needs an old dog to eat"", ""For a juvenile hunter, adopt an elderly dog as a pet"", ""Young hunters require aged dogs for sport""], ""3"": [""Following rain, sunshine appears immediately"", """,1.0,1.0,1.28,0.93,97.9
a,zs,French,MID0016,Il n’y a pas plus sourd que celui qui ne veut pas entendre,No one is as deaf as the one who does not want to listen.,No one is as deaf as the one who does not want to listen.,False,A person who refuses to hear sounds is physically deaf,No one is as deaf as the one who does not want to listen.,Not wanting to listen causes permanent hearing loss,Deafness is always a choice when someone ignores others,B,A person who refuses to hear sounds is physically deaf,Not wanting to listen causes permanent hearing loss,Deafness is always a choice when someone ignores others,"{""1"": [""A person who refuses to hear sounds is physically deaf"", ""Not wanting to listen causes permanent hearing loss"", ""Deafness is always a choice when someone ignores others""], ""2"": [""Passing something through the postal mailbox system"", ""A letter successfully traveling through a post office"", ""Moving as quickly as a mailed envelope""], ""3"": [""Young people have knowledge but lack ability"", ""Elde",1.0,1.0,0.64,0.94,98.2
a,zs,French,MID0017,Passer comme une lettre à la poste,To go through like a letter in the mail.,To go through like a letter in the mail.,False,To go through like a letter in the mail.,Moving as quickly as a mailed envelope,Passing something through the postal mailbox system,A letter successfully traveling through a post office,A,Passing something through the postal mailbox system,A letter successfully traveling through a post office,Moving as quickly as a mailed envelope,"{""1"": [""A person who refuses to hear sounds is physically deaf"", ""Not wanting to listen causes permanent hearing loss"", ""Deafness is always a choice when someone ignores others""], ""2"": [""Passing something through the postal mailbox system"", ""A letter successfully traveling through a post office"", ""Moving as quickly as a mailed envelope""], ""3"": [""Young people have knowledge but lack ability"", ""Elde",1.0,1.0,0.81,0.95,98.5
a,zs,French,MID0018,"Si jeunesse savait, si vieillesse pouvait","If youth knew, if age could.","If youth knew, if age could.",False,"If youth knew, if age could.",Elderly people are strong but uninformed,Young people have knowledge but lack ability,"If youth had wisdom and elders had strength, things would change",A,Young people have knowledge but lack ability,Elderly people are strong but uninformed,"If youth had wisdom and elders had strength, things would change","{""1"": [""A person who refuses to hear sounds is physically deaf"", ""Not wanting to listen causes permanent hearing loss"", ""Deafness is always a choice when someone ignores others""], ""2"": [""Passing something through the postal mailbox system"", ""A letter successfully traveling through a post office"", ""Moving as quickly as a mailed envelope""], ""3"": [""Young people have knowledge but lack ability"", ""Elde",1.0,1.0,1.33,0.94,98.2
a,zs,French,MID0019,Ça ne casse pas des briques,It doesn’t break bricks.,It doesn’t break bricks.,False,Brick walls remain intact after an event,It doesn't damage construction materials,It doesn’t break bricks.,An object that fails to break bricks when thrown,C,It doesn't damage construction materials,Brick walls remain intact after an event,An object that fails to break bricks when thrown,"{""1"": [""A person who refuses to hear sounds is physically deaf"", ""Not wanting to listen causes permanent hearing loss"", ""Deafness is always a choice when someone ignores others""], ""2"": [""Passing something through the postal mailbox system"", ""A letter successfully traveling through a post office"", ""Moving as quickly as a mailed envelope""], ""3"": [""Young people have knowledge but lack ability"", ""Elde",1.0,1.0,1.75,0.98,99.4
a,zs,French,MID0020,Tiré par les cheveux,Pulled by the hair.,Pulled by the hair.,False,Being dragged by someone holding your hair,Pulled by the hair.,A hairstyle that involves pulling hair tightly,Having hair pulled during an argument,B,Having hair pulled during an argument,Being dragged by someone holding your hair,A hairstyle that involves pulling hair tightly,"{""1"": [""A person who refuses to hear sounds is physically deaf"", ""Not wanting to listen causes permanent hearing loss"", ""Deafness is always a choice when someone ignores others""], ""2"": [""Passing something through the postal mailbox system"", ""A letter successfully traveling through a post office"", ""Moving as quickly as a mailed envelope""], ""3"": [""Young people have knowledge but lack ability"", ""Elde",1.0,1.0,1.67,0.92,97.6
a,zs,French,MID0021,La nuit porte conseil,The night brings advice.,The night brings advice.,False,Sleeping at night gives you physical strength,The night brings advice.,Nighttime is the best time to give advice to others,The darkness of night provides guidance through stars,B,Sleeping at night gives you physical strength,Nighttime is the best time to give advice to others,The darkness of night provides guidance through stars,"{""1"": [""Sleeping at night gives you physical strength"", ""Nighttime is the best time to give advice to others"", ""The darkness of night provides guidance through stars""], ""2"": [""Green beans are no longer available in the market"", ""The harvest season for beans has ended"", ""It's time to stop eating vegetables""], ""3"": [""Blacksmiths should only work with hot iron tools"", ""Iron must be heated before shap",1.0,1.0,2.08,0.96,98.8
a,zs,French,MID0022,C’est la fin des haricots,It’s the end of the (green) beans.,It’s the end of the (green) beans.,False,It's time to stop eating vegetables,The harvest season for beans has ended,Green beans are no longer available in the market,It’s the end of the (green) beans.,D,Green beans are no longer available in the market,The harvest season for beans has ended,It's time to stop eating vegetables,"{""1"": [""Sleeping at night gives you physical strength"", ""Nighttime is the best time to give advice to others"", ""The darkness of night provides guidance through stars""], ""2"": [""Green beans are no longer available in the market"", ""The harvest season for beans has ended"", ""It's time to stop eating vegetables""], ""3"": [""Blacksmiths should only work with hot iron tools"", ""Iron must be heated before shap",1.0,1.0,1.05,0.95,98.5
a,zs,French,MID0023,Battre le fer pendant qu’il est chaud,Strike the iron while it’s hot.,Strike the iron while it’s hot.,False,Iron must be heated before shaping for construction,Blacksmiths should only work with hot iron tools,Metal workers need to avoid cold iron for safety,Strike the iron while it’s hot.,D,Blacksmiths should only work with hot iron tools,Iron must be heated before shaping for construction,Metal workers need to avoid cold iron for safety,"{""1"": [""Sleeping at night gives you physical strength"", ""Nighttime is the best time to give advice to others"", ""The darkness of night provides guidance through stars""], ""2"": [""Green beans are no longer available in the market"", ""The harvest season for beans has ended"", ""It's time to stop eating vegetables""], ""3"": [""Blacksmiths should only work with hot iron tools"", ""Iron must be heated before shap",1.0,1.0,1.39,0.91,97.3
a,zs,French,MID0024,Il faut qu’une porte soit ouverte ou fermée,A door must be open or closed.,A door must be open or closed.,False,Doors cannot remain slightly ajar ever,A door must be open or closed.,Every door in a building must have a lock,A house is unsafe if doors are not properly closed,B,Every door in a building must have a lock,Doors cannot remain slightly ajar ever,A house is unsafe if doors are not properly closed,"{""1"": [""Sleeping at night gives you physical strength"", ""Nighttime is the best time to give advice to others"", ""The darkness of night provides guidance through stars""], ""2"": [""Green beans are no longer available in the market"", ""The harvest season for beans has ended"", ""It's time to stop eating vegetables""], ""3"": [""Blacksmiths should only work with hot iron tools"", ""Iron must be heated before shap",1.0,1.0,1.19,0.96,98.8
a,zs,French,MID0025,Voir venir quelqu’un avec ses gros sabots,To see someone coming with his/her big clogs.,To see someone coming with his/her big clogs.,False,Someone is wearing unusually large clogs visibly,To see someone coming with his/her big clogs.,Large footwear makes a person easy to recognize,It's easy to spot a person wearing wooden shoes from far away,B,Someone is wearing unusually large clogs visibly,It's easy to spot a person wearing wooden shoes from far away,Large footwear makes a person easy to recognize,"{""1"": [""Sleeping at night gives you physical strength"", ""Nighttime is the best time to give advice to others"", ""The darkness of night provides guidance through stars""], ""2"": [""Green beans are no longer available in the market"", ""The harvest season for beans has ended"", ""It's time to stop eating vegetables""], ""3"": [""Blacksmiths should only work with hot iron tools"", ""Iron must be heated before shap",1.0,1.0,1.12,0.87,96.1
a,zs,French,MID0026,Il ne faut rien laisser au hasard,One should leave nothing to chance.,One should leave nothing to chance.,False,One should leave nothing to chance.,Do not let anything be exposed to luck,Nothing must be given to fate,One should not abandon anything to randomness,A,One should not abandon anything to randomness,Do not let anything be exposed to luck,Nothing must be given to fate,"{""1"": [""One should not abandon anything to randomness"", ""Do not let anything be exposed to luck"", ""Nothing must be given to fate""], ""2"": [""Walls possess actual ears"", ""Buildings can hear people talking"", ""Brick and mortar have hearing organs""], ""3"": [""It is not severe enough to warrant cat punishment"", ""There's no reason to hit a cat over this"", ""Whipping a cat is unnecessary here""], ""4"": [""Everyt",1.0,1.0,1.17,0.83,94.9
a,zs,French,MID0027,Les murs ont des oreilles,The walls have ears.,The walls have ears.,False,Buildings can hear people talking,Walls possess actual ears,Brick and mortar have hearing organs,The walls have ears.,D,Walls possess actual ears,Buildings can hear people talking,Brick and mortar have hearing organs,"{""1"": [""One should not abandon anything to randomness"", ""Do not let anything be exposed to luck"", ""Nothing must be given to fate""], ""2"": [""Walls possess actual ears"", ""Buildings can hear people talking"", ""Brick and mortar have hearing organs""], ""3"": [""It is not severe enough to warrant cat punishment"", ""There's no reason to hit a cat over this"", ""Whipping a cat is unnecessary here""], ""4"": [""Everyt",1.0,0.6666666666666666,1.25,1.0,90.0
a,zs,French,MID0028,Il n’y a pas de quoi fouetter un chat,It’s nothing to whip a cat about.,It’s nothing to whip a cat about.,False,It’s nothing to whip a cat about.,Whipping a cat is unnecessary here,It is not severe enough to warrant cat punishment,There's no reason to hit a cat over this,A,It is not severe enough to warrant cat punishment,There's no reason to hit a cat over this,Whipping a cat is unnecessary here,"{""1"": [""One should not abandon anything to randomness"", ""Do not let anything be exposed to luck"", ""Nothing must be given to fate""], ""2"": [""Walls possess actual ears"", ""Buildings can hear people talking"", ""Brick and mortar have hearing organs""], ""3"": [""It is not severe enough to warrant cat punishment"", ""There's no reason to hit a cat over this"", ""Whipping a cat is unnecessary here""], ""4"": [""Everyt",1.0,1.0,1.14,0.86,95.8
a,zs,French,MID0029,Tout est bien qui finit bien,All’s well that ends well.,All’s well that ends well.,False,"If it finishes okay, it's fine",Only the ending matters for well-being,All’s well that ends well.,Everything that ends well is good,C,Everything that ends well is good,"If it finishes okay, it's fine",Only the ending matters for well-being,"{""1"": [""One should not abandon anything to randomness"", ""Do not let anything be exposed to luck"", ""Nothing must be given to fate""], ""2"": [""Walls possess actual ears"", ""Buildings can hear people talking"", ""Brick and mortar have hearing organs""], ""3"": [""It is not severe enough to warrant cat punishment"", ""There's no reason to hit a cat over this"", ""Whipping a cat is unnecessary here""], ""4"": [""Everyt",1.0,1.0,1.2,1.0,100.0
a,zs,French,MID0030,Les bons comptes font les bons amis,Good accounts make good friends.,Good accounts make good friends.,False,Good accounts make good friends.,Keeping records makes friendships stronger,Accurate bookkeeping improves friendships,Financial clarity leads to better social connections,A,Accurate bookkeeping improves friendships,Keeping records makes friendships stronger,Financial clarity leads to better social connections,"{""1"": [""One should not abandon anything to randomness"", ""Do not let anything be exposed to luck"", ""Nothing must be given to fate""], ""2"": [""Walls possess actual ears"", ""Buildings can hear people talking"", ""Brick and mortar have hearing organs""], ""3"": [""It is not severe enough to warrant cat punishment"", ""There's no reason to hit a cat over this"", ""Whipping a cat is unnecessary here""], ""4"": [""Everyt",1.0,0.6666666666666666,1.07,0.96,88.8
a,zs,French,MID0031,Être sage comme une image,To be well-behaved like a picture.,To be well-behaved like a picture.,False,To be as silent as a picture,To stand motionless like a photograph,To be well-behaved like a picture.,To smile like a portrait,C,To be as silent as a picture,To stand motionless like a photograph,To smile like a portrait,"{""1"": [""To be as silent as a picture"", ""To stand motionless like a photograph"", ""To smile like a portrait""], ""2"": [""Young people should learn wisdom by reading, old people by doing"", ""Studying wisdom makes youth happy, practicing it makes old age bearable"", ""Wisdom is theoretical in youth and physical exercise in old age""], ""3"": [""Running is useless, only punctual walking matters"", ""Never be in a ",1.0,1.0,1.0,0.73,91.9
a,zs,French,MID0032,"La jeunesse est le temps d’étudier la sagesse, la vieillesse est le temps de la pratiquer","Youth is the time to study wisdom, old age the time to practice it.","Youth is the time to study wisdom, old age the time to practice it.",False,"Youth is the time to study wisdom, old age the time to practice it.","Young people should learn wisdom by reading, old people by doing","Studying wisdom makes youth happy, practicing it makes old age bearable",Wisdom is theoretical in youth and physical exercise in old age,A,"Young people should learn wisdom by reading, old people by doing","Studying wisdom makes youth happy, practicing it makes old age bearable",Wisdom is theoretical in youth and physical exercise in old age,"{""1"": [""To be as silent as a picture"", ""To stand motionless like a photograph"", ""To smile like a portrait""], ""2"": [""Young people should learn wisdom by reading, old people by doing"", ""Studying wisdom makes youth happy, practicing it makes old age bearable"", ""Wisdom is theoretical in youth and physical exercise in old age""], ""3"": [""Running is useless, only punctual walking matters"", ""Never be in a ",1.0,1.0,0.79,0.84,95.2
a,zs,French,MID0033,Rien ne sert de courir; il faut partir à point,There’s no point in running; you have to set out in due time.,There’s no point in running; you have to set out in due time.,False,"Never be in a hurry, always leave at the same time","Sprinting ruins your journey, timing ensures arrival",There’s no point in running; you have to set out in due time.,"Running is useless, only punctual walking matters",C,"Running is useless, only punctual walking matters","Never be in a hurry, always leave at the same time","Sprinting ruins your journey, timing ensures arrival","{""1"": [""To be as silent as a picture"", ""To stand motionless like a photograph"", ""To smile like a portrait""], ""2"": [""Young people should learn wisdom by reading, old people by doing"", ""Studying wisdom makes youth happy, practicing it makes old age bearable"", ""Wisdom is theoretical in youth and physical exercise in old age""], ""3"": [""Running is useless, only punctual walking matters"", ""Never be in a ",1.0,1.0,0.64,1.0,100.0
a,zs,French,MID0034,"Qui sème le vent, récolte la tempête",Who sows the wind reaps the storm,Who sows the wind reaps the storm,False,Sowing air currents leads to collecting bad weather,"If you blow wind, weather will punish you",Farmers who plant wind will harvest storms,Who sows the wind reaps the storm,D,Farmers who plant wind will harvest storms,"If you blow wind, weather will punish you",Sowing air currents leads to collecting bad weather,"{""1"": [""To be as silent as a picture"", ""To stand motionless like a photograph"", ""To smile like a portrait""], ""2"": [""Young people should learn wisdom by reading, old people by doing"", ""Studying wisdom makes youth happy, practicing it makes old age bearable"", ""Wisdom is theoretical in youth and physical exercise in old age""], ""3"": [""Running is useless, only punctual walking matters"", ""Never be in a ",1.0,1.0,1.1,0.95,98.5
a,zs,French,MID0035,Ce n’est pas à un vieux singe qu’on apprend à faire des grimaces,It’s not to an old monkey that one can teach to pull faces,It’s not to an old monkey that one can teach to pull faces,False,Old monkeys cannot learn new facial expressions,Monkeys are too old to be taught circus tricks,It’s not to an old monkey that one can teach to pull faces,It's pointless to teach facial movements to elderly animals,C,Old monkeys cannot learn new facial expressions,Monkeys are too old to be taught circus tricks,It's pointless to teach facial movements to elderly animals,"{""1"": [""To be as silent as a picture"", ""To stand motionless like a photograph"", ""To smile like a portrait""], ""2"": [""Young people should learn wisdom by reading, old people by doing"", ""Studying wisdom makes youth happy, practicing it makes old age bearable"", ""Wisdom is theoretical in youth and physical exercise in old age""], ""3"": [""Running is useless, only punctual walking matters"", ""Never be in a ",1.0,1.0,0.64,0.91,97.3
a,zs,French,MID0036,Il faut casser le noyau pour avoir l’amande,You have to break the shell to get the almond,You have to break the shell to get the almond,False,You must crack the almond to obtain the shell,You have to break the shell to get the almond,Breaking the almond releases the outer shell,The shell can only be opened by eating the almond first,B,You must crack the almond to obtain the shell,Breaking the almond releases the outer shell,The shell can only be opened by eating the almond first,"{""1"": [""You must crack the almond to obtain the shell"", ""Breaking the almond releases the outer shell"", ""The shell can only be opened by eating the almond first""], ""2"": [""Bad flour always produces good bread"", ""Good grain can come from bad bread"", ""Never make bad grain into good bread""], ""3"": [""Transform a fly physically into an elephant"", ""An elephant can be created by enlarging a fly"", ""A fly gr",1.0,1.0,0.9,0.77,93.1
a,zs,French,MID0037,De mauvais grain jamais bon pain,"From bad grain, never good bread","From bad grain, never good bread",False,Good grain can come from bad bread,Never make bad grain into good bread,"From bad grain, never good bread",Bad flour always produces good bread,C,Bad flour always produces good bread,Good grain can come from bad bread,Never make bad grain into good bread,"{""1"": [""You must crack the almond to obtain the shell"", ""Breaking the almond releases the outer shell"", ""The shell can only be opened by eating the almond first""], ""2"": [""Bad flour always produces good bread"", ""Good grain can come from bad bread"", ""Never make bad grain into good bread""], ""3"": [""Transform a fly physically into an elephant"", ""An elephant can be created by enlarging a fly"", ""A fly gr",1.0,1.0,1.11,0.67,90.1
a,zs,French,MID0038,Faire d'une mouche un éléphant,Make of a fly an elephant,Make of a fly an elephant,False,Make of a fly an elephant,Transform a fly physically into an elephant,A fly grows into an elephant over time,An elephant can be created by enlarging a fly,A,Transform a fly physically into an elephant,An elephant can be created by enlarging a fly,A fly grows into an elephant over time,"{""1"": [""You must crack the almond to obtain the shell"", ""Breaking the almond releases the outer shell"", ""The shell can only be opened by eating the almond first""], ""2"": [""Bad flour always produces good bread"", ""Good grain can come from bad bread"", ""Never make bad grain into good bread""], ""3"": [""Transform a fly physically into an elephant"", ""An elephant can be created by enlarging a fly"", ""A fly gr",1.0,1.0,1.33,0.62,88.6
a,zs,French,MID0039,C'est en forgeant qu'on devient forgeron,It’s by forging that one becomes a blacksmith,It’s by forging that one becomes a blacksmith,False,Only existing forgers can be forged into blacksmiths,A blacksmith must forge himself to exist,It’s by forging that one becomes a blacksmith,Forging metal creates new blacksmiths automatically,C,A blacksmith must forge himself to exist,Forging metal creates new blacksmiths automatically,Only existing forgers can be forged into blacksmiths,"{""1"": [""You must crack the almond to obtain the shell"", ""Breaking the almond releases the outer shell"", ""The shell can only be opened by eating the almond first""], ""2"": [""Bad flour always produces good bread"", ""Good grain can come from bad bread"", ""Never make bad grain into good bread""], ""3"": [""Transform a fly physically into an elephant"", ""An elephant can be created by enlarging a fly"", ""A fly gr",1.0,1.0,0.88,0.97,99.1
