task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
b,cot_xl,English,Burning the midnight oil,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.",A,Regex Parse,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.","Working late into the night, fueled by oil lamps or candles, is the essence of 'burning the midnight oil.' Although the phrase has evolved, its literal meaning remains a testament to human perseverance.","Originally, 'burning the midnight oil' referred to late-night work illuminated by oil lamps. Today, the phrase is often used metaphorically, alluding to the challenges faced by those who work under similar conditions.","'Burning the midnight oil' is a phrase that originated from the practical necessity of working late by the light of oil lamps. While its literal meaning has been replaced by electric lighting, its figurative use remains a powerful symbol of dedication and hard work."
b,cot_xl,English,When the cat's away the mice will play.,"Without supervision, people misbehave.",D,Regex Parse,"When the feline guardian is absent, the mice will inevitably take advantage of the situation.","Without the presence of a vigilant cat, the mice will frequently engage in reckless behavior.","Without a cat's watchful eye, the household mice will often indulge in mischief.","Without supervision, people misbehave."
b,cot_xl,English,Fake it until you make it,One who imitat es a desired quality with confidence will eventually realize that quality.,A,Regex Parse,One who imitat es a desired quality with confidence will eventually realize that quality.,Those who confidently project a desired attribute will eventually integrate that attribute into their being.,Individuals who assertively mimic a desirable trait will ultimately come to embody that trait.,One who exhibits a desired characteristic with conviction will eventually internalize that quality.
b,cot_xl,English,Power corrupts,"When people get authority and influence with less accountability, they tend to use that influence in their own interests.",D,Regex Parse,Authority often fosters self-interest in those who wield it without checks.,"Influence, unchecked by accountability, can lead to individual pursuits.",Those granted power frequently prioritize their own agendas over the collective.,"When people get authority and influence with less accountability, they tend to use that influence in their own interests."
b,cot_xl,English,Don’t throw the baby out with the bathwater,Avoid discarding valuables.,D,Parse Failed,API Failure C,API Failure B,API Failure A,Avoid discarding valuables.
b,cot_xl,English,Fortune favors the brave.,"If you carry out your plans boldly, luck is more likely to favor you.",D,"The proverb suggests that individuals who take bold action and pursue their goals with confidence are more likely to experience favorable circumstances. This can be interpreted as fortune or luck favoring the brave. To create distractors, I will analyze the key elements of the correct answer and generate alternative phrases that convey a similar idea while maintaining the required characteristics.","If you execute your objectives decisively, luck has a greater tendency to align with your pursuits.",Boldly pursuing your ambitions often results in a greater likelihood of encountering fortunate circumstances.,"To achieve success, one must tackle challenges with unwavering determination, as this often leads to favorable outcomes.","If you carry out your plans boldly, luck is more likely to favor you."
b,cot_xl,English,Never go to bed on an argument,Resolve disputes before sleeping.,A,Regex Parse,Resolve disputes before sleeping.,End disputes before resting for the night,Resolve conflicts before drifting off to sleep,Settle disagreements before hitting the bed
b,cot_xl,English,From the sublime to the ridiculous is but a step,Something beautiful or amazing can easily be followed by something mundane or foolish.,C,Regex Parse,A breathtaking view can easily give way to an awkward moment.,What is initially breathtaking can rapidly become a comical situation.,Something beautiful or amazing can easily be followed by something mundane or foolish.,A majestic sight can quickly turn into an embarrassing spectacle.
b,cot_xl,English,Saved by the bell.,Rescued at the last moment.,D,Regex Parse,Saved from the brink at the final call.,Rescued by the sound of time running out.,Pulled from the jaws of defeat at the last chime.,Rescued at the last moment.
b,cot_xl,English,One swallow does not make a summer,A single sign does not mean that a major change has occurred.,C,Regex Parse,"A single event, on its own, does not serve as a reliable indicator of a major change.",A solitary sign is not sufficient to confirm a major transformation in the status quo.,A single sign does not mean that a major change has occurred.,A single occurrence does not guarantee a substantial alteration in the overall situation.
b,cot_xl,English,Accidents will happen,Mistakes or mishaps are inevitable.,A,Regex Parse,Mistakes or mishaps are inevitable.,Mistakes or incidents are a natural part of existence.,Fiascos or mishaps are an unavoidable aspect of life.,Errors or blunders are an ordinary occurrence.
b,cot_xl,English,"If you're not paying, you're the product",Nothing is for free.,C,Regex Parse,Services are traded for something of value.,Everything comes with a price tag.,Nothing is for free.,Nothing is truly given without expectation.
b,cot_xl,English,Might is right.,Those with the most strength or power think they can do whatever they want.,B,Regex Parse,Individuals with social strength often think they can do whatever they please.,Those with the most strength or power think they can do whatever they want.,Those with greater physical or social power think they can act freely.,Those with the most physical power believe they can act as they wish.
b,cot_xl,English,Liars need good memories.,People who do not tell the truth must be careful to remember what they say.,A,Regex Parse,People who do not tell the truth must be careful to remember what they say.,Individuals who are not truthful need to be cautious about their words.,People who are dishonest must be meticulous about their statements.,Those who deceive others often need to keep track of their stories.
b,cot_xl,English,Love lives in cottages as well as in courts,All kinds of people fall in love regardless of their social or financial status.,B,Regex Parse,Love is not limited to the wealthy; people from all walks of life can experience it.,All kinds of people fall in love regardless of their social or financial status.,"Love knows no bounds, and people from different social classes can fall in love.","People from all backgrounds can experience love, regardless of their social standing."
b,cot_xl,English,Rather death than shame,Honor is more important than life itself.,D,Regex Parse,"Life is but a fleeting moment, yet dignity endures forever.",Death itself is not as painful as the sting of shame that lingers.,A single act of honor can outweigh a lifetime of existence.,Honor is more important than life itself.
b,cot_xl,English,Everybody loves a winner,"Successful people tend to attract followers, while the less fortunate get left behind .",B,"The proverb 'Everybody loves a winner' suggests that individuals who achieve success and triumph often garner admiration, respect, and even loyalty from others. This phenomenon can be attributed to the fact that successful people tend to possess qualities such as confidence, resilience, and determination, which are highly admirable and inspiring to others. As a result, they tend to attract followers who are drawn to their success and want to emulate their achievements. On the other hand, individuals who are less fortunate or struggling with adversity often find it challenging to inspire the same level of enthusiasm and loyalty, and may get left behind in the process. This dichotomy highlights the importance of hard work, perseverance, and a positive attitude in achieving success and earning the admiration of others.","Successful individuals often find themselves at the forefront of a devoted fan base, whereas those who struggle may find themselves isolated and unsupported.","Successful people tend to attract followers, while the less fortunate get left behind .","The notion that 'Everybody loves a winner' holds true in that successful people tend to accumulate a significant following, while those who are less fortunate may be left to fend for themselves.","It is a well-known phenomenon that those who achieve success and triumph are often surrounded by admirers and followers, while those who struggle with adversity may find it difficult to garner the same level of attention and support."
b,cot_xl,English,Speak softly and carry a big stick,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",A,"The proverb 'Speak softly and carry a big stick' is a metaphorical expression that suggests a delicate balance between diplomacy and force. It implies that one should approach situations with caution and tact, while also being prepared to assert power and authority if necessary. This approach is often associated with Theodore Roosevelt, the 26th President of the United States, who popularized the phrase. The 'big stick' represents the ability to carry out violent action or impose one's will, serving as a deterrent to potential aggression or conflict. The 'speaking softly' part emphasizes the importance of communication, negotiation, and avoiding confrontation whenever possible. This proverb has been interpreted in various contexts, from international relations to personal relationships, as a guiding principle for effective and strategic decision-making.","Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",The phrase 'Speak softly and carry a big stick' is an idiomatic expression advising a cautious approach backed by the readiness to assert force when required.,"The idiom 'Speak softly and carry a big stick' is a metaphorical representation of a diplomatic approach, where caution and non-aggression are balanced with the ability to employ force if necessary.","The proverb 'Speak softly and carry a big stick' suggests a strategic balance between negotiation and the readiness to exercise power, serving as a guiding principle for effective communication."
b,cot_xl,English,Forbidden fruit is the sweetest.,"When something is not allowed, we are more tempted to it.",B,Parse Failed,API Failure C,"When something is not allowed, we are more tempted to it.",API Failure A,API Failure B
b,cot_xl,English,The gods send nuts to those who have no teeth,Good fortune sometimes comes to people who can no longer use it or enjoy it.,C,Parse Failed,API Failure A,API Failure C,Good fortune sometimes comes to people who can no longer use it or enjoy it.,API Failure B
b,cot_xl,English,You can have too much of a good thing,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,B,Regex Parse,Having too much of a good thing can lead to a negative outcome.,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,Unlimited enjoyment of something positive can be detrimental in excess.,Enjoying a good thing without limits can result in consequences.
b,cot_xl,English,Pity is akin to love.,"If you begin to feel sorry for someone, you may start to love them.",D,Regex Parse,"When you feel sorry for someone, it's easy to develop a love for them.",Feeling sorry for someone can be the first step towards loving them completely.,"As you start to sympathize with someone, you might find yourself falling in love with them.","If you begin to feel sorry for someone, you may start to love them."
b,cot_xl,English,Stolen fruit is sweet,What is forbidden is the most tempting.,C,Regex Parse,Forbidden delights often hold an insatiable allure.,The allure of something often increases with the level of restriction.,What is forbidden is the most tempting.,Restrictions only serve to heighten the allure of the forbidden.
b,cot_xl,English,The bane of my life,The agent of ruin or woe.,D,Regex Parse,The source of perpetual despair.,The scourge of my existence.,The harbinger of calamity.,The agent of ruin or woe.
b,cot_xl,English,Prosperity makes friends; adversity tries them,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.",A,Regex Parse,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.","Making friends is effortless when everything goes smoothly, but adversity proves who is loyal.","When life is smooth-sailing, it's easy to gather acquaintances, but adversity reveals true companions.","Life's comforts make it simple to form networks, but tough times demonstrate genuine friendships."
b,cot_xl,English,ounce of discretion is worth a pound of wit.,It is better to be cautious and discreet than to try to be funny.,A,Regex Parse,It is better to be cautious and discreet than to try to be funny.,Being cautious and diplomatic is often more valuable than trying to be amusing.,Prioritizing careful speech and considerate behavior is often more valuable than attempting to be clever.,Exercising tact and reserve is often more important than attempting to be comical.
b,cot_xl,English,He that is not with me is against me,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,A,Regex Parse,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,"Some assert that an individual's lack of involvement in a cause does not necessarily mean they are against it, although their silence may be misinterpreted.","However, there are those who believe that merely being neutral or apathetic in a situation can lead people to assume the worst about one's stance, often without justification.",Others argue that someone who is not vocal about their support may be seen as indifferent rather than opposed.
b,cot_xl,English,Rome was not built in a day.,"Great tasks take time, hard work and perseverance.",A,Regex Parse,"Great tasks take time, hard work and perseverance.","Great endeavors demand time, dedication, and unwavering resolve.","Large-scale projects require sustained time, unwavering commitment, and toil.","Significant achievements necessitate patience, unrelenting effort, and perseverance."
b,cot_xl,English,Necessity knows no law,Being desperate may lead you to do illegal things.,D,"The proverb 'Necessity knows no law' suggests that when people are in a state of dire need or desperation, they may be willing to break rules or engage in illegal activities to satisfy their needs. This phrase is often used to justify or rationalize desperate actions. To generate distractors, we need to create sentences that also involve desperation but do not explicitly mention illegal activities. We'll maintain the same word count, complexity, tone, and lexical overlap as the correct answer.","In times of severe crisis, the lines between right and wrong may become blurred, leading people to take actions they normally wouldn't consider.",Desperation can drive individuals to make irrational decisions that compromise their values and principles.,"When faced with extreme hardship, people often take drastic measures that push them to the edge of conventional morality.",Being desperate may lead you to do illegal things.
b,cot_xl,English,Every horse thinks its own pack is heaviest,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,A,Regex Parse,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,"D2: It's a common phenomenon where individuals perceive their own duties as being the most significant, a concept known as responsibility illusion: People often overemphasize their own value and underappreciate the contributions of others.","D3: The idea that our own responsibilities are the heaviest can be seen as a manifestation of the responsibility distortion: People have a tendency to overvalue their own contributions and undervalue the contributions of others, leading to an inaccurate perception of their own workload.","D1: We tend to believe that our own workload is the most burdensome, which is also referred to as the responsibility fallacy: People have a propensity to overestimate their own contributions and undervalue the efforts of others."
b,cot_xl,English,{Costs an arm and a leg},Very expensive.,A,Regex Parse,Very expensive.,Very pricey indeed.,It's a very high price to pay.,"Extremely costly, to say the least."
b,cot_xl,English,Call no man happy till he is dead,Happiness is fleeting.,B,Regex Parse,Happiness is ephemeral.,Happiness is fleeting.,Delight is momentary.,Joy is transitory.
b,cot_xl,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If you lack a social as set, make up for it in other ways.",C,Parse Failed,API Failure C,API Failure B,"If you lack a social as set, make up for it in other ways.",API Failure A
b,cot_xl,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",Be not a dog in the manger.,B,"The Yoruba proverb 'A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn' is interpreted as 'Be not a dog in the manger.' The proverb conveys a message about not being envious or covetous of something you cannot have or use. It warns against being bitter and resentful towards others who have what you desire, much like a dog that guards a manger but does not eat the food it contains. In this context, the dog represents the person who is envious, and the manger represents the thing they desire but cannot have.",Be not a bird in the cage.,Be not a dog in the manger.,Be not a cat in the bag.,Be not a rat in the attic.
b,cot_xl,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger.",D,Regex Parse,Benefits received from previous generations necessitate corresponding support for those who come after.,"When the elderly provide guidance, their younger counterparts must reciprocate by offering some form of assistance.","In order to uphold a sense of community and shared responsibility, one must acknowledge the debt owed to those who have come before and extend some measure of aid to those who are younger.","Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger."
b,cot_xl,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.",A worthy person should not give way to fear.,B,Regex Parse,A worthy person should not let a small creature cross their path.,A worthy person should not give way to fear.,A courageous person should not allow a bird to fly over their head.,A brave person should not let a small rat climb over their back.
b,cot_xl,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A transaction that has a fractious beginning will end in a fractious way.,B,"In Yoruba culture, the proverb 'Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀' highlights the importance of beginning and ending on a harmonious note. The proverb suggests that a home built with quarrelsome people will end in quarrels when built. This implies that the manner in which a relationship or project begins sets the tone for how it will end. Therefore, a transaction that has a fractious beginning will indeed end in a fractious way, as the underlying tensions and conflicts will continue to escalate.",A venture that is marred by disputes from the outset will conclude in a state of turmoil,A transaction that has a fractious beginning will end in a fractious way.,A business deal that starts with disagreements will ultimately end in discord,A transaction with a tumultuous start will finish in disarray
b,cot_xl,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.",An assertion of defiance in the face of adversity.,A,"The proverb 'Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú' is a Yoruba phrase that translates to 'The eye that sees a yam in the darkness also sees a rat in the daylight.' This proverb conveys a message of resilience and defiance in the face of adversity. It suggests that one who can navigate through the challenges of the night (darkness) can also handle the difficulties of the day (daylight). The phrase 'ojú ti' translates to 'the eye that sees' and is used to emphasize the ability to perceive and navigate through challenges. The phrase 'kókó' (yam) and 'eéwo' (rat) are used to represent the contrasting situations of abundance and scarcity, highlighting the speaker's ability to adapt and thrive in both conditions. This proverb serves as a reminder that one's ability to cope with challenges is not determined by the circumstances, but by their inner strength and resilience.",An assertion of defiance in the face of adversity.,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí lọ́wọ́lọ́wọ́ Ọ̀lọ́run.","Ojú ti kókó, ojú ti eéwo; ojú ti ọlọ́ọlọ́ ò sẹ̀ Ọ̀lọ́run pẹ̀lú.","Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí kọ̀ọ̀kan Ọ̀lọ́run pẹ̀lú."
b,cot_xl,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.",A,"This Yoruba proverb translates to 'If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.' The proverb highlights the importance of fulfilling one's obligations, especially when rewards or compensation are involved. It suggests that failure to comply with one's commitments can lead to consequences, such as returning what has been received. This proverb is often used to caution people against being dishonest or unreliable in their dealings.","If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.","When an individual receives payment for a task and decides not to complete it, the payment must be returned to its rightful owner.,","If a performer who has received payment fails to fulfill their duties, they should not retain the payment.,","In cases where a performer has been compensated for a task but fails to execute it, they are expected to return the payment and any additional benefits they may have received."
b,cot_xl,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,A statement that someone is all eyes.,A,Parse Failed,A statement that someone is all eyes.,API Failure C,API Failure B,API Failure A
b,cot_xl,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.","When the owner takes his property back, the flaunting of it by the borrower comes to an end.",D,Parse Failed,API Failure A,API Failure C,API Failure B,"When the owner takes his property back, the flaunting of it by the borrower comes to an end."
b,cot_xl,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,There is nothing like having one’s own.,A,"This proverb is from the Yoruba language and culture. It is saying that there is no value in having something that belongs to you, as it can be taken away at any time. The phrase 'Alágbàró ò yege' means 'there is no such thing' and 'aláṣọ á gbà á bó dọ̀la' means 'one's own clothes can be taken by force'. The correct answer, 'There is nothing like having one's own', captures the essence of this proverb, which is that possession is not as important as it seems.",There is nothing like having one’s own.,Having something of your own can never truly be yours.,"It is better to appreciate the value of having something, rather than thinking you truly own it.","When it comes to material things, having one's own is not as valuable as it seems."
b,cot_xl,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,One should stay out of places where one has no business.,A,"The Yoruba proverb 'Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀' is a warning to individuals to be cautious of their involvement in matters that do not concern them. In essence, it advises people to stay out of situations or places where they have no vested interest or authority. This proverb is rooted in the cultural values of Yoruba people, who emphasize the importance of respecting boundaries and avoiding unnecessary conflicts. By staying out of places where one has no business, individuals can maintain a sense of decorum, avoid unnecessary trouble, and prioritize their own interests.",One should stay out of places where one has no business.,"A pẹlú ìgbàjámọ̀, a ṣe apárí ńwá ní ìṣọ̀ onígbàjámọ̀.",Kí ni gbogbo ebi ńwá ní ìṣọ̀ onígbàjámọ̀.,Kí ni apárí ńwá ní ìṣọ̀ ọmọ ótún ní ìṣọ̀ onígbàjámọ̀.
b,cot_xl,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,One should remain faithful to one’s companions. This is a variant of 3391.,C,Regex Parse,"Oju ṣe ṣẹlẹ láti gbèsẹ́ ajá, ṣẹlẹ láti wá sóde lájà.","Lájà ṣẹlẹ, ajá ṣẹlẹ, ojú rẹ̀ lẹ́ẹ̀si wá sóde.",One should remain faithful to one’s companions. This is a variant of 3391.,"Baba ní ẹni tí lájà sóde wá láta gbẹ́gbẹ̀sẹ̀, ṣẹlẹ sí ojú rẹ̀."
b,cot_xl,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,One should attend to the most urgent matters first.,C,"In Yoruba culture, this proverb emphasizes the importance of prioritizing tasks based on their urgency. The phrase 'Omi là ńkọ́-ọ́' translates to 'water first', implying that one should address the most pressing issue before moving on to less critical ones. The phrase 'tẹ̀ ká tó tẹ iyanrìn' can be interpreted as 'then to the grasshopper'. The idea is that just as one must prioritize watering plants that are withering (most urgent) before tending to the grasshopper (less urgent), so too should one prioritize tasks based on their level of urgency.",Ọ̀tẹ̀ ká tó tẹ̀ ẹ̀ẹ̀ẹ̀gbẹ̀,Ọ̀tẹ̀ ká tó tẹ̀ iyanrìn kẹlẹ̀,One should attend to the most urgent matters first.,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ̀ ẹ̀jẹ̀
