task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,zs,English,"Wise men learn by other men’s mistakes, fools by their own","Wise men learn by other men’s mistakes, fools by their own",A,Regex Parse,"Wise men learn by other men’s mistakes, fools by their own","The wise are schooled by the mistakes of others, the foolish by their own actions","Wise individuals gain insight from others' errors, the less wise from their own","The intelligent learn from the blunders of others, the uninformed from their own"
a,zs,English,Love is without reason,Love is without reason,C,Regex Parse,Love transcends rational thought,Love defies the bounds of rational explanation,Love is without reason,Reason has no place in love's realm
a,zs,English,Every law has a loophole,Every law has a loophole,C,Regex Parse,Every rule contains a weakness,Every regulation has a blind spot,Every law has a loophole,Every code has a backdoor
a,zs,English,People who live in glass houses should not throw stones.,People who live in glass houses should not throw stones.,C,Regex Parse,Individuals inhabiting structures with transparent surfaces ought to refrain from launching projectiles.,Personages residing in homes with glass exteriors should not participate in stone-throwing activities.,People who live in glass houses should not throw stones.,Those who reside in transparent dwellings should avoid making projectiles.
a,zs,English,"While there is life, there is hope","While there is life, there is hope",A,Regex Parse,"While there is life, there is hope","As vitality continues to flourish, a spark of resilience endures","During the duration of life, there persists a sense of anticipation","As long as existence prevails, a glimmer of optimism remains"
a,zs,English,"A prophet is not without honor, save in his own country","A prophet is not without honor, save in his own country",B,Regex Parse,"{'A prophet is not without esteem, except in his own region': 37}","A prophet is not without honor, save in his own country","{'A prophet is not without respect, except in his homeland': 33}","{'A prophet is not without reverence, save in his native land': 39}"
a,zs,English,He who wills the end wills the means,He who wills the end wills the means,A,Regex Parse,He who wills the end wills the means,He who sets the goal must also accept the methods that lead to it,One who desires the outcome must also accept the necessary actions,The individual who sets the objective must take responsibility for the path taken
a,zs,English,Be just before you are generous,Be just before you are generous,B,Regex Parse,Be fair-minded before you show your benevolence,Be just before you are generous,Be just before you act with generosity,Be honest before you display your largesse
a,zs,English,Burning the midnight oil,Burning the midnight oil,A,No reasoning provided,Burning the midnight oil,Sweating over the workbench till the wee hours,Fueling the late-night creative spark,Firing up the midnight workshop
a,zs,English,When the cat's away the mice will play.,When the cat's away the mice will play.,D,Regex Parse,"While the cat is absent, the mice will indulge in merriment.","When the cat is away, the mice will seize the opportunity for revelry.","When the feline departs, rodents will frolic.",When the cat's away the mice will play.
a,zs,English,Fake it until you make it,Fake it until you make it,A,Regex Parse,Fake it until you make it,Imposter's guise until prosperity arrives,Con the way to success,Feign it till fortune shines
a,zs,English,Power corrupts,Power corrupts,D,Regex Parse,Power is a corrupting force,Power inevitably leads to corruption,The accumulation of power can be corrupting,Power corrupts
a,zs,English,Don’t throw the baby out with the bathwater,Don’t throw the baby out with the bathwater,D,Regex Parse,Don't expel the newborn with the bathwater.,Don't eject the infant with the bathing fluid.,Don't discard the child with the cleansing liquid.,Don’t throw the baby out with the bathwater
a,zs,English,Fortune favors the brave.,Fortune favors the brave.,D,Regex Parse,Prosperity often accompanies those who dare to take risks.,Good fortune typically rewards those who act with courage and determination.,Greatness is often bestowed upon the courageous and bold.,Fortune favors the brave.
a,zs,English,Never go to bed on an argument,Never go to bed on an argument,A,Regex Parse,Never go to bed on an argument,Never retreat on a contentious issue,Never retire on unresolved conflicts,Never part on a disagreement
a,zs,English,From the sublime to the ridiculous is but a step,From the sublime to the ridiculous is but a step,C,Regex Parse,From the lofty to the utterly foolish is merely a brief transition,"In a single step, one can traverse from the majestic to the preposterous",From the sublime to the ridiculous is but a step,From the exalted to the absurd is little more than a stride
a,zs,English,Saved by the bell.,Saved by the bell.,D,Regex Parse,Saved by the last toll of the bell.,Rescued at the sound of the bell.,Delivered by the ringing of the bell.,Saved by the bell.
a,zs,English,One swallow does not make a summer,One swallow does not make a summer,C,Regex Parse,The arrival of one swallow does not signal the beginning of a prolonged period of sunshine,The presence of one swallow flying overhead does not ensure an extended period of balmy temperatures,One swallow does not make a summer,A single bird in flight does not guarantee an entire season of warm weather
a,zs,English,Accidents will happen,Accidents will happen,A,Regex Parse,Accidents will happen,Unforeseen events will surely happen,Mishaps will inevitably arise,Incidents will inevitably occur
a,zs,English,"If you're not paying, you're the product","If you're not paying, you're the product",C,Regex Parse,"If there's no cost, then you're the thing being traded","When you don't give money, you're what's being sold","If you're not paying, you're the product","If you're not contributing financially, you're the commodity"
a,zs,English,Might is right.,Might is right.,B,Regex Parse,Might makes the law.,Might is right.,Power is the ultimate authority.,Strength prevails over justice.
a,zs,English,Liars need good memories.,Liars need good memories.,A,Regex Parse,Liars need good memories.,Deceivers must possess remarkable mnemonic abilities.,Falsifiers require exceptional recall capabilities.,Misrepresenters need a strong capacity for remembrance.
a,zs,English,Love lives in cottages as well as in courts,Love lives in cottages as well as in courts,B,Regex Parse,Warmth dwells in modest homes as well as in regal castles,Love lives in cottages as well as in courts,Tenderness resides in small cottages as well as in majestic palaces,Affection resides in humble abodes as well as in grand halls
a,zs,English,Rather death than shame,Rather death than shame,D,Regex Parse,Worse fate than ruin,Death before dishonor now,Far worse than public scorn,Rather death than shame
a,zs,English,Everybody loves a winner,Everybody loves a winner,B,Regex Parse,{'distractor1': 'Everyone admires a champion'},Everybody loves a winner,{'distractor2': 'People always favor a victor'},{'distractor3': 'Everybody respects a triumphant person'}
a,zs,English,Speak softly and carry a big stick,Speak softly and carry a big stick,A,Regex Parse,Speak softly and carry a big stick,Speak calmly and wield an imposing baton,Speak gently and bear a substantial club,Speak quietly and bear a considerable rod
a,zs,English,Forbidden fruit is the sweetest.,Forbidden fruit is the sweetest.,B,Regex Parse,"In many cases, the fruit deemed the most forbidden is perceived as being the sweetest.",Forbidden fruit is the sweetest.,The most forbidden fruit appears to be the sweetest and most enticing.,Forbidden fruit tends to be irresistibly sweet in nature.
a,zs,English,The gods send nuts to those who have no teeth,The gods send nuts to those who have no teeth,C,Regex Parse,Divine providence bestows fruits on those lacking molars,Divine beings provide hard nuts to those who have no enamel,The gods send nuts to those who have no teeth,The gods bestow walnuts upon individuals who possess no dentition
a,zs,English,You can have too much of a good thing,You can have too much of a good thing,B,Regex Parse,One can overindulge in the best of circumstances,You can have too much of a good thing,A little of what you like can turn into too much,Excessive enjoyment of something pleasant can be detrimental
a,zs,English,Pity is akin to love.,Pity is akin to love.,D,Regex Parse,Pity is closely related to love.,Pity has a parallel quality to love.,Pity shares a similar nature with love.,Pity is akin to love.
a,zs,English,Stolen fruit is sweet,Stolen fruit is sweet,C,Regex Parse,Pilfered fruit tastes sweeter,Fruit stolen from someone else is sweet,Stolen fruit is sweet,Fruit taken without permission is sweeter
a,zs,English,The bane of my life,The bane of my life,D,Regex Parse,The plague that afflicts my daily life,The scourge that haunts my existence,A constant thorn in the side of my being,The bane of my life
a,zs,English,Prosperity makes friends; adversity tries them,Prosperity makes friends; adversity tries them,A,Regex Parse,Prosperity makes friends; adversity tries them,Prosperity befriends people; adversity examines their relationships,Prosperity brings together companions; misfortune tests their bonds,Prosperity attracts allies; difficulties reveal their true character
a,zs,English,ounce of discretion is worth a pound of wit.,ounce of discretion is worth a pound of wit.,A,Regex Parse,ounce of discretion is worth a pound of wit.,a pinch of tact is equivalent to a ton of intellect,an atom of discernment is equivalent to a hundred pounds of ingenuity,a drop of prudence is worth ten pounds of cleverness
a,zs,English,He that is not with me is against me,He that is not with me is against me,A,Parse Failed,He that is not with me is against me,API Failure B,API Failure C,API Failure A
a,zs,English,Rome was not built in a day.,Rome was not built in a day.,A,Regex Parse,Rome was not built in a day.,Empires rise not overnight.,A great nation is not constructed in a single day's labor.,Cities do not rise from the ground in a single morning.
a,zs,English,Necessity knows no law,Necessity knows no law,D,Regex Parse,Necessity defies all authority,Lawlessness is the hallmark of necessity,Necessity makes no exceptions,Necessity knows no law
a,zs,English,Every horse thinks its own pack is heaviest,Every horse thinks its own pack is heaviest,A,Regex Parse,Every horse thinks its own pack is heaviest,Every horse thinks its own bundle is the heaviest,Every horse assumes its own weight is the heaviest,Every horse believes its own load is the heaviest
a,zs,English,{Costs an arm and a leg},{Costs an arm and a leg},A,Regex Parse,{Costs an arm and a leg},Puts a heavy price tag on something,Comes with a considerable monetary expense attached,Has a steep financial cost associated with it
a,zs,English,Call no man happy till he is dead,Call no man happy till he is dead,B,Regex Parse,It is unwise to deem someone happy until their passing is confirmed,Call no man happy till he is dead,One should not consider another person fortunate until they have been laid to rest,Do not label anyone as fortunate until their funeral has taken place
a,zs,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.",C,Regex Parse,"When money is scarce, one should rely on acquaintances; if one lacks acquaintances, one should be adept in endearing speech.","When one is short of resources, one should rely on influential people; if one lacks influential people, one should be skilled in sweet conversation.","If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.","If you lack wealth, you should have connections; if you lack connections, you should have a gentle language."
a,zs,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,B,Regex Parse,Carrying-hunting-bag-but-not-hunting: enemy to man as to the wild animal.,He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,One-who-carry-hunting-bag-but-not-hunt: enemy of man and also of the beast.,He-who-carrying-a-hunting-pack-but-not-hunt: enemy alike of man and animal.
a,zs,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"One inherits from one’s front, and one sets an example at one’s back.",D,Regex Parse,"Your legacy is set at your back; your inheritance, however, comes from what is before you.","You reap what you sow at your back, and inheritance comes from the front.","At the back, you sow what you will reap; at the front, you inherit what has been prepared.","One inherits from one’s front, and one sets an example at one’s back."
a,zs,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.","The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.",B,Regex Parse,"The forest is fearless, just as the river is fearless; the mortar never displays fear in the presence of chillies.","The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.","The forest does not know fear, and neither does the river know fear; the pestle never exhibits fear before the pungency of spices.","The forest feels no fear, like the river, which also knows no fear; the stone does not tremble with fear at the pungency of herbs."
a,zs,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,B,Regex Parse,"Ụlọ tí a ga n'ókwè, onye tí a ga wà na ókwè, ókwè tí a ga wà na Ụlọ tí a ga n'ókwè.",A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,"Ibù tí a ba nì, ibù tí a ba nì láti títí a lá ba nì láti tàbí.","Ụlọ n'akụkụ dị, anụma n'ụlọ n'akụkụ bụrụ, ụlọ bụrụ anụma n'ụlọ n'akụkụ anụma."
a,zs,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.","The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.",A,Regex Parse,"The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.","The swelling that torments the head is shunned, the painful sore is shunned, and the hardened growth behind is also shunned.","The growth that burdens the forehead is disgraced, the abscess is disgraced, and the hardened tumor in the backside is equally disgraced.","The mass that invades the cranium is humiliated, the festering sore is humiliated, and the hardened lesion on the buttocks is humiliated too."
a,zs,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If the snare does not kill the rat, it returns the kernel bait to the owner.",A,Regex Parse,"If the snare does not kill the rat, it returns the kernel bait to the owner.",A snare that misses its prey will bring back the kernel bait to its rightful owner.,"If a trap fails to capture the rodent, it retrieves the kernel bait for its creator.","When a trap fails to catch a rat, it returns the bait containing the kernel to the person who set it."
a,zs,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,It is with both its eyes and its feathers that the partridge sees.,A,Regex Parse,It is with both its eyes and its feathers that the partridge sees.,It is with both its eyes and its wings that the falcon sees.,It is with both its beak and its talons that the eagle sees.,It is with both its wings and its claws that the bird sees.
a,zs,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.",The owner of the ring has taken back his ring; the fingers of the friend are now empty.,D,Regex Parse,The owner of the ring has taken back his possession; the hands of the companion are now bare.,The owner of the ring has reclaimed his ring; the hands of the friend are now unadorned.,The master of the ring has regained his ring; the fingers of the companion are now vacant.,The owner of the ring has taken back his ring; the fingers of the friend are now empty.
a,zs,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,A,Regex Parse,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,She who borrows clothes to adorn herself is not completely safe; the owner of the attire will reclaim it the next morning.,"When one wears borrowed attire to appear dignified, one's freedom is not guaranteed; the owner of the dress will reclaim it at dawn.",The person who wears borrowed adornments is not entirely secure; the one who owns the garment will retrieve it the following day.
a,zs,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,What does a bald man want in the stall of the barber?,A,Regex Parse,What does a bald man want in the stall of the barber?,Why would a man with no hair visit the barber's salon?,What does a man with little hair seek in the barber's shop?,What purpose does a bald person serve in the barber's establishment?
a,zs,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,Whoever the dog came out with is the per son the dog returns home with.,C,Regex Parse,Whoever the dog leaves with is the person the dog comes back with.,The person the dog accompanies out is the one the dog finds waiting at home.,Whoever the dog came out with is the per son the dog returns home with.,"When the dog departs, the person it goes with is who it returns with."
a,zs,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,Water is the first thing one’s foot encounters before it encounters the sand.,C,Regex Parse,Water is the initial contact point before one's foot meets the sandy ground.,Water is the initial obstacle one faces before reaching the sandy beach.,Water is the first thing one’s foot encounters before it encounters the sand.,"In the journey of life, the first sensation is water before one steps on the sandy path."
a,zs,Yoruba,Ọ́bún ba irú aṣọ jẹ.,The filthy person destroys the appeal of a style of clothing.,C,Regex Parse,An unkempt individual can destroy the beauty of a certain fashion trend.,Someone with a tarnished image can mar the allure of a particular style of clothing.,The filthy person destroys the appeal of a style of clothing.,A person with a dirty reputation can ruin the charm of a particular style of clothing.
a,zs,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,One cannot live amid forty people and never misspeak.,A,Regex Parse,One cannot live amid forty people and never misspeak.,A kì í gbé àárín elẹ́ẹ̀ẹ̀gbẹ́ èèyàn ká má ṣì wí.,A kì í gbé àárín ojú èèyàn ká má ṣì wí.,A kì í gbé àárín mẹrín èèyàn ká má ṣì wí.
a,zs,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child who shits on the path brings down curses on its mother. B,B,Regex Parse,A child who pollutes its own path faces the wrath of its mother's love.,A child who shits on the path brings down curses on its mother. B,"When offspring defile their path, their mother bears the consequences.",A young one who fouls its path incurs anger on its own mother.
a,zs,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,A,Parse Failed,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,API Failure C,API Failure A,API Failure B
a,zs,Yoruba,TẸ̀gbá tẸ̀sà ló mọ Láfì lágẹmọ; gbogbo ayé ló mọ Tẹlẹ̀mú lólè.,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,B,Regex Parse,Both Ẹ̀gbá and Ẹ̀sà people know Láfì's unique ability to change color like a chameleon; Tẹlmú is notorious throughout the world as a cunning thief.,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,The Ẹ̀gbá and Ẹ̀sà people understand Láfì's adaptability like a chameleon; everyone recognizes Tẹlmú as a notorious thief.,Ẹ̀gbá and Ẹ̀sà people acknowledge Láfì's transformational abilities as those of a chameleon; the entire world considers Tẹlmú a skilled thief.
a,zs,Yoruba,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One does not carry debt around one’s neck and live like a dandy.,A,Regex Parse,One does not carry debt around one’s neck and live like a dandy.,One doesn't keep financial burdens at one's throat and flaunt wealth.,One doesn't bear debts on one's shoulders and live extravagantly.,One doesn't have financial obligations around one's neck and behave carelessly.
a,zs,Yoruba,Òṣìṣẹ́ lọ̀tá ọ̀lẹ.,The industrious person is the enemy of the shiftless person.,D,Regex Parse,The hardworking individual is a foe to the lazy person.,The industrious individual is a constant adversary to the shiftless worker.,The diligent worker is the nemesis of the idle person.,The industrious person is the enemy of the shiftless person.
a,zs,Yoruba,Ọjo kì í to lọ bi òréré.,Days do not go on straight like an avenue.,A,Regex Parse,Days do not go on straight like an avenue.,Days don't travel swiftly like a highway.,Days don't move steadily like a thoroughfare.,No day proceeds directly like a straight road.
a,zs,Yoruba,"""Ọ̀ràn yí ò dùn mí"": ẹ̀ẹ̀kanṣoṣo là ńwí i. ","""This matter does not hurt me"": stating it only once suffices.",D,Parse Failed,API Failure A,API Failure C,API Failure B,"""This matter does not hurt me"": stating it only once suffices."
a,zs,Yoruba,"Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá.","The stew having cooled, one hollows one’s palm to eat it.",D,Regex Parse,"Food having lost heat, one uses the hands to eat it.","When food has cooled down, one uses the hand to eat.","The meal having grown cool, one scoops with one's fingers.","The stew having cooled, one hollows one’s palm to eat it."
a,zs,Yoruba,Ohun tí a ó fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,It is what one wishes to keep a secret that one does in private.,D,Regex Parse,It is what one wants to hide that one does in the dead of night.,It is what one wishes to hide from the world that one does in secret.,What one tries to conceal is what one does when no one is watching.,It is what one wishes to keep a secret that one does in private.
a,zs,Yoruba,Bàbá laláàbò; ìyá lonírànwọ́; orogún nikú,A father is a protector; a mother is a helper; a co-wife is death.,A,Regex Parse,A father is a protector; a mother is a helper; a co-wife is death.,A father is a guardian; a mother is a caretaker; a co-wife is calamity.,A father is a guardian; a mother is a supporter; a co-wife is devastation.,A father is a guardian; a mother is a provider; a co-wife is destruction.
a,zs,Yoruba,"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ m̀bẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-lá ḿbẹlábà, ó ńjẹ ẹ̀sun iṣu.","He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.",C,Regex Parse,"He-who-runs-after-wealth is on his way to strife; He-who-benefits-from-plenty is off on his travels; By-and-by-'I-will-be-wealthy' is back in his dwelling, eating roasted yams.","He-who-hastens-after-money is on his way to conflict; He-who-is-abundantly-endowed is off on his expedition; By-and-by-'I-shall-be-wealthy' is back in his home, savoring roasted tubers.","He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.","He-who-rushes-towards-wealth is on his path to war; He-who-possesses-plenty is set upon his journey; By-and-by-'I-will-be-rich' is back in his hut, feasting on roasted yams."
a,zs,Yoruba,Òṣùpá ò mòde òtòṣì; bó bá délé ọlọ́rọ̀ á dé tèmi.,"The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also.",D,Regex Parse,"The moon is unaware of which part of the yard belongs to a poor man; if it reaches a rich person's estate, it will certainly reach mine too.","The moon does not know which path belongs to a poor person; if it reaches the mansion of a rich person, it will also reach mine.","The moon does not know which side of the yard belongs to a poor person; if it reaches a wealthy person's house, it will automatically reach mine as well.","The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also."
a,zs,Yoruba,"À ńjọ- rìn, a kò mọ orí olówó.","Though we might travel as a group, we do not know who is destined to prosper.",C,Regex Parse,"Throughout a journey undertaken in unison, there's no way to foretell who shall triumph.","Though traveling in tandem, one cannot be certain who shall ultimately flourish.","Though we might travel as a group, we do not know who is destined to prosper.","Even when journeying as a collective, it cannot be predicted who shall experience success."
a,zs,Yoruba,Ẹni à ńgbé gẹ̀gẹ̀ ni yó ba àrà rẹ̀ jẹ.,It is the person who is revered that will disgrace himself or herself.,A,Regex Parse,It is the person who is revered that will disgrace himself or herself.,The person who is held in high esteem will be the one to bring their own shame.,The one who is revered by many will ultimately suffer public ridicule.,It is the person who is highly respected that will bring shame to himself or herself.
a,zs,Yoruba,Ọ̀já kan ò dàbí já òróòro; òkè kan ò dàbí Òkèe Gbadi; ọmú kan ò dùn bí ọmú ìyá ẹni.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,C,Regex Parse,No shawl can match the crimson shawl; no hill is comparable to Gbadi Hill; no infant's milk is as nourishing as one's mother's milk.,No shawl equals the crimson shawl; no peak equals the majestic Gbadi Peak; no mother's milk is as sweet as one's mother's milk.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,No mantle rivals the scarlet mantle; no mountain is equivalent to Gbadi Mountain; no child's milk is as satisfying as one's mother's milk.
a,zs,Yoruba,Ìbínú baba òṣì.,Anger [is the] father of hopelessness.,B,Regex Parse,"Father of despair, anger is.",Anger [is the] father of hopelessness.,Bitterness is the father of sorrow.,Anger gives birth to darkness.
a,zs,Yoruba,"Wọ́n ní kárúgbó gba ọmọ pọ̀n, ó ní ṣe bí wọ́n mọ̀ pé òun ò léhín; wọ́n ní kó pa ọmọ jẹ ni? ","The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ",A,Regex Parse,"The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ","The aged woman is told to carry an infant on her back, and she responds, but they are aware that she has lost her dentition; was she requested to consume the child?","The elderly woman is instructed to hold a small infant on her back, and she says, but they know that she lacks molars; was she commissioned to take a bite of the child?","The elderly woman is asked to bear a small child on her back, and she says, but they understand that she has no dental structure; was she asked to chew on the child?"
a,zs,Yoruba,Fífẹ́ la fẹ́ ẹ̀fọ́ tí à ńpè-é ní ọ̀rẹ́ ẹ̀kọ; ti ilé ogè-é tó ogè-é jẹ.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,B,Regex Parse,You only call spinach a companion of corn loaf because you love it so much; what the fine person has at home is enough to last them through the years.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,It's only because one adores spinach that one considers it the best friend of corn loaf; what the noble one has in their home is sufficient to eat for a long time.,"One loves spinach so much that they call it an ally of corn loaf; after all, what the dandy has at home is enough to eat."
a,zs,Yoruba,Àrífín ilé ó jọkà jẹ òròmọ adìẹ.,Fear of losing face within one’s home dis suades one from eating day-old chicks.,D,Regex Parse,Fear of losing dignity within one’s family discourages one from consuming leftover poultry.,The anxiety of losing reputation within one's household prevents one from eating stale fowl.,Apprehension of losing honor within one's household deters one from consuming leftover poultry products.,Fear of losing face within one’s home dis suades one from eating day-old chicks.
a,zs,Yoruba,"Àparò, aṣọ-ọ̀ rẹ́ ṣe pọ́n báyìí? O ní ìgbà wo ni aṣọ òun ò níí pọ́n?  Ọ̀sán jíjẹ, òru sísùn, oúnjẹ̀ ò ṣéé fi sílẹ̀ lọ́sàn-án; orun ò ṣéé fi sílẹ̀ lóru.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",B,Regex Parse,"Partridge, why's your feathers so ruffled? He said, how would his feathers not be ruffled? In the morning searching for seeds, at dusk resting: one can't leave off seeds in the morning, and one can't leave off rest at dusk.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.","Partridge, why are your plumage so disheveled? He said, how would his plumage not be disheveled? During the day digging for roots, at night snoring: one cannot abandon roots during the day, and one cannot abandon snoring at night.","Partridge, why's your coat so tattered? He said, how would his coat not be tattered? In the early hours foraging for berries, at late hours dozing: one cannot leave behind berries in the early hours, and one cannot leave behind dozing at late hours."
a,zs,Yoruba,"A kì í dé ilé ikú ká fóhórí kù; bí a ò bá tútù, a ó bàá gbígbẹ.","One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.",A,Regex Parse,"One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.","One does not reach Death's threshold without seeing skulls; if one doesn't find fresh skulls, one will find dry ones.","Death's home is not visited without encountering skulls; if one doesn't see fresh skulls, one will find old ones.","One does not enter Death's door without seeing heads; if one doesn't find fresh heads, one will find withered ones."
a,zs,Yoruba,Apárí ní ńfojú di abẹ.,It is a bald person who may be disdainful of the razor.,B,Regex Parse,It is a person with no hair who will mock the sharpness of the razor.,It is a bald person who may be disdainful of the razor.,It is the one with no hair who will not be afraid of the barber.,A person without hair may still despise the razor's blade.
