task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,zs,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,What does a bald man want in the stall of the barber?,A,Regex Parse,What does a bald man want in the stall of the barber?,Why would a man with no hair visit the barber's salon?,What does a man with little hair seek in the barber's shop?,What purpose does a bald person serve in the barber's establishment?
a,zs,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,Whoever the dog came out with is the per son the dog returns home with.,C,Regex Parse,Whoever the dog leaves with is the person the dog comes back with.,The person the dog accompanies out is the one the dog finds waiting at home.,Whoever the dog came out with is the per son the dog returns home with.,"When the dog departs, the person it goes with is who it returns with."
a,zs,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,Water is the first thing one’s foot encounters before it encounters the sand.,C,Regex Parse,Water is the initial contact point before one's foot meets the sandy ground.,Water is the initial obstacle one faces before reaching the sandy beach.,Water is the first thing one’s foot encounters before it encounters the sand.,"In the journey of life, the first sensation is water before one steps on the sandy path."
a,zs,Yoruba,Ọ́bún ba irú aṣọ jẹ.,The filthy person destroys the appeal of a style of clothing.,C,Regex Parse,An unkempt individual can destroy the beauty of a certain fashion trend.,Someone with a tarnished image can mar the allure of a particular style of clothing.,The filthy person destroys the appeal of a style of clothing.,A person with a dirty reputation can ruin the charm of a particular style of clothing.
a,zs,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,One cannot live amid forty people and never misspeak.,A,Regex Parse,One cannot live amid forty people and never misspeak.,A kì í gbé àárín elẹ́ẹ̀ẹ̀gbẹ́ èèyàn ká má ṣì wí.,A kì í gbé àárín ojú èèyàn ká má ṣì wí.,A kì í gbé àárín mẹrín èèyàn ká má ṣì wí.
a,zs,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child who shits on the path brings down curses on its mother. B,B,Regex Parse,A child who pollutes its own path faces the wrath of its mother's love.,A child who shits on the path brings down curses on its mother. B,"When offspring defile their path, their mother bears the consequences.",A young one who fouls its path incurs anger on its own mother.
a,zs,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,A,Parse Failed,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,API Failure C,API Failure A,API Failure B
a,zs,Yoruba,TẸ̀gbá tẸ̀sà ló mọ Láfì lágẹmọ; gbogbo ayé ló mọ Tẹlẹ̀mú lólè.,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,B,Regex Parse,Both Ẹ̀gbá and Ẹ̀sà people know Láfì's unique ability to change color like a chameleon; Tẹlmú is notorious throughout the world as a cunning thief.,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,The Ẹ̀gbá and Ẹ̀sà people understand Láfì's adaptability like a chameleon; everyone recognizes Tẹlmú as a notorious thief.,Ẹ̀gbá and Ẹ̀sà people acknowledge Láfì's transformational abilities as those of a chameleon; the entire world considers Tẹlmú a skilled thief.
a,zs,Yoruba,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One does not carry debt around one’s neck and live like a dandy.,A,Regex Parse,One does not carry debt around one’s neck and live like a dandy.,One doesn't keep financial burdens at one's throat and flaunt wealth.,One doesn't bear debts on one's shoulders and live extravagantly.,One doesn't have financial obligations around one's neck and behave carelessly.
a,zs,Yoruba,Òṣìṣẹ́ lọ̀tá ọ̀lẹ.,The industrious person is the enemy of the shiftless person.,D,Regex Parse,The hardworking individual is a foe to the lazy person.,The industrious individual is a constant adversary to the shiftless worker.,The diligent worker is the nemesis of the idle person.,The industrious person is the enemy of the shiftless person.
a,zs,Yoruba,Ọjo kì í to lọ bi òréré.,Days do not go on straight like an avenue.,A,Regex Parse,Days do not go on straight like an avenue.,Days don't travel swiftly like a highway.,Days don't move steadily like a thoroughfare.,No day proceeds directly like a straight road.
a,zs,Yoruba,"""Ọ̀ràn yí ò dùn mí"": ẹ̀ẹ̀kanṣoṣo là ńwí i. ","""This matter does not hurt me"": stating it only once suffices.",D,Parse Failed,API Failure A,API Failure C,API Failure B,"""This matter does not hurt me"": stating it only once suffices."
a,zs,Yoruba,"Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá.","The stew having cooled, one hollows one’s palm to eat it.",D,Regex Parse,"Food having lost heat, one uses the hands to eat it.","When food has cooled down, one uses the hand to eat.","The meal having grown cool, one scoops with one's fingers.","The stew having cooled, one hollows one’s palm to eat it."
a,zs,Yoruba,Ohun tí a ó fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,It is what one wishes to keep a secret that one does in private.,D,Regex Parse,It is what one wants to hide that one does in the dead of night.,It is what one wishes to hide from the world that one does in secret.,What one tries to conceal is what one does when no one is watching.,It is what one wishes to keep a secret that one does in private.
a,zs,Yoruba,Bàbá laláàbò; ìyá lonírànwọ́; orogún nikú,A father is a protector; a mother is a helper; a co-wife is death.,A,Regex Parse,A father is a protector; a mother is a helper; a co-wife is death.,A father is a guardian; a mother is a caretaker; a co-wife is calamity.,A father is a guardian; a mother is a supporter; a co-wife is devastation.,A father is a guardian; a mother is a provider; a co-wife is destruction.
a,zs,Yoruba,"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ m̀bẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-lá ḿbẹlábà, ó ńjẹ ẹ̀sun iṣu.","He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.",C,Regex Parse,"He-who-runs-after-wealth is on his way to strife; He-who-benefits-from-plenty is off on his travels; By-and-by-'I-will-be-wealthy' is back in his dwelling, eating roasted yams.","He-who-hastens-after-money is on his way to conflict; He-who-is-abundantly-endowed is off on his expedition; By-and-by-'I-shall-be-wealthy' is back in his home, savoring roasted tubers.","He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.","He-who-rushes-towards-wealth is on his path to war; He-who-possesses-plenty is set upon his journey; By-and-by-'I-will-be-rich' is back in his hut, feasting on roasted yams."
a,zs,Yoruba,Òṣùpá ò mòde òtòṣì; bó bá délé ọlọ́rọ̀ á dé tèmi.,"The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also.",D,Regex Parse,"The moon is unaware of which part of the yard belongs to a poor man; if it reaches a rich person's estate, it will certainly reach mine too.","The moon does not know which path belongs to a poor person; if it reaches the mansion of a rich person, it will also reach mine.","The moon does not know which side of the yard belongs to a poor person; if it reaches a wealthy person's house, it will automatically reach mine as well.","The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also."
a,zs,Yoruba,"À ńjọ- rìn, a kò mọ orí olówó.","Though we might travel as a group, we do not know who is destined to prosper.",C,Regex Parse,"Throughout a journey undertaken in unison, there's no way to foretell who shall triumph.","Though traveling in tandem, one cannot be certain who shall ultimately flourish.","Though we might travel as a group, we do not know who is destined to prosper.","Even when journeying as a collective, it cannot be predicted who shall experience success."
a,zs,Yoruba,Ẹni à ńgbé gẹ̀gẹ̀ ni yó ba àrà rẹ̀ jẹ.,It is the person who is revered that will disgrace himself or herself.,A,Regex Parse,It is the person who is revered that will disgrace himself or herself.,The person who is held in high esteem will be the one to bring their own shame.,The one who is revered by many will ultimately suffer public ridicule.,It is the person who is highly respected that will bring shame to himself or herself.
a,zs,Yoruba,Ọ̀já kan ò dàbí já òróòro; òkè kan ò dàbí Òkèe Gbadi; ọmú kan ò dùn bí ọmú ìyá ẹni.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,C,Regex Parse,No shawl can match the crimson shawl; no hill is comparable to Gbadi Hill; no infant's milk is as nourishing as one's mother's milk.,No shawl equals the crimson shawl; no peak equals the majestic Gbadi Peak; no mother's milk is as sweet as one's mother's milk.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,No mantle rivals the scarlet mantle; no mountain is equivalent to Gbadi Mountain; no child's milk is as satisfying as one's mother's milk.
a,zs,Yoruba,Ìbínú baba òṣì.,Anger [is the] father of hopelessness.,B,Regex Parse,"Father of despair, anger is.",Anger [is the] father of hopelessness.,Bitterness is the father of sorrow.,Anger gives birth to darkness.
a,zs,Yoruba,"Wọ́n ní kárúgbó gba ọmọ pọ̀n, ó ní ṣe bí wọ́n mọ̀ pé òun ò léhín; wọ́n ní kó pa ọmọ jẹ ni? ","The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ",A,Regex Parse,"The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ","The aged woman is told to carry an infant on her back, and she responds, but they are aware that she has lost her dentition; was she requested to consume the child?","The elderly woman is instructed to hold a small infant on her back, and she says, but they know that she lacks molars; was she commissioned to take a bite of the child?","The elderly woman is asked to bear a small child on her back, and she says, but they understand that she has no dental structure; was she asked to chew on the child?"
a,zs,Yoruba,Fífẹ́ la fẹ́ ẹ̀fọ́ tí à ńpè-é ní ọ̀rẹ́ ẹ̀kọ; ti ilé ogè-é tó ogè-é jẹ.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,B,Regex Parse,You only call spinach a companion of corn loaf because you love it so much; what the fine person has at home is enough to last them through the years.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,It's only because one adores spinach that one considers it the best friend of corn loaf; what the noble one has in their home is sufficient to eat for a long time.,"One loves spinach so much that they call it an ally of corn loaf; after all, what the dandy has at home is enough to eat."
a,zs,Yoruba,Àrífín ilé ó jọkà jẹ òròmọ adìẹ.,Fear of losing face within one’s home dis suades one from eating day-old chicks.,D,Regex Parse,Fear of losing dignity within one’s family discourages one from consuming leftover poultry.,The anxiety of losing reputation within one's household prevents one from eating stale fowl.,Apprehension of losing honor within one's household deters one from consuming leftover poultry products.,Fear of losing face within one’s home dis suades one from eating day-old chicks.
a,zs,Yoruba,"Àparò, aṣọ-ọ̀ rẹ́ ṣe pọ́n báyìí? O ní ìgbà wo ni aṣọ òun ò níí pọ́n?  Ọ̀sán jíjẹ, òru sísùn, oúnjẹ̀ ò ṣéé fi sílẹ̀ lọ́sàn-án; orun ò ṣéé fi sílẹ̀ lóru.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",B,Regex Parse,"Partridge, why's your feathers so ruffled? He said, how would his feathers not be ruffled? In the morning searching for seeds, at dusk resting: one can't leave off seeds in the morning, and one can't leave off rest at dusk.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.","Partridge, why are your plumage so disheveled? He said, how would his plumage not be disheveled? During the day digging for roots, at night snoring: one cannot abandon roots during the day, and one cannot abandon snoring at night.","Partridge, why's your coat so tattered? He said, how would his coat not be tattered? In the early hours foraging for berries, at late hours dozing: one cannot leave behind berries in the early hours, and one cannot leave behind dozing at late hours."
a,zs,Yoruba,"A kì í dé ilé ikú ká fóhórí kù; bí a ò bá tútù, a ó bàá gbígbẹ.","One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.",A,Regex Parse,"One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.","One does not reach Death's threshold without seeing skulls; if one doesn't find fresh skulls, one will find dry ones.","Death's home is not visited without encountering skulls; if one doesn't see fresh skulls, one will find old ones.","One does not enter Death's door without seeing heads; if one doesn't find fresh heads, one will find withered ones."
a,zs,Yoruba,Apárí ní ńfojú di abẹ.,It is a bald person who may be disdainful of the razor.,B,Regex Parse,It is a person with no hair who will mock the sharpness of the razor.,It is a bald person who may be disdainful of the razor.,It is the one with no hair who will not be afraid of the barber.,A person without hair may still despise the razor's blade.
a,zs,Yoruba,"Ẹni tí yó kọ igba lóko, ìrìn ẹsẹ́-ẹ rẹ̀ là ńwò.",The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,C,Regex Parse,"The person who promises to create a hundred loads in the orchard, it's his steps that should be watched carefully.",The person who vows to make a hundred mountains of hay in the farm: his path should be carefully observed.,The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,The one who swears to build one hundred piles of grain in the field: we must consider his every step.
a,zs,Yoruba,Ìyàwó jẹ ọkà jẹ igbá.,The wife ate the yam-flour meal and ate the calabash with it.,B,Regex Parse,The wife ate the yam-flour meal and used the calabash with it.,The wife ate the yam-flour meal and ate the calabash with it.,The wife ate the meal made of yam-flour and ate with the calabash.,The wife ate the yam-flour meal and used the calabash in eating with it.
a,zs,Yoruba,"Bí a kò bá lè dá Tápà, Tápà kì í dáni.","If one cannot throw a Nupe man in a wrestling match, he should not throw one.",D,Regex Parse,"If one cannot wrestle with a Nupe, then they should be cautious about wrestling anyone.","Do not try to challenge someone you know you cannot overpower, or you will suffer the consequences.","It is pointless to engage in a wrestling match with someone you cannot defeat, so avoid confrontations altogether.","If one cannot throw a Nupe man in a wrestling match, he should not throw one."
a,zs,Yoruba,"Bí a kò bá pàdé lókè, a ó pàdé lódò.","If we do not meet up on high, we will meet down below.",C,Regex Parse,"If we don't align on the crest, we'll collide in the depths.","If our pinnacles don't meet, we'll collide at the bottom.","If we do not meet up on high, we will meet down below.","If our ascent is not synchronized, we'll collide at the base."
a,zs,Yoruba,Olè kì í gbọ́ orúkọ ẹ̀ kó dúró.,A thief does not hear his name and stand in place.,D,Regex Parse,A burglar doesn't hear his name called and stop moving.,A burglar doesn't hear his identity and remain still.,A thief does not hear his alias and stay put.,A thief does not hear his name and stand in place.
a,zs,Yoruba,"Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò parí ná?","The boat is leaking, the boat is leaking! After it sinks, won’t matters end?",A,Regex Parse,"The boat is leaking, the boat is leaking! After it sinks, won’t matters end?","The vessel is leaking, the vessel is leaking! Once it's submerged, won't all problems cease?","The ship is sinking, the ship is sinking! When it finally goes down, will everything be over?","The watercraft is leaking, the watercraft is leaking! Once it meets its demise, will all concerns end?"
a,zs,Yoruba,Ọmọ tó káwọ́ sókè ló fẹ́ ká gbé òun.,It is the child who raises its arms that induces people to lift it.,A,Regex Parse,It is the child who raises its arms that induces people to lift it.,It is the one who stretches their hands that encourages others to carry them.,It is the child who lifts its hands that compels people to take it up.,The one who raises their arms is the one who forces people to pick them up.
a,zs,Yoruba,"Ìyà mẹ́ta a-fàdá-pa-ikún: ikún lọ, àdá nù, aládàá ní òun ó gba àdá òun.","Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.",A,Regex Parse,"Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.","Four disasters that struck the individual who attempted to slay a squirrel with a blade: the squirrel escaped unnoticed, the blade was lost in the bush, and the owner of the blade claimed it back.","Three calamities that befell the person who tried to eliminate a squirrel with an axe: the squirrel fled swiftly, the axe was misplaced, and the owner of the axe insisted on its return.","Three mishaps that befell the hunter who employed a machete to capture a squirrel: the squirrel evaded, the machete was misplaced, and the owner of the machete requested its retrieval."
a,zs,Yoruba,Àgùntàn ò pa aṣọ èṣí dà.,The sheep does not change its clothing from year to year.,A,Regex Parse,The sheep does not change its clothing from year to year.,The sheep doesn't change its garments seasonally.,The sheep doesn't change its wardrobe periodically.,The sheep doesn't alter its attire annually.
a,zs,Yoruba,Kí á lé akátá jìnnà ká tó bá adìẹ wí.,One should first chase the jackal away before reprimanding the chicken.,D,No reasoning provided,One should first vanquish the deceitful before reprimanding the naive.,It is advisable to chase the sly one away before correcting the innocent.,You must first handle the rogue before reprimanding the humble one.,One should first chase the jackal away before reprimanding the chicken.
a,zs,Yoruba,A kì í mọ́ egbò fúnra ẹni ká sunkún.,One does not treat one’s own sore and yet cry from the pain.,A,Regex Parse,One does not treat one’s own sore and yet cry from the pain.,A kì í mọ́ egbò fúnra ẹni ká mọ́kànkàn.,A kì í mọ́ egbò fúnra ẹni ká fúnra gberé.,A kì í mọ́ egbò fúnra ẹni ká pín pín.
a,zs,Yoruba,Àbúrò kì í pa ẹ̀gbọ́n nítàn.,The younger person does not give the older person history lectures.,A,Regex Parse,The younger person does not give the older person history lectures.,The immature individual doesn't provide life lessons to the elderly person.,Younger individuals do not give lectures on past events to older people.,An immature person doesn't deliver historical accounts to someone older than them.
a,zs,Yoruba,Òjò pa gbòdògì ró wọ̀rọ̀-wọ̀rọ̀,"The rain pounds the gbòdògì, producing a loud noise.",B,Regex Parse,"Persistent rainfall pounds the old zinc roof, generating a deafening sound.","The rain pounds the gbòdògì, producing a loud noise.","Heavy showers pummel the corroded metal sheet, producing a cacophony of noise.","The downpour strikes the rusty roof, causing an uproar."
a,cot_en,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.",C,No response,API Failure C,API Failure B,"If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.",API Failure A
a,cot_en,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,B,No response,API Failure C,He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,API Failure B,API Failure A
a,cot_en,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"One inherits from one’s front, and one sets an example at one’s back.",D,No response,API Failure B,API Failure A,API Failure C,"One inherits from one’s front, and one sets an example at one’s back."
a,cot_en,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.","The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.",B,No response,API Failure A,"The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.",API Failure B,API Failure C
a,cot_en,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,B,No response,API Failure C,A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,API Failure B,API Failure A
a,cot_en,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.","The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.",A,No response,"The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.",API Failure B,API Failure A,API Failure C
a,cot_en,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If the snare does not kill the rat, it returns the kernel bait to the owner.",A,No response,"If the snare does not kill the rat, it returns the kernel bait to the owner.",API Failure B,API Failure A,API Failure C
a,cot_en,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,It is with both its eyes and its feathers that the partridge sees.,A,No response,It is with both its eyes and its feathers that the partridge sees.,API Failure C,API Failure B,API Failure A
a,cot_en,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.",The owner of the ring has taken back his ring; the fingers of the friend are now empty.,D,Regex Parse,"The ring's owner has reclaimed it, leaving the friend's fingers now empty and bare.",The owner reclaiming the ring results in the friend having empty fingers once more.,"When the ring is taken back by its owner, the friend's hand is left feeling empty.",The owner of the ring has taken back his ring; the fingers of the friend are now empty.
a,cot_en,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,A,Regex Parse,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,She who lends her favorite dress will surely get it back tomorrow in good condition.,"When you borrow a friend's jacket, remember the owner might need it back the following day.",Borrowing a scarf doesn't make it yours; the lender will ask for it the next day.
a,cot_en,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,What does a bald man want in the stall of the barber?,A,Regex Parse,What does a bald man want in the stall of the barber?,Why does a bald man visit the barber's shop daily?,What would a bald man possibly buy at the barber?,What service can a barber offer to a bald man?
a,cot_en,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,Whoever the dog came out with is the per son the dog returns home with.,C,Regex Parse,The path the dog follows outward is the path it traces back home.,"As the dog departs, so it returns, in the company of the one it set out with.",Whoever the dog came out with is the per son the dog returns home with.,"Where the dog's journey begins is where its journey ends, with the same companion."
a,cot_en,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,Water is the first thing one’s foot encounters before it encounters the sand.,C,Regex Parse,Water is what the foot meets before stepping on the sandy beach.,The foot always encounters water before it reaches the sandy shoreline.,Water is the first thing one’s foot encounters before it encounters the sand.,"Before the foot touches solid ground, it first encounters flowing water."
a,cot_en,Yoruba,Ọ́bún ba irú aṣọ jẹ.,The filthy person destroys the appeal of a style of clothing.,C,Regex Parse,The appeal of stylish clothes is lost on a filthy wearer.,Filthiness of a person spoils the attractiveness of any clothing style.,The filthy person destroys the appeal of a style of clothing.,A dirty individual ruins the beauty of fashionable attire.
a,cot_en,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,One cannot live amid forty people and never misspeak.,A,Regex Parse,One cannot live amid forty people and never misspeak.,"Amongst a crowd, a person cannot avoid sometimes speaking incorrectly.",It's impossible to reside with others and never speak out of turn.,"Living among many, one will inevitably say something amiss."
a,cot_en,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child who shits on the path brings down curses on its mother. B,B,Regex Parse,A youngster who fouls the walkway will attract misfortune to its maternal figure.,A child who shits on the path brings down curses on its mother. B,The child that soils the pathway will bring shame to its mother.,A kid who defecates on the road invites trouble for its mom.
a,cot_en,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,A,No response,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,API Failure C,API Failure A,API Failure B
