task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,zs,Arabic,كل من كان عالي وطى كل من كان سارح بالشياه هطى,Pride goes before a fall.,B,Regex Parse,"{'text': ""A person's haughtiness leads to their demise.""}",Pride goes before a fall.,"{'text': ""Excessive pride often precedes one's downfall.""}",{'text': 'Pride precedes its downfall.'}
a,cot_en,Arabic,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,C,No response,API Failure C,API Failure B,Half a loaf is better than no bread,API Failure A
a,cot_en,Arabic,إنك تضرب في حديد بارد,You are striking cold iron.,B,No response,API Failure C,You are striking cold iron.,API Failure B,API Failure A
a,cot_en,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,Spend money to make money.,D,No response,API Failure B,API Failure A,API Failure C,Spend money to make money.
a,cot_en,Arabic,الصديق وقت الضيق.,A friend in need is a friend indeed.,B,No response,API Failure A,A friend in need is a friend indeed.,API Failure B,API Failure C
a,cot_en,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,Biting the hand that feeds him.,B,No response,API Failure C,Biting the hand that feeds him.,API Failure B,API Failure A
a,cot_en,Arabic,وِجّو بيقطع الرزق,a jinx on the house,A,No response,a jinx on the house,API Failure B,API Failure A,API Failure C
a,cot_en,Arabic,إطعم الفم تستحى العين.,A bribe works miracles.,A,Regex Parse,A bribe works miracles.,Bribes achieve great things.,A gift works wonders.,Payoffs yield amazing results.
a,cot_en,Arabic,إن ضاق بيك الأمر، اشرب زجاجة خمر,Let them drink and forget their poverty and remember their misery no more.,A,Regex Parse,Let them drink and forget their poverty and remember their misery no more.,"In times of woe, let drink be their escape from misery and sorrow.",Drink to forget the troubles that plague them and remember joy once more.,Let them find solace in drink to escape their hardship and pain.
a,cot_en,Arabic,جمل يعصر وجمل ياكل العصارة:,Climbing the ladder of success by stepping on others.,D,Regex Parse,Achieving greatness by trampling on the less fortunate.,Scaling the heights of power by pushing others down.,Rising to prominence on the backs of those who are exploited.,Climbing the ladder of success by stepping on others.
a,cot_en,Arabic,احفظ قرشك الأبيض ليومك الأسود.,"A penny saved is a penny earned.
",A,Regex Parse,"A penny saved is a penny earned.
",Save a coin for a rainy day.,Keep your pennies for harder times.,Pennies saved today earn tomorrow.
a,cot_en,Arabic,رمية من غير رامي,A flash in a pan.,A,Regex Parse,A flash in a pan.,Lightning in a box,Spark without a flame,Fire without a spark
a,cot_en,Arabic,فود عوجان.,He who goes out in search of wool often comes home shorn.,C,Regex Parse,He who hunts for riches often returns with empty pockets.,The traveler in pursuit of gain can sometimes arrive back impoverished.,He who goes out in search of wool often comes home shorn.,One who ventures forth seeking treasure may find themselves bereft.
a,cot_en,Arabic,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,C,Regex Parse,Harm follows every good act.,Bad returns for good deeds.,Evil in return for god deed.,Evil results from good actions.
a,cot_en,Arabic,المَمنُوع مَرْغُوب.,Forbidden fruit is the sweetest.,C,Regex Parse,The forbidden is most desired.,Sweetest is what's forbidden.,Forbidden fruit is the sweetest.,Forbidden things are sweetest.
a,cot_en,Arabic,اللي فات مات (ماتلا عليه التلفات),let bygones be bygones.,A,No response,let bygones be bygones.,API Failure C,API Failure B,API Failure A
a,cot_en,Arabic,الإفراط في التّواضع يجلب المذلّة," If you humble yourself too much, you will get trampled on.",B,No response,API Failure C," If you humble yourself too much, you will get trampled on.",API Failure B,API Failure A
a,cot_en,Arabic,اللي فات مات.,let bygones be bygones.,A,No response,let bygones be bygones.,API Failure C,API Failure A,API Failure B
a,cot_en,Arabic,سماعك بالْمُعَيَدِيِّ خير من أن تراه سمك في ماء,Like a fish in water.,B,No response,API Failure C,Like a fish in water.,API Failure A,API Failure B
a,cot_en,Arabic,ابن الحرام بيساويها وابن الحلال بيوقع فيها,Sometimes the innocent suffer with the guilty.,A,No response,Sometimes the innocent suffer with the guilty.,API Failure A,API Failure B,API Failure C
a,cot_en,Arabic,خاطبوا الناس على قدر عقولهم.,Address people in the language they can understand.,D,No response,API Failure B,API Failure C,API Failure A,Address people in the language they can understand.
a,cot_en,Arabic,الدنيا زي الغازية، ترقص لكل واحد شوية,The world is like a belly dancer: it dances for a little while for everyone,A,No response,The world is like a belly dancer: it dances for a little while for everyone,API Failure C,API Failure A,API Failure B
a,cot_en,Arabic,ايش ياخد الريح من البلاط؟,where there is nothing the king loses his rights,D,No response,API Failure A,API Failure C,API Failure B,where there is nothing the king loses his rights
a,cot_en,Arabic,تجيك التهايم وإنت نايم,Look what the cat dragged in.,D,Regex Parse,Behold what the cat found,Look at what arrived,See what the dog brought,Look what the cat dragged in.
a,cot_en,Arabic,بليلة المباشر ولا ضبيحة (طبيخة) المكاشر,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.",D,No response,API Failure A,API Failure C,API Failure B,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith."
a,cot_en,Arabic,بین المطرقة والسندان.,Between the upper and nether millstone.,A,Regex Parse,Between the upper and nether millstone.,Trapped between the top and bottom stone,Caught under the upper and lower mill,Between the higher and lower grindstone
a,cot_en,Arabic,الوقاية خير من العلاج/ درهم وقاية خير من قنطار علاج ,Prevention is better than cure,C,Regex Parse,Preventing is better than curing.,Curing is less than preventing.,Prevention is better than cure,Prevention is often the cure.
a,cot_en,Arabic, انكشحت بين امعاه لحشيشَ.,To break the ice.,D,Regex Parse,To melt the barrier,To shatter the mold,To crack the surface,To break the ice.
a,cot_en,Arabic,اللي ما يعرف الغلط ما يتعلم,He who does not know mistakes does not learn,C,Regex Parse,Knowing mistakes is how we learn best,Learning comes from knowing our mistakes,He who does not know mistakes does not learn,He who learns from mistakes does not forget
a,cot_en,Arabic,اللي يخالط المسعدين يسعد.,Happiness is contagious.,A,Regex Parse,Happiness is contagious.,Happiness is highly infectious.,Sadness is not contagious.,Joy is very infectious.
a,cot_en,Arabic,يجي الخريف.. واللواري بتقيف,Every dog has its day.,C,Regex Parse,Each canine enjoys its hour.,Every underdog sees its moment.,Every dog has its day.,All hounds have their morning.
a,cot_en,Arabic,كل بخنوس افعين امو اغزال,"Beauty is in the eye of the beholder.
",B,Regex Parse,The eye sees what it finds beautiful.,"Beauty is in the eye of the beholder.
",Beauty is seen by the eye alone.,Beauty lies within the viewer's eye.
a,cot_en,Arabic,الباب اللى إِيجيك منه الريح، سده واستريح ,If you are always dwelling in trouble change the address.,A,No response,If you are always dwelling in trouble change the address.,API Failure B,API Failure A,API Failure C
a,cot_en,Arabic,بتقول للقمر غيبي وأنا مكانش.,A rose among thorns.,B,No response,API Failure C,A rose among thorns.,API Failure B,API Failure A
a,cot_en,Arabic, بِيشتَري سَمَك في بَحَر ,Buy a pig in a poke.,D,No response,API Failure A,API Failure B,API Failure C,Buy a pig in a poke.
a,cot_en,Arabic,أتبدلت غزلانها بقرودها.,A falling master makes a standing servant. / It is a sorry house where the hens' crow and the cock is silent.,B,No response,API Failure A,A falling master makes a standing servant. / It is a sorry house where the hens' crow and the cock is silent.,API Failure B,API Failure C
a,cot_en,Arabic,اللسان مافيه عظم.,Think before you speak.,A,No response,Think before you speak.,API Failure A,API Failure B,API Failure C
a,cot_en,Arabic,شو جاب الزرقا للبلقا.,Apples and oranges.,B,No response,API Failure C,Apples and oranges.,API Failure A,API Failure B
a,cot_en,Arabic,الفقيه اللي عملناه إقابل الجامع عاد فالحصاير طامع.,Give him an inch and he'll take a mile.,C,No response,API Failure A,API Failure C,Give him an inch and he'll take a mile.,API Failure B
a,cot_en,Arabic,مد رجليك قدر لحافك,Cut your coat according to your cloth.,B,No response,API Failure A,Cut your coat according to your cloth.,API Failure B,API Failure C
a,cot_en,Arabic,إنّ الطيور على أشكالها تقع, Birds of a feather flock together.,D,Regex Parse,Similar birds fly in formation.,Winged creatures of a kind congregate.,Feathered friends gather in unison., Birds of a feather flock together.
a,cot_en,Arabic,شو بتعمل الماشطه بهالوش العكر.,Putting lipstick on a pig.,C,No response,API Failure A,API Failure C,Putting lipstick on a pig.,API Failure B
a,cot_en,Arabic,لي خاف سلم. ,The one who shows his fears ensures his salvation.,D,Regex Parse,One who expresses fear gains his deliverance.,He who fears secures his safety.,The person showing fear achieves his rescue.,The one who shows his fears ensures his salvation.
a,cot_en,Arabic,البحر فيه لاغش,The worst is yet to come.,A,Regex Parse,The worst is yet to come.,The sea hides its worst tides,Danger lurks beneath the surface,Deceit lies in deeper waters
a,cot_en,Arabic,قرصه في ناره وعينه على جاره.,The grass is always greener on the other side,A,Regex Parse,The grass is always greener on the other side,The neighbor's garden blooms more beautifully.,A neighbor's success is often the measure of one's own discontent.,Envy blinds the eye to one's own prosperity.
a,cot_en,Arabic,القُفه ام اضنين بشيلوها نفرين.,It takes two to tango.,A,Regex Parse,It takes two to tango.,You need two for dance.,Takes two to waltz.,Two hands are needed.
a,cot_en,Arabic,كلّه عند العرب صابون,"For the Bedouin, it’s all soap",A,Regex Parse,"For the Bedouin, it’s all soap",Everything is soap to the Bedouin.,Soap is the Bedouin’s simple truth.,The Bedouin views life as pure soap.
a,cot_en,Arabic,إنفخ يا شريم قال ماكو برطم ,Born to suffer./ You can not escape bad luck,D,Regex Parse,Luck cannot be changed by will.,Some are born for bad fortune.,Fated to endure hardship always.,Born to suffer./ You can not escape bad luck
a,cot_en,Arabic,التسوي كريت تلقى في جلدها.,What goes around comes around.,A,Regex Parse,What goes around comes around.,"As you sow, so shall you wear",What turns around bites in its hide,What circles back hits in its own skin
a,cot_en,Arabic,أحضر الناس جوابا من لم يغضب,The best answer will come from the person who is not angry.,A,No response,The best answer will come from the person who is not angry.,API Failure A,API Failure C,API Failure B
a,cot_en,Arabic,كل من كان عالي وطى كل من كان سارح بالشياه هطى,Pride goes before a fall.,B,No response,API Failure B,Pride goes before a fall.,API Failure C,API Failure A
a,cot_xl,Arabic,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,C,Regex Parse,A slice of bread is better than a handful of dust,A quarter loaf is better than a broken one,Half a loaf is better than no bread,Half a piece is better than an empty plate
a,cot_xl,Arabic,إنك تضرب في حديد بارد,You are striking cold iron.,B,Regex Parse,تخيل أنك تضرب في حديد مريض,You are striking cold iron.,لا تستطيع أن تضرب في حديد ساخن,كنت تسطر في حجر صلب
a,cot_xl,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,Spend money to make money.,D,"The proverb ""إصرف ما في الجيب"" translates to 'spend money' and ""يأتيك ما في الغيب"" translates to 'what is in the unknown will come to you'. The phrase is suggesting that investing money will lead to more wealth. The correct answer is a literal translation of the proverb's meaning, which is 'spend money to make money'.",منح المال لتحقيق الرزايا,إنفاق المال لتحقيق المال,استثمار المال لتحقيق الأماني,Spend money to make money.
a,cot_xl,Arabic,الصديق وقت الضيق.,A friend in need is a friend indeed.,B,Regex Parse,A friend in times of hardship is true.,A friend in need is a friend indeed.,"When in trouble, a friend is truly found.",A companion in difficult circumstances is genuine.
a,cot_xl,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,Biting the hand that feeds him.,B,"The proverb 'أنا باللقمة لفمو وهو بالمشهاب لعيني' is a literal translation of 'Biting the hand that feeds him' from Arabic. The phrase is saying that someone is hurting or offending the person who provides for them. The correct translation is done by breaking down the phrase into its components: 'اللقمة' means 'hand' or 'the food that one eats with one's hands', 'لفمو' is a grammatical structure meaning 'that feeds me', 'المشهاب' is a metaphor for a person who provides for you, and 'لعيني' means 'my eyes' but is used in a figurative sense to mean 'for me'. This structure allows for a literal translation of the proverb while maintaining its original meaning.",Offending the hand that feeds me bread.,Biting the hand that feeds him.,Insulting the hand that gives me food.,Dishonoring the face of one's helper.
a,cot_xl,Arabic,وِجّو بيقطع الرزق,a jinx on the house,A,Parse Failed,a jinx on the house,API Failure B,API Failure A,API Failure C
a,cot_xl,Arabic,إطعم الفم تستحى العين.,A bribe works miracles.,A,"The proverb إطعم الفم تستحى العين is an Arabic idiom that translates to 'A bribe works miracles.' The phrase is a common expression used to convey the idea that offering a bribe can be an effective means of achieving one's goals. In this case, the phrase is used in the context of describing the power of bribery. The Arabic words 'إطعم الفم' mean 'to feed the mouth,' and 'تستحى العين' means 'the eye becomes calm,' which is a metaphor for something working miraculously.",A bribe works miracles.,A bribe works wonders.,A bribe brings satisfaction.,A bribe brings calm to the situation.
a,cot_xl,Arabic,إن ضاق بيك الأمر، اشرب زجاجة خمر,Let them drink and forget their poverty and remember their misery no more.,A,"The proverb 'إن ضاق بيك الأمر' translates to 'if the situation is difficult for you'. To create distractors that resemble the correct answer, I will paraphrase and expand on the original phrase while maintaining a similar tone and word count. The correct answer 'Let them drink and forget their poverty and remember their misery no more' is a direct translation of 'اشرب زجاجة خمر ونسى فقرهم و لا يتذكروا عذاياهم أبدا'.",Let them drink and forget their poverty and remember their misery no more.,Fill your cup with wine and let the hardships of life be but a distant memory,"Let the wine wash away your troubles, and may your sorrows be forgotten","Drink to forget your worries, and let the memory of your struggles fade"
a,cot_xl,Arabic,جمل يعصر وجمل ياكل العصارة:,Climbing the ladder of success by stepping on others.,D,"This proverb is a common Arabic idiom that suggests achieving success often comes at the expense of others. It is often used to convey the idea that those who rise to power or achieve success may do so by stepping on or exploiting others. The phrase 'جمل يعصر' translates to 'a person presses olives,' implying that they are squishing or crushing others to get to the good parts. Similarly, 'وجمل ياكل العصارة' translates to 'and another person eats the juice,' suggesting that they get to enjoy the benefits while others do the hard work. This proverb is often used to caution people against exploiting or stepping on others in their pursuit of success.",رجل يعصر الزيت ويعطي العصارة لرجل آخر,رجل يعصر الزيت ويعطي العصارة للرجل الذي يعطيه الزيت,رجل يعصر الزيت ويعطي العصارة إلى نفسه,Climbing the ladder of success by stepping on others.
a,cot_xl,Arabic,احفظ قرشك الأبيض ليومك الأسود.,"A penny saved is a penny earned.
",A,Regex Parse,"A penny saved is a penny earned.
",Save your small change for a rainy day,Keep your coins safe for a dark future,A little money saved is a little money gained
a,cot_xl,Arabic,رمية من غير رامي,A flash in a pan.,A,"The proverb ""رمية من غير رامي"" is an Arabic idiom that translates to ""A shot from an unseen archer,"" which roughly corresponds to the English proverb 'A flash in a pan.' Both convey the idea of something producing a momentary and fleeting effect without any real impact or lasting consequence. To generate distractors that are indistinguishable from a blind evaluator, we need to maintain the same word count, grammatical complexity, tone, and lexical overlap.",A flash in a pan.,A glimmer in the darkness,A spark in a void,A burst in the emptiness
a,cot_xl,Arabic,فود عوجان.,He who goes out in search of wool often comes home shorn.,C,"The proverb 'فود عوجان' is an Arabic idiom that translates to a common English proverb. In the original phrase, 'فود' (fud) means wool, and 'عوجان' (uujan) implies going out in search of something. This phrase is metaphorically saying that one who searches for something, especially something valuable, may end up losing something even more valuable in the process. The correct translation, 'He who goes out in search of wool often comes home shorn,' is a literal translation that conveys the idea that one who seeks something may end up losing something else in the process. The tone and complexity of this translation match the original phrase, and the lexical overlap is maintained by using the keyword 'wool' from the proverb.","When going out to find wool, one may end up losing their own coat.",He who searches for wool may return home with less than he had before.,He who goes out in search of wool often comes home shorn.,It is a common experience that those who seek wool often find themselves stripped of something more valuable.
a,cot_xl,Arabic,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,C,"The proverb 'اصبوعي في حلوجهم وصبوعهم في عيوني' is an Arabic idiom that translates to 'My week is in their sweetness and their week is in my eyes.' However, a more accurate literal translation while maintaining the metaphorical essence would be 'Their kindness is in my favor, but I see their wickedness.' This translates to 'Evil in return for good deed.'",إن عيوني في حلوقهم وصبوعهم في عذولهم,عذولهم في حلوقي وصبوعي في عيونهم يأتي بذمهم,Evil in return for god deed.,عذولهم في حلوقي وصبوعي في عيونهم
a,cot_xl,Arabic,المَمنُوع مَرْغُوب.,Forbidden fruit is the sweetest.,C,"The proverb 'المَمنُوع مَرْغُوب' is a literal translation of the concept that forbidden things are often more desirable. In this case, the phrase translates to 'the forbidden is desired.' To create distractors, we must ensure they match the grammatical complexity, tone, and lexical overlap while being within +/- 10% of the word count. The original phrase has approximately 4 words. This gives us a target of 3.6 to 4.4 words for each distractor.",الأَمور المَمْنوعة مُحِبَة,الَّذي يُحَرَّم يُشَوِّقُ,Forbidden fruit is the sweetest.,المَنظر يُري مَرى
