task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
b,zs,English,People who live in glass houses should not throw stones.,One should not criticize others for faults similar to one's own and risk retaliation.,C,Regex Parse,"One must refrain from condemning others for flaws akin to those found within oneself, to avoid reciprocal consequences.","It's prudent not to condemn others for defects parallel to those resident within one's own heart, lest it provoke reprisal.",One should not criticize others for faults similar to one's own and risk retaliation.,"It's unwise to judge others for transgressions comparable to one's own, lest they exact vengeance."
b,zs,English,"While there is life, there is hope","As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.",A,Regex Parse,"As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.","For as long as you draw breath, there is a glimmer of possibility that your situation will change for the better, so don't surrender to the status quo and keep working towards a more fulfilling existence.","Since every day is a chance to rebuild and restart, don't lose faith in your ability to overcome adversity and find a path towards a more prosperous life.","As long as life remains, you can expect opportunities for improvement and a chance to break free from hardships, so persevere and strive for a brighter future."
b,zs,English,"A prophet is not without honor, save in his own country",People are more likely to believe in a foreign expert than one from their own kin.,B,Regex Parse,A person from outside the town may be viewed as a more credible expert than a neighbor or a family member.,People are more likely to believe in a foreign expert than one from their own kin.,It is often easier for people to accept an outsider's advice than that of someone from their own community.,Locals might appreciate the expertise of a foreigner over a family member.
b,zs,English,He who wills the end wills the means,"If one is determined enough to reach their goal, they will make any sacrifices and take the necessary risks to do so.",A,Regex Parse,"If one is determined enough to reach their goal, they will make any sacrifices and take the necessary risks to do so.",Anyone who is unwavering in their ambition will be willing to endure hardship and face uncertainty in order to succeed.,"If one sets their sights on a target, they will take every step and make every concession to achieve it.","Those who are resolute in their pursuit will find a way to overcome any obstacle, no matter the cost or challenge."
b,zs,English,Be just before you are generous,Make sure your own debts are paid before lending to others.,B,Regex Parse,See to it that your own financial accounts are balanced before lending a helping hand to others.,Make sure your own debts are paid before lending to others.,Prioritize settling your own financial obligations before offering assistance to those in need.,Ensure that your own financial responsibilities are fulfilled before extending loans or support to others.
b,zs,English,Burning the midnight oil,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.",A,Regex Parse,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.","This phrase is derived from the practice of keeping oil lamps or candles alight overnight to provide light for late-night work, and now it is used to describe putting in extra hours at night, typically when one's regular workday is done.","The phrase 'burn the midnight oil' originated from the use of oil lamps during the night, illuminating people who were working late, and is now used to describe any activity that takes place in the late hours of the night.","This phrase is a metaphor for working late, often when others are asleep, which was initially facilitated by the use of oil lamps or candles for light, and is now used to describe any late-night endeavors."
b,zs,English,When the cat's away the mice will play.,"Without supervision, people misbehave.",D,Regex Parse,"When left unchecked, individuals tend to behave erratically.",Lack of oversight breeds reckless behavior.,"In the absence of authority, chaos ensues.","Without supervision, people misbehave."
b,zs,English,Fake it until you make it,One who imitat es a desired quality with confidence will eventually realize that quality.,A,Regex Parse,One who imitat es a desired quality with confidence will eventually realize that quality.,A person who manifests a certain quality with assurance will ultimately come to embody that quality.,A person who embodies a trait with conviction will ultimately discover that trait within themselves.,One who assumes a certain attribute with poise will eventually find that attribute to be their own.
b,zs,English,Power corrupts,"When people get authority and influence with less accountability, they tend to use that influence in their own interests.",D,Regex Parse,"Authority often brings out the worst in individuals, causing them to prioritize their own desires over collective well-being.","As people gain greater control and influence, they frequently become more self-serving, often to the detriment of others.","The more power one has, the more likely they are to make decisions that benefit themselves, rather than the group as a whole.","When people get authority and influence with less accountability, they tend to use that influence in their own interests."
b,zs,English,Don’t throw the baby out with the bathwater,Avoid discarding valuables.,D,Regex Parse,{'text': 'Avoid eliminating valuable elements in the process of simplifying.'},{'text': 'Beware of jettisoning priceless assets during a thorough cleaning.'},"{'text': ""Don't discard the valuable components in a sweeping reform.""}",Avoid discarding valuables.
b,zs,English,Fortune favors the brave.,"If you carry out your plans boldly, luck is more likely to favor you.",D,Regex Parse,"If you embark on your objectives fearlessly, fate has a greater tendency to align with your goals.","If you tackle your objectives with courage, destiny tends to be more lenient and supportive of your endeavors.","Boldly pursuing your ambitions, you increase the likelihood that fortune will smile upon your endeavors.","If you carry out your plans boldly, luck is more likely to favor you."
b,zs,English,Never go to bed on an argument,Resolve disputes before sleeping.,A,Regex Parse,Resolve disputes before sleeping.,Make amends to preserve a peaceful slumber.,Settle disputes before the dawn breaks.,Avoid letting disagreements fester overnight.
b,zs,English,From the sublime to the ridiculous is but a step,Something beautiful or amazing can easily be followed by something mundane or foolish.,C,Regex Parse,The grand and the mundane coexist in an unpredictable continuum.,A breathtaking sight can often be succeeded by something laughably ordinary.,Something beautiful or amazing can easily be followed by something mundane or foolish.,"From majesty to absurdity, a single misstep can occur."
b,zs,English,Saved by the bell.,Rescued at the last moment.,D,Regex Parse,Snatched from disaster when it seemed too late.,Pulled from the jaws of defeat just in the nick of time.,Extracted from a precarious situation just as all hope seemed lost.,Rescued at the last moment.
b,zs,English,One swallow does not make a summer,A single sign does not mean that a major change has occurred.,C,Regex Parse,A single symptom cannot signify a drastic transformation.,One isolated signal does not guarantee a significant alteration in circumstances.,A single sign does not mean that a major change has occurred.,Just a single indicator does not confirm a profound shift in the environment.
b,zs,English,Accidents will happen,Mistakes or mishaps are inevitable.,A,Regex Parse,Mistakes or mishaps are inevitable.,Occurrences of misfortune or calamity are inescapable.,Incidents or setbacks are bound to occur.,Unforeseen events or disasters are unavoidable.
b,zs,English,"If you're not paying, you're the product",Nothing is for free.,C,Regex Parse,Everything has a hidden cost attached.,Nothing ever comes without a price tag.,Nothing is for free.,You always pay one way or another.
b,zs,English,Might is right.,Those with the most strength or power think they can do whatever they want.,B,Regex Parse,Some people with considerable physical force or social influence think they can disregard the law.,Those with the most strength or power think they can do whatever they want.,Those who wield significant physical or social power often believe they can do as they please.,Those who possess the greatest physical prowess or authority believe they can act unencumbered by rules.
b,zs,English,Liars need good memories.,People who do not tell the truth must be careful to remember what they say.,A,Regex Parse,People who do not tell the truth must be careful to remember what they say.,Those who frequently engage in dishonest behavior must be cautious to recall their misleading claims.,Individuals who intentionally deceive others should be meticulous in recalling their fabricated statements.,People who habitually disregard the truth must be diligent in remembering the falsehoods they utter.
b,zs,English,Love lives in cottages as well as in courts,All kinds of people fall in love regardless of their social or financial status.,B,Regex Parse,"Regardless of one's position in society or financial situation, love knows no boundaries and can touch the hearts of all.",All kinds of people fall in love regardless of their social or financial status.,"Love is not exclusive to those with high social or economic status, and people of various backgrounds can fall in love.","People from all walks of life, regardless of their social standing or material wealth, experience romantic love."
b,zs,English,Rather death than shame,Honor is more important than life itself.,D,Parse Failed,API Failure A,API Failure B,API Failure C,Honor is more important than life itself.
b,zs,English,Everybody loves a winner,"Successful people tend to attract followers, while the less fortunate get left behind .",B,Regex Parse,"A person's achievements often draw people to them, whereas those who struggle may find themselves isolated.","Successful people tend to attract followers, while the less fortunate get left behind .","Winners typically garner a crowd of admirers, whereas those who are less successful often get overlooked.","People are naturally drawn to success, and those who achieve their goals tend to attract a following, whereas the unsuccessful may fall by the wayside."
b,zs,English,Speak softly and carry a big stick,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",A,Regex Parse,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.","This proverbial phrase advocates for a measured approach, characterized by gentle communication, coupled with the readiness to exercise forceful measures when necessary.","The idea behind this idiom is to convey the importance of diplomacy and restraint, bolstered by the capability to implement coercive actions if required.","This metaphorical expression suggests that a calm demeanor and effective use of powerful tools can be a potent strategy, allowing for a balance between peaceful resolution and forceful intervention."
b,zs,English,Forbidden fruit is the sweetest.,"When something is not allowed, we are more tempted to it.",B,Regex Parse,The absence of availability can heighten our longing for things that are restricted.,"When something is not allowed, we are more tempted to it.",The allure of something forbidden tends to intensify our desire for it.,Being prohibited from something often makes it more appealing and tempting.
b,zs,English,The gods send nuts to those who have no teeth,Good fortune sometimes comes to people who can no longer use it or enjoy it.,C,Regex Parse,Prosperity can unexpectedly reach those who are unable to partake in its pleasures.,Good luck can occasionally find its way to those who are no longer in a position to appreciate it.,Good fortune sometimes comes to people who can no longer use it or enjoy it.,Fortune often smiles upon individuals who are no longer capable of benefiting from it.
b,zs,English,You can have too much of a good thing,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,B,Regex Parse,Having something that's pleasurable doesn't always imply an endless supply is best.,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,The mere fact that something is enjoyable doesn't necessarily dictate it should be consumed without limits.,"Although something may offer benefits, it's possible to overindulge and regret the consequences."
b,zs,English,Pity is akin to love.,"If you begin to feel sorry for someone, you may start to love them.",D,Regex Parse,"When empathy takes hold, it can blossom into a deeper affection.",Feeling compassion towards someone can ultimately lead to a deeper emotional bond.,Sympathy can be the initial spark that ignites romantic feelings.,"If you begin to feel sorry for someone, you may start to love them."
b,zs,English,Stolen fruit is sweet,What is forbidden is the most tempting.,C,Regex Parse,What's hidden is often the most enchanting,The allure of what's denied is the greatest,What is forbidden is the most tempting.,That which is forbidden is the sweetest temptation
b,zs,English,The bane of my life,The agent of ruin or woe.,D,Regex Parse,The precipitator of disaster,The scourge of my existence,The harbinger of calamity,The agent of ruin or woe.
b,zs,English,Prosperity makes friends; adversity tries them,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.",A,Regex Parse,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.","Prosperity often begets camaraderie, but genuine friendships are forged in the fire of adversity.","Life's smooth sailing can create a network of acquaintances, yet it's during turbulent periods that we discover the authenticity of our relationships.","Comfort and success may bring an abundance of social connections, but adversity is the true test of a friend's loyalty and character."
b,zs,English,ounce of discretion is worth a pound of wit.,It is better to be cautious and discreet than to try to be funny.,A,Regex Parse,It is better to be cautious and discreet than to try to be funny.,Prudence often supersedes the value of cleverness.,Moderation and tact are typically worth more than sharp wit and humor.,Cautious reserve is frequently more valuable than sharp intellect.
b,zs,English,He that is not with me is against me,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,A,Regex Parse,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,"Some individuals are of the opinion that those who do not actively support their movement are, by default, against it.","A considerable number of people subscribe to the notion that those who fail to back their cause are, in effect, working against it.",There are those who firmly believe that anyone not endorsing their ideology is inherently opposed to it.
b,zs,English,Rome was not built in a day.,"Great tasks take time, hard work and perseverance.",A,Regex Parse,"Great tasks take time, hard work and perseverance.","Grand endeavors demand a prolonged duration, diligent effort and unwavering resolve.","Venerable projects require a substantial amount of time, unremitting labor and unyielding persistence.","Majestic undertakings necessitate an extended timeframe, unrelenting toil and unshakeable determination."
b,zs,English,Necessity knows no law,Being desperate may lead you to do illegal things.,D,Regex Parse,"When circumstances become dire, people may resort to actions typically considered unlawful in more ordinary situations.","Desperation often propels individuals into actions they normally wouldn't take, including those that defy the law.","In times of dire need, one may cross the line into illicit activities.",Being desperate may lead you to do illegal things.
b,zs,English,Every horse thinks its own pack is heaviest,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,A,Regex Parse,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,It's natural for each of us to feel that our portion of the load is the heaviest. This psychological bias is referred to as the responsibility distortion: People tend to overvalue their own input and undervalue the contributions of others.,We assume that we carry the greatest weight in our shared responsibilities. This phenomenon is called the self-importance bias: People often overestimate their own contributions and underestimate the efforts of others.,"We believe that our workload is the most burdensome. This phenomenon is known as accountability distortion, where individuals overestimate their efforts and underrate those of their colleagues."
b,zs,English,{Costs an arm and a leg},Very expensive.,A,Regex Parse,Very expensive.,"Extremely costly, a significant financial burden.","A purchase that requires a heavy expenditure, a significant outlay.",A price so steep it's like selling one's limbs.
b,zs,English,Call no man happy till he is dead,Happiness is fleeting.,B,Regex Parse,Joy is ephemeral.,Happiness is fleeting.,Bliss is transitory by nature.,Contentment is temporary.
b,zs,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If you lack a social as set, make up for it in other ways.",C,Regex Parse,"If you lack a recognized social position, you must rely on other attributes to stand out.","Without a clear social standing, one must discover other ways to gain influence.","If you lack a social as set, make up for it in other ways.","If you don't have a fixed social status, you must find alternative means to compensate."
b,zs,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",Be not a dog in the manger.,B,Regex Parse,Do not be a hound with an empty kennel.,Be not a dog in the manger.,Avoid being a dog with a locked gate.,Do not be a beast with a barren stall.
b,zs,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger.",D,Regex Parse,"When one profits from the experiences of their seniors, it is only right to impart some of that wisdom to the younger generation.","Receiving knowledge from the past, one must share some wisdom to those who come after.",Benefiting from the counsel of one's elders obliges one to bestow some guidance upon those who are younger and less experienced.,"Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger."
b,zs,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.",A worthy person should not give way to fear.,B,Regex Parse,A noble individual must not yield to apprehension.,A worthy person should not give way to fear.,A person of good character should not surrender to trepidation.,An honourable person should not surrender to dread and respect the wisdom of experience.
b,zs,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A transaction that has a fractious beginning will end in a fractious way.,B,Regex Parse,A relationship that commences with trouble will terminate in turmoil.,A transaction that has a fractious beginning will end in a fractious way.,A negotiation that begins with strife will end in strife.,A deal with a contentious start will conclude in a contentious manner.
b,zs,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.",An assertion of defiance in the face of adversity.,A,Regex Parse,An assertion of defiance in the face of adversity.,A courageous stance taken in the presence of adversity.,A bold declaration made despite imminent danger.,A resolute declaration of intent amidst overwhelming odds.
b,zs,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.",A,Regex Parse,"If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.","When an entertainer fails to fulfill a payment-based obligation, they reimburse the client.","If an artist refuses to complete their commission, they refund the client.","If a musician declines to fulfill a service for which they have been paid, they repay the money."
b,zs,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,A statement that someone is all eyes.,A,Regex Parse,A statement that someone is all eyes.,Ọjọ́ tìyẹ́ làparò-ó fi rán,Tojú tìyẹ́ làparò-ó fi báran,Omo tìyẹ́ làparò-ó fi tíran
b,zs,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.","When the owner takes his property back, the flaunting of it by the borrower comes to an end.",D,Regex Parse,"When the rightful owner claims what belongs to him, the borrower's show of wealth ceases immediately.","Upon the owner reclaiming his rightful possession, the display of wealth by the borrower terminates abruptly.","As the true owner retrieves his property, the flaunting by the borrower reaches its final end.","When the owner takes his property back, the flaunting of it by the borrower comes to an end."
b,zs,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,There is nothing like having one’s own.,A,Regex Parse,There is nothing like having one’s own.,"{'distractor1': ""There is no substitute for having one's own belongings.""}","{'distractor3': ""Nothing can replace the worth of having one's own possessions.""}","{'distractor2': ""Having one's own is beyond compare, it surpasses all others in its value.""}"
b,zs,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,One should stay out of places where one has no business.,A,Regex Parse,One should stay out of places where one has no business.,It's wise to stay away from situations where one's skills aren't put to use effectively.,One should steer clear of areas where their expertise doesn't shine.,One should be cautious about entering places where their value isn't truly needed.
b,zs,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,One should remain faithful to one’s companions. This is a variant of 3391.,C,Regex Parse,A faithful companion is one who sticks by you through thick and thin.,Remaining faithful to those who stand by you is a virtue to uphold.,One should remain faithful to one’s companions. This is a variant of 3391.,One's loyalty to friends and companions should never waver.
b,zs,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,One should attend to the most urgent matters first.,C,Regex Parse,"Omi là nọ́-ọ́ tẹ̀ ká tó tẹ iyanrín, fún tẹ́ ojú ori ni tí ó jẹ́ mẹ́ta.","Omi là nọ́-ọ́ tẹ̀ ká tó tẹ iyanrín, tí ó bá sì ma ṣe iyanrín lẹ̀ lẹ́, ó lè sẹ́dẹ ti ó ṣe.",One should attend to the most urgent matters first.,A person should prioritize the most pressing issues first; tackling the least important may lead to chaos.
b,zs,Yoruba,Ọ́bún ba irú aṣọ jẹ.,Anything a filthy person touches is ruined for others.,C,Regex Parse,Anything sullied by one's impure intentions is irreparably tainted.,A person's unclean actions can make something worthless to others.,Anything a filthy person touches is ruined for others.,A dirty hand spoils the soup for everyone.
b,zs,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,It is impossible to live in a group and never cause offense.,A,Regex Parse,It is impossible to live in a group and never cause offense.,To dwell among people without occasionally stepping on toes is a feat that defies the laws of human nature.,"It's a given that cohabiting with others will lead to some level of friction, it's just a matter of degree.","Living amidst people is like navigating through a dense forest, and it's inevitable to tread on thorns."
b,zs,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child’s behavior is a reflection on its mother; a child’s misbehav ior exposes its parents to castigation.,B,Regex Parse,"A child's behavior, both good and bad, serves as an indicator of the quality of parenting, ultimately influencing the perception of the community.",A child’s behavior is a reflection on its mother; a child’s misbehav ior exposes its parents to castigation.,"The manner in which a child behaves can be a window into the household dynamics, revealing whether parents are firm and guiding their child.","A child's actions often serve as a reflection of their upbringing, especially when their behavior is seen as a reflection of their parents' values."
b,zs,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,One should make the most of unexpected good fortune and not squander the opportunity it presents. ,A,Regex Parse,One should make the most of unexpected good fortune and not squander the opportunity it presents. ,One must grasp the chance that unexpected good luck presents and not squander the opportunities it yields.,It is wise to maximize any unforeseen advantage and not waste the chance it offers.,"When fortune unexpectedly smiles upon you, seize the moment and do not squander its benefits."
b,zs,Yoruba,TẸ̀gbá tẸ̀sà ló mọ Láfì lágẹmọ; gbogbo ayé ló mọ Tẹlẹ̀mú lólè.,Said of aperson whose bad character is common knowledge.,B,Regex Parse,A person's evil reputation is well-known to everyone; their wicked nature is no secret.,Said of aperson whose bad character is common knowledge.,It is said of a person whose wicked nature is well-known to everyone.,The wickedness of a person is known to the whole world; everyone is aware of their evil deeds.
b,zs,Yoruba,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One should discharge one’s obligations before indulging in extravagance.,A,Regex Parse,One should discharge one’s obligations before indulging in extravagance.,It is wise to settle debts before embarking on lavish pursuits.,One must fulfill duties before splurging on luxuries.,It is prudent to discharge responsibilities before engaging in excessive indulgence.
b,zs,Yoruba,Òṣìṣẹ́ lọ̀tá ọ̀lẹ.,People with flaws hate those who might show them up.,D,Regex Parse,Those with weaknesses loathe individuals who might surpass them.,Individuals with shortcomings abhor those who could outshine them.,Folks with chinks in their armor despise those who could expose them.,People with flaws hate those who might show them up.
b,zs,Yoruba,Ọjo kì í to lọ bi òréré.,Life is not without curves.,A,Regex Parse,Life is not without curves.,"{'distractor3': ""Life's path is not always a straight line."", 'Word Count': 5}","{'distractor1': 'Life is often paved with unexpected turns.', 'Word Count': 6}","{'distractor2': ""There are no smooth roads in life's journey."", 'Word Count': 5}"
b,zs,Yoruba,"""Ọ̀ràn yí ò dùn mí"": ẹ̀ẹ̀kanṣoṣo là ńwí i. ","If one is indifferent to something, it should not dominate one’s conversations.",D,Regex Parse,"If indifference prevails in a matter, do not make it the focus of discussion.",A subject of no significance should not be the main theme of one's discourse.,"When something is of no concern, it should not be the central topic of conversation.","If one is indifferent to something, it should not dominate one’s conversations."
b,zs,Yoruba,"Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá.","When the back of a difficult task has been broken, people are eager to tackle it.",D,Regex Parse,"Upon overcoming the obstacle of a demanding task, people become eager to confront it head-on.","Once the hindrance of a challenging project has been overcome, persons are keen on taking it on.","When the weight of a tough assignment has been lifted, individuals are enthusiastic to engage with it.","When the back of a difficult task has been broken, people are eager to tackle it."
b,zs,Yoruba,Ohun tí a ó fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,One who has nothing to hide should not do things in secret.,D,Regex Parse,A person with no secrets to conceal shouldn't operate in darkness.,An individual with no hidden truths should avoid clandestine actions.,Those who conceal nothing shouldn't hide their activities from others.,One who has nothing to hide should not do things in secret.
b,zs,Yoruba,Bàbá laláàbò; ìyá lonírànwọ́; orogún nikú,Two women who share the same husband are deadly enemies.,A,Regex Parse,Two women who share the same husband are deadly enemies.,Sharing a husband between two women can lead to a toxic and tense relationship.,A man married to two women is often caught between their intense dislike for each other.,"When two women share the same man, their bond turns into bitter rivalry."
b,zs,Yoruba,"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ m̀bẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-lá ḿbẹlábà, ó ńjẹ ẹ̀sun iṣu.","Wealth comes to those who exert themselves, not to those who wait for it to find them.",C,Regex Parse,"Dedication and perseverance attract wealth, not those who rely on luck or chance to bring them success.","Hard work brings wealth to those who strive, while those who sit idly by and wait for it are left with nothing.","Wealth comes to those who exert themselves, not to those who wait for it to find them.","Prosperity seeks the diligent, not those who idle, waiting for good fortune to come knocking on their doors."
b,zs,Yoruba,Òṣùpá ò mòde òtòṣì; bó bá délé ọlọ́rọ̀ á dé tèmi.,"With regard to Nature, all people are equal.",D,Regex Parse,"Concerning the natural world, no individual is superior; all share the same essence.","In the realm of Nature, everyone holds equal standing.","As it pertains to the natural order, humanity is a unified entity.","With regard to Nature, all people are equal."
