task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
b,cot_en,English,Power corrupts,"When people get authority and influence with less accountability, they tend to use that influence in their own interests.",D,Regex Parse,"When individuals gain significant influence without proper checks, they often exploit their power for personal benefits.","With increased power and decreased accountability, persons tend to utilize their influence in ways that benefit themselves rather than others.","As people acquire more authority with less oversight, they usually leverage their influence to serve their own interests.","When people get authority and influence with less accountability, they tend to use that influence in their own interests."
b,cot_en,English,Don’t throw the baby out with the bathwater,Avoid discarding valuables.,D,Regex Parse,Remove only the useless.,Keep what has true value.,Discard the unwanted things.,Avoid discarding valuables.
b,cot_en,English,Fortune favors the brave.,"If you carry out your plans boldly, luck is more likely to favor you.",D,Regex Parse,"When you act with courage, fortune is more inclined to bestow its favors upon you.","By being fearless in your endeavors, you invite fortune to smile upon your efforts and favor you.",Boldly pursuing your goals is a sure way to attract the favorable attention of fortune.,"If you carry out your plans boldly, luck is more likely to favor you."
b,cot_en,English,Never go to bed on an argument,Resolve disputes before sleeping.,A,Regex Parse,Resolve disputes before sleeping.,Don't sleep on a dispute.,Settle fights before bedtime.,Avoid sleep during a fight.
b,cot_en,English,From the sublime to the ridiculous is but a step,Something beautiful or amazing can easily be followed by something mundane or foolish.,C,No response,API Failure C,API Failure B,Something beautiful or amazing can easily be followed by something mundane or foolish.,API Failure A
b,cot_en,English,Saved by the bell.,Rescued at the last moment.,D,No response,API Failure B,API Failure A,API Failure C,Rescued at the last moment.
b,cot_en,English,One swallow does not make a summer,A single sign does not mean that a major change has occurred.,C,No response,API Failure B,API Failure C,A single sign does not mean that a major change has occurred.,API Failure A
b,cot_en,English,Accidents will happen,Mistakes or mishaps are inevitable.,A,No response,Mistakes or mishaps are inevitable.,API Failure C,API Failure B,API Failure A
b,cot_en,English,"If you're not paying, you're the product",Nothing is for free.,C,No response,API Failure B,API Failure A,Nothing is for free.,API Failure C
b,cot_en,English,Might is right.,Those with the most strength or power think they can do whatever they want.,B,No response,API Failure B,Those with the most strength or power think they can do whatever they want.,API Failure C,API Failure A
b,cot_en,English,Liars need good memories.,People who do not tell the truth must be careful to remember what they say.,A,No response,People who do not tell the truth must be careful to remember what they say.,API Failure B,API Failure A,API Failure C
b,cot_en,English,Love lives in cottages as well as in courts,All kinds of people fall in love regardless of their social or financial status.,B,"To generate distractors that are indistinguishable to a blind evaluator, we need to create sentences that have a similar word count, grammatical complexity, tone, and lexical overlap with the correct answer. The correct answer explains that love is not limited to people of a certain social class or wealth. The distractors should convey a similar message without being too obvious. We can use synonyms and rephrase the sentence to create distractors that meet the requirements.","Affection and attachment can develop in various settings, from simple dwellings to lavish mansions, unaffected by social standing or material wealth.",All kinds of people fall in love regardless of their social or financial status.,"Emotional connections know no bounds, occurring in both modest homes and opulent palaces, regardless of one's financial means.","Romantic feelings can flourish in humble abodes and grand estates alike, transcending social boundaries."
b,cot_en,English,Rather death than shame,Honor is more important than life itself.,D,No response,API Failure A,API Failure B,API Failure C,Honor is more important than life itself.
b,cot_en,English,Everybody loves a winner,"Successful people tend to attract followers, while the less fortunate get left behind .",B,Regex Parse,"Successful individuals naturally draw in admirers, as the less successful often fade into obscurity.","Successful people tend to attract followers, while the less fortunate get left behind .","Winners typically garner significant support, whereas those facing hardship usually struggle to find an audience.","It is common for victorious people to gain numerous fans, while the unfortunate ones are frequently overlooked."
b,cot_en,English,Speak softly and carry a big stick,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",A,No response,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",API Failure A,API Failure B,API Failure C
b,cot_en,English,Forbidden fruit is the sweetest.,"When something is not allowed, we are more tempted to it.",B,Regex Parse,What is denied to us often seems more desirable.,"When something is not allowed, we are more tempted to it.","When something is forbidden, it becomes more appealing.",Things not allowed are often the most enticing options.
b,cot_en,English,The gods send nuts to those who have no teeth,Good fortune sometimes comes to people who can no longer use it or enjoy it.,C,"To create distractors indistinguishable to a blind evaluator, I must analyze the given proverb 'The gods send nuts to those who have no teeth' and its correct answer 'Good fortune sometimes comes to people who can no longer use it or enjoy it.' The proverb suggests that fate can be ironic, bringing benefits to individuals who are no longer in a position to appreciate or utilize them. The correct answer encapsulates this idea of ironic timing in the delivery of good fortune. The distractors must mirror the word count, complexity, tone, and lexical overlap of the correct answer while conveying a different, yet plausible, interpretation of the proverb. Given these constraints, the distractors should ideally capture the essence of unexpected or undeserved fortune, the concept of timing in receiving benefits, and the idea that such events can occur regardless of the recipient's ability to appreciate them.","Fortune often favors those who are least equipped to handle its challenges, highlighting the capricious nature of destiny.","Sometimes, good things happen to people at the wrong time, leaving them unable to fully leverage or enjoy these fortunate events, which serves as a reminder of the role of timing in our lives.",Good fortune sometimes comes to people who can no longer use it or enjoy it.,"Life's benefits can arrive at the most inopportune moments, rendering them useless to those who receive them, thus underscoring the unpredictability of fate."
b,cot_en,English,You can have too much of a good thing,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,B,Regex Parse,"Having something enjoyable in excess can lead to negative outcomes, even if it’s typically considered a good thing.",Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,"Although a thing may be good, consuming it without limit can result in it becoming less enjoyable or even harmful.",It’s possible for something that is generally good to become detrimental if experienced or consumed in quantities that are too large.
b,cot_en,English,Pity is akin to love.,"If you begin to feel sorry for someone, you may start to love them.",D,Regex Parse,"When pity emerges, it can blossom into a deep affection for the person in need.","As you start to feel pity for another, you may find that these feelings gradually turn into love.",Feeling sorry for someone can lead to a profound sense of love and compassion over time.,"If you begin to feel sorry for someone, you may start to love them."
b,cot_en,English,Stolen fruit is sweet,What is forbidden is the most tempting.,C,"The proverb 'Stolen fruit is sweet' suggests that people often find things more appealing when they are forbidden or taboo. To generate distractors that are indistinguishable to a blind evaluator, I will create sentences that have a similar word count, grammatical complexity, tone, and lexical overlap. The correct answer, 'What is forbidden is the most tempting,' is a concise and formal statement that uses metaphorical language to convey the idea. The distractors will aim to match these characteristics while conveying different meanings.",What is forbidden is often overlooked,What is secret is sometimes sour,What is forbidden is the most tempting.,What is stolen is rarely appreciated
b,cot_en,English,The bane of my life,The agent of ruin or woe.,D,Regex Parse,The root of all troubles.,The source of my despair.,The cause of great sorrow.,The agent of ruin or woe.
b,cot_en,English,Prosperity makes friends; adversity tries them,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.",A,No response,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.",API Failure B,API Failure A,API Failure C
b,cot_en,English,ounce of discretion is worth a pound of wit.,It is better to be cautious and discreet than to try to be funny.,A,No response,It is better to be cautious and discreet than to try to be funny.,API Failure A,API Failure C,API Failure B
b,cot_en,English,He that is not with me is against me,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,A,No response,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,API Failure B,API Failure C,API Failure A
b,cot_en,English,Rome was not built in a day.,"Great tasks take time, hard work and perseverance.",A,No response,"Great tasks take time, hard work and perseverance.",API Failure A,API Failure C,API Failure B
b,cot_en,English,Necessity knows no law,Being desperate may lead you to do illegal things.,D,No response,API Failure C,API Failure B,API Failure A,Being desperate may lead you to do illegal things.
b,cot_en,English,Every horse thinks its own pack is heaviest,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,A,No response,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,API Failure B,API Failure C,API Failure A
b,cot_en,English,{Costs an arm and a leg},Very expensive.,A,No response,Very expensive.,API Failure A,API Failure C,API Failure B
b,cot_en,English,Call no man happy till he is dead,Happiness is fleeting.,B,"To generate distractors indistinguishable to a blind evaluator, I analyzed the proverb 'Call no man happy till he is dead' and the correct answer 'Happiness is fleeting.' The proverb suggests that one's happiness can change until the end of their life, and the correct answer conveys a similar message. The distractors should have a similar word count, grammatical complexity, tone, and lexical overlap. The word count of the correct answer is 3 words, so the distractors should be within +/- 10% of this, which is between 2.7 and 3.3 words. The tone is formal and contains a metaphor. The keywords from the proverb that should be used are 'happy,' 'till,' and 'dead.' With these requirements in mind, I generated the following distractors:",Life is unstable,Happiness is fleeting.,Fortune is transient,Joy is brief
b,cot_en,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If you lack a social as set, make up for it in other ways.",C,No response,API Failure C,API Failure B,"If you lack a social as set, make up for it in other ways.",API Failure A
b,cot_en,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",Be not a dog in the manger.,B,Regex Parse,Do not withhold from those wanting.,Be not a dog in the manger.,Be not a barrier to others.,Do not hoard what you despise.
b,cot_en,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger.",D,No response,API Failure B,API Failure A,API Failure C,"Deriving benefits from one’s elders, one is obligated to pass on some benefits to those who are younger."
b,cot_en,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.",A worthy person should not give way to fear.,B,Regex Parse,A person of honor should never surrender to anxiety.,A worthy person should not give way to fear.,Fear should not overpower an individual of good character.,One who is respectable must stand against all forms of dread.
b,cot_en,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A transaction that has a fractious beginning will end in a fractious way.,B,Regex Parse,"When a business begins in discord, it often ends with the same level of contention.",A transaction that has a fractious beginning will end in a fractious way.,An agreement with a contentious start tends to finish on a fractious note always.,A deal that starts with conflict will likely conclude in a similar manner.
b,cot_en,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.",An assertion of defiance in the face of adversity.,A,Regex Parse,An assertion of defiance in the face of adversity.,Facing hardship with unyielding inner strength,A stance of courage against great odds,Confronting adversity with bold resistance always
b,cot_en,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.",A,Regex Parse,"If a performer will not carry out a task for which he or she has received payment, he or she returns the payment.","When a performer fails to deliver on paid services, it is only fair that they reimburse the client for the undelivered work.","If a service is not rendered as agreed, the provider must refund the client's payment in full to maintain integrity.","In cases where paid tasks are not completed, ethical practice dictates that the payment should be returned to the client as a matter of principle."
b,cot_en,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,A statement that someone is all eyes.,A,"The proverb 'Tojú tìyẹ́ làparò-ó fi ńríran' is a Yoruba expression that translates to 'All eyes are on him.' To generate distractors that are indistinguishable to a blind evaluator, I will create statements that match the word count, grammatical complexity, tone, and lexical overlap of the correct answer. The correct answer is 'A statement that someone is all eyes.' The distractors will use keywords such as 'eyes' and 'statement' to maintain lexical overlap. The tone of the correct answer is formal and does not contain metaphors, so the distractors will also be formal and literal. The grammatical complexity of the correct answer is simple, so the distractors will also have a simple sentence structure.",A statement that someone is all eyes.,An expression that signifies someone is under close observation with their eyes,A phrase that means being the center of attention with one's eyes,A remark that someone has a lot of eyes on them
b,cot_en,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.","When the owner takes his property back, the flaunting of it by the borrower comes to an end.",D,Regex Parse,"When the borrower returns the property, the owner's patience finally comes to an end.","As the property is taken back by its owner, the borrower's right to it comes to a close.",The owner reclaiming their property signals the end of the borrower's period of use.,"When the owner takes his property back, the flaunting of it by the borrower comes to an end."
b,cot_en,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,There is nothing like having one’s own.,A,No response,There is nothing like having one’s own.,API Failure A,API Failure C,API Failure B
b,cot_en,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,One should stay out of places where one has no business.,A,No response,One should stay out of places where one has no business.,API Failure B,API Failure A,API Failure C
b,cot_en,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,One should remain faithful to one’s companions. This is a variant of 3391.,C,No response,API Failure A,API Failure C,One should remain faithful to one’s companions. This is a variant of 3391.,API Failure B
b,cot_en,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,One should attend to the most urgent matters first.,C,No response,API Failure A,API Failure C,One should attend to the most urgent matters first.,API Failure B
b,cot_en,Yoruba,Ọ́bún ba irú aṣọ jẹ.,Anything a filthy person touches is ruined for others.,C,No response,API Failure B,API Failure C,Anything a filthy person touches is ruined for others.,API Failure A
b,cot_en,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,It is impossible to live in a group and never cause offense.,A,No response,It is impossible to live in a group and never cause offense.,API Failure C,API Failure B,API Failure A
b,cot_en,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child’s behavior is a reflection on its mother; a child’s misbehav ior exposes its parents to castigation.,B,No response,API Failure C,A child’s behavior is a reflection on its mother; a child’s misbehav ior exposes its parents to castigation.,API Failure B,API Failure A
b,cot_en,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,One should make the most of unexpected good fortune and not squander the opportunity it presents. ,A,"The given proverb 'Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀' is a Yoruba expression that conveys the importance of utilizing unexpected opportunities. To generate distractors that are indistinguishable to a blind evaluator, I need to create sentences that match the word count, grammatical complexity, tone, and lexical overlap of the correct answer. The correct answer is 'One should make the most of unexpected good fortune and not squander the opportunity it presents.' It has a formal tone, a word count of 19 words, and uses keywords like 'unexpected' and 'opportunity'.",One should make the most of unexpected good fortune and not squander the opportunity it presents. ,"Seizing an unexpected break and utilizing it wisely is essential, for it may never come again in life.","When fortune smiles, one must seize the chance and not let it slip away unnoticed always.","Making the best of an unexpected windfall is crucial, and one should never let such a chance go to waste."
b,cot_en,Yoruba,TẸ̀gbá tẸ̀sà ló mọ Láfì lágẹmọ; gbogbo ayé ló mọ Tẹlẹ̀mú lólè.,Said of aperson whose bad character is common knowledge.,B,No response,API Failure C,Said of aperson whose bad character is common knowledge.,API Failure A,API Failure B
b,cot_en,Yoruba,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One should discharge one’s obligations before indulging in extravagance.,A,Regex Parse,One should discharge one’s obligations before indulging in extravagance.,One must fulfill duties before pursuing excessive pleasures.,It is essential to meet one’s responsibilities before excess spending.,"Before indulging in luxury, one should settle their commitments."
b,cot_en,Yoruba,Òṣìṣẹ́ lọ̀tá ọ̀lẹ.,People with flaws hate those who might show them up.,D,"The proverb 'Òṣìṣẹ́ lọ̀tá ọ̀lẹ' is a Yoruba expression that translates to 'People with flaws hate those who might show them up.' To generate indistinguishable distractors, I will create sentences that match the word count, grammatical complexity, tone, and lexical overlap of the correct answer. The correct answer has a word count of 9 words and a formal tone. The keywords from the proverb are 'flaws,' 'hate,' and 'show them up.' With these requirements in mind, I will create three distractors that are similar in structure and meaning to the correct answer.",Those with defects despise people who reveal their shortcomings,Persons with shortcomings loathe those who bring them to light,Individuals with imperfections resent those who expose them,People with flaws hate those who might show them up.
b,cot_en,Yoruba,Ọjo kì í to lọ bi òréré.,Life is not without curves.,A,"The given proverb 'Ọjo kì í to lọ bi òréré' is a Yoruba expression that translates to 'Life is not without curves' or 'There's no day without its own trouble'. To generate distractors that are indistinguishable to a blind evaluator, I will create sentences that match the word count, complexity, tone, and lexical overlap of the correct answer. The correct answer has 6 words and a simple, formal tone. The keywords from the proverb are 'life', 'curves', and 'without'. The distractors will use these keywords and maintain a similar structure and tone.",Life is not without curves.,No life is completely without,Life has its own curves,Curves are part of life
b,cot_en,Yoruba,"""Ọ̀ràn yí ò dùn mí"": ẹ̀ẹ̀kanṣoṣo là ńwí i. ","If one is indifferent to something, it should not dominate one’s conversations.",D,"The given proverb 'Ọ̀ràn yí ò dùn mí' is a Yoruba expression that translates to 'a matter that is not pleasant should not dominate one's conversations.' To create distractors that are indistinguishable to a blind evaluator, I will generate three options that match the word count, grammatical complexity, tone, and lexical overlap of the correct answer. The correct answer is 'If one is indifferent to something, it should not dominate one’s conversations.' The distractors will use keywords from the proverb and maintain a formal tone with minimal metaphor presence.","If a topic is uninteresting, it should not be the primary subject of discussion.",A person's conversations should not be overtaken by their lack of enthusiasm for a particular issue.,One should avoid letting apathy towards a matter control the narrative of their interactions.,"If one is indifferent to something, it should not dominate one’s conversations."
b,cot_en,Yoruba,"Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá.","When the back of a difficult task has been broken, people are eager to tackle it.",D,"The proverb 'Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá' is a Yoruba expression that conveys the idea that when a challenging task is partially accomplished, it becomes more appealing and manageable to others. To generate indistinguishable distractors, I will create sentences that match the word count, grammatical complexity, tone, and lexical overlap of the correct answer. The distractors will use keywords such as 'task', 'broken', and 'tackle' to maintain consistency with the original proverb.","Once the initial hurdle of a challenging task is overcome, people are eager to take it on.",A difficult task becomes more attractive to tackle once its back has been broken.,"When a complex task is partially solved, people are more willing to tackle it.","When the back of a difficult task has been broken, people are eager to tackle it."
b,cot_en,Yoruba,Ohun tí a ó fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,One who has nothing to hide should not do things in secret.,D,Regex Parse,One who is transparent should not have reasons to hide in secret.,Those who have nothing to conceal should act openly without hiding.,A person with integrity does not need to keep their actions a secret.,One who has nothing to hide should not do things in secret.
b,cot_en,Yoruba,Bàbá laláàbò; ìyá lonírànwọ́; orogún nikú,Two women who share the same husband are deadly enemies.,A,Regex Parse,Two women who share the same husband are deadly enemies.,Sisters who have the same father but different mothers are often enemies.,Women who share a common husband are usually bitter rivals.,Two sisters who share the same brother are sworn enemies.
b,cot_en,Yoruba,"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ m̀bẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-lá ḿbẹlábà, ó ńjẹ ẹ̀sun iṣu.","Wealth comes to those who exert themselves, not to those who wait for it to find them.",C,No response,API Failure C,API Failure B,"Wealth comes to those who exert themselves, not to those who wait for it to find them.",API Failure A
b,cot_en,Yoruba,Òṣùpá ò mòde òtòṣì; bó bá délé ọlọ́rọ̀ á dé tèmi.,"With regard to Nature, all people are equal.",D,No response,API Failure B,API Failure A,API Failure C,"With regard to Nature, all people are equal."
b,cot_en,Yoruba,"À ńjọ- rìn, a kò mọ orí olówó.",No one can tell who among a company is most likely to succeed.,C,No response,API Failure B,API Failure C,No one can tell who among a company is most likely to succeed.,API Failure A
b,cot_en,Yoruba,Ẹni à ńgbé gẹ̀gẹ̀ ni yó ba àrà rẹ̀ jẹ.,People who are placed on pedestals have ample opportunities to topple themselves.,A,No response,People who are placed on pedestals have ample opportunities to topple themselves.,API Failure C,API Failure B,API Failure A
b,cot_en,Yoruba,Ọ̀já kan ò dàbí já òróòro; òkè kan ò dàbí Òkèe Gbadi; ọmú kan ò dùn bí ọmú ìyá ẹni.,Certain things have no rivals in value. ,C,No response,API Failure B,API Failure A,Certain things have no rivals in value. ,API Failure C
b,cot_en,Yoruba,Ìbínú baba òṣì.,Anger achieves no good but may backfire on who ever expresses it.,B,No response,API Failure B,Anger achieves no good but may backfire on who ever expresses it.,API Failure C,API Failure A
