task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,cot_en,Yoruba,"Wọ́n ní kárúgbó gba ọmọ pọ̀n, ó ní ṣe bí wọ́n mọ̀ pé òun ò léhín; wọ́n ní kó pa ọmọ jẹ ni? ","The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ",A,"The given proverb is a Yoruba expression that conveys a message about the limitations of one's abilities. To create distractors that are indistinguishable from the correct answer, I need to maintain a similar word count, grammatical complexity, tone, and lexical overlap. The proverb mentions an old woman, a child, and the idea of carrying or eating, which will be incorporated into the distractors. The tone is informal and conversational, with a touch of metaphorical expression. The distractors will be generated to match these characteristics.","The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ","They ask the elderly lady to care for an infant, and she says but they know she has no experience; was she asked to feed the child?","The old woman is told to hold a baby, and she says but they know she has no energy; was she asked to raise the child?","The aged woman is requested to nurture a toddler, and she says but they know she has no patience; was she asked to discipline the child?"
a,cot_en,Yoruba,Fífẹ́ la fẹ́ ẹ̀fọ́ tí à ńpè-é ní ọ̀rẹ́ ẹ̀kọ; ti ilé ogè-é tó ogè-é jẹ.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,B,No response,API Failure C,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,API Failure B,API Failure A
a,cot_en,Yoruba,Àrífín ilé ó jọkà jẹ òròmọ adìẹ.,Fear of losing face within one’s home dis suades one from eating day-old chicks.,D,No response,API Failure A,API Failure B,API Failure C,Fear of losing face within one’s home dis suades one from eating day-old chicks.
a,cot_en,Yoruba,"Àparò, aṣọ-ọ̀ rẹ́ ṣe pọ́n báyìí? O ní ìgbà wo ni aṣọ òun ò níí pọ́n?  Ọ̀sán jíjẹ, òru sísùn, oúnjẹ̀ ò ṣéé fi sílẹ̀ lọ́sàn-án; orun ò ṣéé fi sílẹ̀ lóru.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",B,No response,API Failure A,"Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",API Failure B,API Failure C
a,cot_en,Yoruba,"A kì í dé ilé ikú ká fóhórí kù; bí a ò bá tútù, a ó bàá gbígbẹ.","One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.",A,No response,"One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.",API Failure A,API Failure B,API Failure C
a,cot_en,Yoruba,Apárí ní ńfojú di abẹ.,It is a bald person who may be disdainful of the razor.,B,No response,API Failure C,It is a bald person who may be disdainful of the razor.,API Failure A,API Failure B
a,cot_en,Yoruba,"Ẹni tí yó kọ igba lóko, ìrìn ẹsẹ́-ẹ rẹ̀ là ńwò.",The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,C,No response,API Failure A,API Failure C,The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,API Failure B
a,cot_en,Yoruba,Ìyàwó jẹ ọkà jẹ igbá.,The wife ate the yam-flour meal and ate the calabash with it.,B,No response,API Failure A,The wife ate the yam-flour meal and ate the calabash with it.,API Failure B,API Failure C
a,cot_en,Yoruba,"Bí a kò bá lè dá Tápà, Tápà kì í dáni.","If one cannot throw a Nupe man in a wrestling match, he should not throw one.",D,No response,API Failure A,API Failure C,API Failure B,"If one cannot throw a Nupe man in a wrestling match, he should not throw one."
a,cot_en,Yoruba,"Bí a kò bá pàdé lókè, a ó pàdé lódò.","If we do not meet up on high, we will meet down below.",C,Regex Parse,"Unless we meet on the lower ground, we will surely meet on high.","When we do not converge below, our paths will meet on high.","If we do not meet up on high, we will meet down below.","If we fail to meet below, our meeting will be up high."
a,cot_en,Yoruba,Olè kì í gbọ́ orúkọ ẹ̀ kó dúró.,A thief does not hear his name and stand in place.,D,Regex Parse,One who steals does not stay upon hearing their name called.,A culprit won't hear their title and remain stationary.,The thief will not stand when hearing their own name.,A thief does not hear his name and stand in place.
a,cot_en,Yoruba,"Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò parí ná?","The boat is leaking, the boat is leaking! After it sinks, won’t matters end?",A,Regex Parse,"The boat is leaking, the boat is leaking! After it sinks, won’t matters end?","The ship is foundering, the ship is foundering! Once it's lost, won't all be undone?","The vessel is sinking, the vessel is sinking! After it's gone, won't troubles cease?","The craft is going down, the craft is going down! After it's submerged, won't issues resolve?"
a,cot_en,Yoruba,Ọmọ tó káwọ́ sókè ló fẹ́ ká gbé òun.,It is the child who raises its arms that induces people to lift it.,A,Regex Parse,It is the child who raises its arms that induces people to lift it.,It is the person who extends a hand that invites others to offer support.,"When a child reaches out, it is an indication for others to provide a helping hand.",The individual who signals for aid is the one who receives assistance.
a,cot_en,Yoruba,"Ìyà mẹ́ta a-fàdá-pa-ikún: ikún lọ, àdá nù, aládàá ní òun ó gba àdá òun.","Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.",A,Regex Parse,"Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.","A person attempting to kill a squirrel with a cutlass faced three setbacks: the squirrel escaped quickly, the cutlass got lost in the process, and the lender of the cutlass requested repayment.","When someone tried to hunt a squirrel using a cutlass, three unfortunate events happened: the squirrel fled, the cutlass was lost during the chase, and the person who lent the cutlass wanted it returned immediately.","Three mishaps occurred when trying to catch a squirrel with a large knife: the squirrel ran away, the knife was misplaced, and its owner asked for it back."
a,cot_en,Yoruba,Àgùntàn ò pa aṣọ èṣí dà.,The sheep does not change its clothing from year to year.,A,Regex Parse,The sheep does not change its clothing from year to year.,The goat does not alter its coat every year.,A sheep's nature does not change with the passing years.,Sheep do not modify their appearance year after year.
a,cot_en,Yoruba,Kí á lé akátá jìnnà ká tó bá adìẹ wí.,One should first chase the jackal away before reprimanding the chicken.,D,Regex Parse,It's wise to remove the jackal's threat before addressing the chicken's misbehavior.,Chasing the jackal is a priority before one can reprimand the chicken effectively.,"Before scolding the chicken, ensure the jackal is chased away first.",One should first chase the jackal away before reprimanding the chicken.
a,cot_en,Yoruba,A kì í mọ́ egbò fúnra ẹni ká sunkún.,One does not treat one’s own sore and yet cry from the pain.,A,Regex Parse,One does not treat one’s own sore and yet cry from the pain.,Nobody mends their own hurt and yet complains of the suffering.,One does not nurse their own bruise and then bemoan the discomfort.,One cannot heal their own wound and still lament the agony.
a,cot_en,Yoruba,Àbúrò kì í pa ẹ̀gbọ́n nítàn.,The younger person does not give the older person history lectures.,A,No response,The younger person does not give the older person history lectures.,API Failure A,API Failure C,API Failure B
a,cot_en,Yoruba,Òjò pa gbòdògì ró wọ̀rọ̀-wọ̀rọ̀,"The rain pounds the gbòdògì, producing a loud noise.",B,No response,API Failure B,"The rain pounds the gbòdògì, producing a loud noise.",API Failure C,API Failure A
a,cot_en,Arabic,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,C,No response,API Failure C,API Failure B,Half a loaf is better than no bread,API Failure A
a,cot_en,Arabic,إنك تضرب في حديد بارد,You are striking cold iron.,B,No response,API Failure C,You are striking cold iron.,API Failure B,API Failure A
a,cot_en,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,Spend money to make money.,D,No response,API Failure B,API Failure A,API Failure C,Spend money to make money.
a,cot_en,Arabic,الصديق وقت الضيق.,A friend in need is a friend indeed.,B,No response,API Failure A,A friend in need is a friend indeed.,API Failure B,API Failure C
a,cot_en,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,Biting the hand that feeds him.,B,No response,API Failure C,Biting the hand that feeds him.,API Failure B,API Failure A
a,cot_en,Arabic,وِجّو بيقطع الرزق,a jinx on the house,A,No response,a jinx on the house,API Failure B,API Failure A,API Failure C
a,cot_en,Arabic,إطعم الفم تستحى العين.,A bribe works miracles.,A,Regex Parse,A bribe works miracles.,Bribes achieve great things.,A gift works wonders.,Payoffs yield amazing results.
