task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,cot_xl,English,"Wise men learn by other men’s mistakes, fools by their own","Wise men learn by other men’s mistakes, fools by their own",A,"The proverb highlights the difference in learning styles between wise and foolish individuals. Wise men are said to learn from others' mistakes, indicating a more reflective and cautious approach, whereas fools learn from their own mistakes, suggesting a lack of self-awareness and impulsivity. To create distractors that are indistinguishable from the correct answer, I will maintain the same word count, grammatical complexity, tone, and lexical overlap. I will also aim to create distractors that are equally plausible and coherent.","Wise men learn by other men’s mistakes, fools by their own","Wise men acquire knowledge from other people's mistakes, while fools stumble into ignorance.","Wise men learn from others' errors, fools from their own blunders.","Wise men profit from the missteps of others, whereas foolish individuals suffer from their own reckless decisions."
a,cot_xl,English,Love is without reason,Love is without reason,C,Regex Parse,Love transcends reason,Love operates independently of reason,Love is without reason,Love remains unfettered by reason
a,cot_xl,English,Every law has a loophole,Every law has a loophole,C,"There is no variation in the given proverb. In this case, the correct answer is the same as the proverb itself. To generate distractors, I will make slight modifications to the original statement. I will ensure each distractor has a word count within +/- 10% of the correct answer (10 words), complexity, tone, and lexical overlap.",No law is without a hidden weakness.,Each law has an unseen exception.,Every law has a loophole,Every law contains a concealed vulnerability.
a,cot_xl,English,People who live in glass houses should not throw stones.,People who live in glass houses should not throw stones.,C,Regex Parse,People who occupy glass abodes should not engage in stone-throwing activities.,Those who call glass houses home should avoid casting stones.,People who live in glass houses should not throw stones.,Those who reside in glass dwellings should refrain from launching projectiles.
a,cot_xl,English,"While there is life, there is hope","While there is life, there is hope",A,"The proverb 'While there is life, there is hope' is a well-known English idiom that suggests that as long as one is alive, there is always a chance for improvement or a better outcome. To create distractors, we need to maintain the same level of complexity, formality, and word count. We will use keywords like 'life' and 'hope' to create distractors that are indistinguishable from the correct answer.","While there is life, there is hope","Until the final moment of mortality, the essence of hope persists","As long as a living being remains, a glimmer of hope emerges","While existence prevails, there is always optimism"
a,cot_xl,English,"A prophet is not without honor, save in his own country","A prophet is not without honor, save in his own country",B,Regex Parse,"A diviner is not without glory, save in his own community.","A prophet is not without honor, save in his own country","A visionary is not without esteem, save in his own village.","A seer is not without praise, save in his own homeland."
a,cot_xl,English,He who wills the end wills the means,He who wills the end wills the means,A,Parse Failed,He who wills the end wills the means,API Failure C,API Failure A,API Failure B
a,cot_xl,English,Be just before you are generous,Be just before you are generous,B,Regex Parse,Be fair before you give generously to others.,Be just before you are generous,"To be generous, always be just before.",Justice precedes generosity in all cases.
a,cot_xl,English,Burning the midnight oil,Burning the midnight oil,A,Regex Parse,Burning the midnight oil,Midnight oil fuels the fire,Working through the late night hours,Fueling the flame with midnight oil supplies
a,cot_xl,English,When the cat's away the mice will play.,When the cat's away the mice will play.,D,"The correct answer is a direct translation of the given proverb. To create distractors, we need to maintain the same word count, grammatical complexity, tone, and lexical overlap. Since the proverb is already in a common English idiom, creating a distractor that is not a translation but still meets the requirements is challenging.",When the cat's present the mice will work,When the cat's around the mice will frolic,When the cat's in sight the mice will play,When the cat's away the mice will play.
a,cot_xl,English,Fake it until you make it,Fake it until you make it,A,"The proverb 'Fake it until you make it' implies that one should initially pretend to possess skills or confidence to gain trust and eventually achieve success. The correct answer accurately conveys this idea. To create distractors, I will maintain the same word count, grammatical complexity, tone, and metaphor presence, while incorporating keywords from the proverb to make them indistinguishable from the correct answer.",Fake it until you make it,Pose as an expert until you gain the experience,Act confident until you become successful,Pretend to succeed until you actually make it
a,cot_xl,English,Power corrupts,Power corrupts,D,"The correct answer is a direct translation of the proverb. The distractors should be phrases that are grammatically and tonally similar but do not convey the same meaning. Given the proverb's simplicity, the distractors will also be simple phrases.",Power is a corrupting influence,Power can have a corrupting effect,Corruption is a result of power,Power corrupts
a,cot_xl,English,Don’t throw the baby out with the bathwater,Don’t throw the baby out with the bathwater,D,Regex Parse,Don't discard the baby when you're cleaning out the old bathwater.,Don't let the baby get swept away with the dirty bathwater.,Don't mix the baby with the bathwater in the process of cleaning.,Don’t throw the baby out with the bathwater
a,cot_xl,English,Fortune favors the brave.,Fortune favors the brave.,D,Regex Parse,Wealth rewards the courageous,Destiny favors the fearless,Luck supports the bold,Fortune favors the brave.
a,cot_xl,English,Never go to bed on an argument,Never go to bed on an argument,A,Regex Parse,Never go to bed on an argument,Never go to rest with an unresolved conflict,Never retire with an unaddressed issue,Do not retire for the night with unresolved disagreement
a,cot_xl,English,From the sublime to the ridiculous is but a step,From the sublime to the ridiculous is but a step,C,Regex Parse,One step separates the sublime from the preposterous.,"From grandeur to ridiculousness, a single step away.",From the sublime to the ridiculous is but a step,A step from the sublime to absurdity.
a,cot_xl,English,Saved by the bell.,Saved by the bell.,D,Regex Parse,Saved at the last,Saved by chance,Saved by good fortune,Saved by the bell.
a,cot_xl,English,One swallow does not make a summer,One swallow does not make a summer,C,"This proverb suggests that a single event or occurrence does not necessarily indicate a larger trend or pattern. It emphasizes the importance of considering multiple instances or evidence before making a conclusion. I will generate distractors that have similar word count, complexity, tone, and lexical overlap to create a challenging evaluation task.","A single swallow cannot guarantee a long, warm summer.",One swallow does not signify an entire year of pleasant weather.,One swallow does not make a summer,One swallow does not define an entire season.
a,cot_xl,English,Accidents will happen,Accidents will happen,A,"This correct answer is a straightforward translation of the proverb, maintaining its original phraseology. The reasoning is limited to ensuring the exact replication of the given proverb.",Accidents will happen,A unforeseen events will occur,A calamities will happen,A mishaps will occur
a,cot_xl,English,"If you're not paying, you're the product","If you're not paying, you're the product",C,Regex Parse,"If you're not compensating, you're the commodity.","If you're not contributing, you're the product.","If you're not paying, you're the product","If you're not paying, you're the asset."
a,cot_xl,English,Might is right.,Might is right.,B,Regex Parse,Power is justified.,Might is right.,Strength is law.,Might makes right.
a,cot_xl,English,Liars need good memories.,Liars need good memories.,A,"The proverb 'Liars need good memories' suggests that individuals who frequently engage in dishonest behavior must have a strong recollection of the details surrounding their lies in order to maintain consistency and avoid detection. The correct answer directly states this idea, providing a straightforward translation of the proverb.",Liars need good memories.,"To maintain credibility, dishonest individuals require strong memory skills.",People who deceive often possess excellent recall.,Those who tell falsehoods generally have good memories for details.
a,cot_xl,English,Love lives in cottages as well as in courts,Love lives in cottages as well as in courts,B,Regex Parse,Love dwells in small dwellings as well as in grand estates.,Love lives in cottages as well as in courts,Love abounds in cottage homes just as in regal chambers.,Love resides in humble abodes as well as in halls.
a,cot_xl,English,Rather death than shame,Rather death than shame,D,Regex Parse,Death is worse than shame,Better death than public shame,Death before a life of shame,Rather death than shame
a,cot_xl,English,Everybody loves a winner,Everybody loves a winner,B,Regex Parse,Everybody admires a champion,Everybody loves a winner,People have a natural affinity for triumphant individuals,The general public tends to have a soft spot for victors
a,cot_xl,English,Speak softly and carry a big stick,Speak softly and carry a big stick,A,Regex Parse,Speak softly and carry a big stick,Carry a big heart and speak loudly,Speak loudly and carry a small drum,Carry a big stone and speak firmly
a,cot_xl,English,Forbidden fruit is the sweetest.,Forbidden fruit is the sweetest.,B,Regex Parse,Forbidden fruit tastes the sweetest always.,Forbidden fruit is the sweetest.,Forbidden fruit is the most sweet.,The forbidden fruit tastes the sweetest.
a,cot_xl,English,The gods send nuts to those who have no teeth,The gods send nuts to those who have no teeth,C,Regex Parse,The gods give gifts to the toothless ones.,The gods provide food to those with no jaw.,The gods send nuts to those who have no teeth,The gods send fruit to those without bite.
a,cot_xl,English,You can have too much of a good thing,You can have too much of a good thing,B,Regex Parse,You can have too much goodness,You can have too much of a good thing,Having too much of something good is bad,You can have too much in a good way
a,cot_xl,English,Pity is akin to love.,Pity is akin to love.,D,"The proverb states that pity is similar to love in its nature. This comparison suggests that pity has a strong emotional component, which is a key aspect of love. The statement is straightforward and lacks complexity, making it difficult to generate distractors that match the tone and complexity while being distinct in meaning.",Pity is similar to love in many ways.,"Pity is a form of love, but not always acknowledged as such.",Love is often mistaken for pity.,Pity is akin to love.
a,cot_xl,English,Stolen fruit is sweet,Stolen fruit is sweet,C,"The proverb suggests that something gained illicitly can be more appealing or desirable due to its forbidden nature. The correct answer maintains the same structure and word count as the proverb, making it a direct representation of the idea. The distractors will aim to preserve this essence while altering the wording.",Pilfered goods are irresistible,Acquired by stealth is more alluring,Stolen fruit is sweet,Illicit gains taste sweeter
a,cot_xl,English,The bane of my life,The bane of my life,D,Regex Parse,A perpetual source of woe,A constant thorn in my side,The source of endless strife,The bane of my life
a,cot_xl,English,Prosperity makes friends; adversity tries them,Prosperity makes friends; adversity tries them,A,Regex Parse,Prosperity makes friends; adversity tries them,Riches create companions; hardship reveals them,Wealth builds friendships; hardship tests them,Affluence attracts friends; adversity unmasks them
a,cot_xl,English,ounce of discretion is worth a pound of wit.,ounce of discretion is worth a pound of wit.,A,Regex Parse,ounce of discretion is worth a pound of wit.,A pound of prudence is worth an ounce of cleverness.,A single pound of wisdom is worth an ounce of cleverness.,A single ounce of caution is equivalent to a pound of intelligence.
a,cot_xl,English,He that is not with me is against me,He that is not with me is against me,A,"The proverb is a direct quote from the Bible (Matthew 12:30) and has a specific, direct meaning. To create distractors, I will use the same grammatical structure and tone while replacing some words to create different phrases that still fit within the context of the original proverb.",He that is not with me is against me,He who is not on my side is against me,He that does not stand with me is against me,He that does not support me is against me
a,cot_xl,English,Rome was not built in a day.,Rome was not built in a day.,A,"The proverb 'Rome was not built in a day' conveys the idea that complex tasks or projects take time to complete. To generate distractors, we need to preserve the word count, grammatical complexity, tone, and metaphor presence while using keywords from the proverb. The correct answer has 6 words. We will aim for distractors within 6 +/- 10% (5.4 to 6.6 words).",Rome was not built in a day.,Rome was not built overnight.,Rome wasn't built in just a day.,Rome wasn't constructed in one day.
a,cot_xl,English,Necessity knows no law,Necessity knows no law,D,Regex Parse,Necessity disregards the lawbook,Necessity breaks every regulation.,Necessity ignores all rules.,Necessity knows no law
a,cot_xl,English,Every horse thinks its own pack is heaviest,Every horse thinks its own pack is heaviest,A,"The proverb suggests that individuals tend to perceive their own problems or burdens as more significant than those faced by others. This is a common phenomenon where people overestimate the weight of their own issues, while underestimating those of others. To generate distractors that are indistinguishable from the correct answer, we need to maintain the same word count, grammatical complexity, tone, and lexical overlap. The correct answer has 7 words, so the distractors should be within 7 +/- 10% word count (6.3 to 7.7 words).",Every horse thinks its own pack is heaviest,Every horse believes its own load is heaviest,Every horse thinks its own burden is heaviest,Every horse thinks its own load is heaviest
a,cot_xl,English,{Costs an arm and a leg},{Costs an arm and a leg},A,Regex Parse,{Costs an arm and a leg},Priced to the bone,Money pits,Broke the bank
a,cot_xl,English,Call no man happy till he is dead,Call no man happy till he is dead,B,Regex Parse,It is unwise to deem a person contented until they have reached their final rest.,Call no man happy till he is dead,No one should be regarded as joyful until the day of their demise.,Do not label a person fortunate until their passing has occurred.
a,cot_xl,Yoruba,"Bí a kò lówó, à léèyàn; bí a kò léèyàn à lóhùn rere lòrun.","If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.",C,Parse Failed,API Failure C,API Failure B,"If one lacks money, one should have people; if one lacks people, one should be pleasant in one’s speech.",API Failure A
a,cot_xl,Yoruba,"A-kápò-má-ṣọdẹ: ọ̀tá ẹranko, ọ̀tá èèyàn.",He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,B,Regex Parse,He-who-carries-a-water-bag-but-does-not-quench-thirst: enemy alike of human and beast.,He-who-carries-a-hunting-bag-but-does not-hunt: enemy alike of man and beast.,He-who-carries-a-war-hammer-but-does-not-fight: enemy alike of man and tree.,He-who-carries-a-fishing-net-but-does-not-fish: enemy alike of fish and land-dweller.
a,cot_xl,Yoruba,Iwájú la ti ńjogún; ẹ̀hìn la ti ńṣàgbà.,"One inherits from one’s front, and one sets an example at one’s back.",D,"In Yoruba, 'Iwájú' means 'front', 'la ti' means 'one inherits', 'ńjogún' means 'from', 'ẹ̀hìn' means 'back', 'la ti' means 'one sets', and 'ńṣàgbà' means 'an example'. This proverb warns people about the importance of being a good role model, as the actions they take will be emulated by others. It emphasizes the idea that one's 'front' or behavior is what people will inherit, and the 'back' or actions they take will set an example for others to follow.","Èhìn ńjà ẹ̀kọ̀, òsìn ńjà ẹ̀hìn, omo ńjà ẹ̀hìn la ti ńṣàgbà.","Omo ńbá ńjà ẹ̀hìn la ti ńṣàgbà, ẹ̀kọ̀ ńbá ńjà iwájú la ti ńjogún.","Ọ̀rẹ́ ńjà ẹ̀hìn ni omo ńjà, ẹ̀kọ̀ ńjà ẹ̀hìn ni ẹ̀hìn ńjà ńjogún.","One inherits from one’s front, and one sets an example at one’s back."
a,cot_xl,Yoruba,"Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata.","The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.",B,"The proverb Ẹ̀rù kì í ba igbó, bẹ́ẹ̀ni kì í ba odò; ẹ̀rù kì í ba ọlọ lójú ata is a Yoruba saying that means the forest (or wilderness) is fearless, and neither is the river (which represents the ever-changing nature of life), while the grindstone (which represents persistence and endurance) remains unafraid in the face of challenges (represented by pepper).","The forest never knows shame, and neither does the river know shame; the grindstone always shows confidence in the face of spice.","The forest knows no fear, and neither does the river know fear; the grindstone never shows fear in the face of pepper.","The forest knows no sorrow, and neither does the river know sorrow; the grindstone never hides its strength in the presence of herbs.","The forest is fearless of storms, and neither is the river fearful of storms; the grindstone remains calm in the face of hot sauce."
a,cot_xl,Yoruba,"Ilé tí a gbá èèyàn létí wọ̀, bó pe títí a ó gbàá èèyàn létí jáde níbẹ̀.",A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,B,Regex Parse,3. The home you enter with problems will be the same one you will have to deal with when you try to leave it. (16 words),A home one is able to enter only after one has slapped someone in the ears: sooner or later one will have to slap someone in the ears in order to get out of it.,"2. You may not be able to enter a difficult situation without causing problems for someone, and you will have to face similar issues when you leave. (17 words)","1. If you want to get into trouble, you will eventually get into another kind of trouble when you leave. (15 words)"
a,cot_xl,Yoruba,"Ojú ti kókó, ojú ti eéwo; ojú ti aáràgbá ìdí pẹ̀lú.","The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.",A,"This proverb is a Yoruba idiom that conveys shame or accountability for one's actions, regardless of the perpetrator's status or position. The literal translation breaks down as follows: 'ojú ti kókó' refers to a lump or boil on the head, 'ojú ti eéwo' refers to a boil or sore, and 'ojú ti aáràgbá' refers to a hardened tissue or abscess on the buttocks. The phrase 'ìdí pẹ̀lú' means 'also' or 'too.' The proverb is saying that even those in high positions, like the 'lump that attacks the head,' will be held accountable for their actions, just like those in lower positions, like the boil and hardened tissue on the buttocks.","The lump that attacks the head is shamed, the boil is shamed, and the hardened tissue on the buttocks is shamed also.","One's actions are shamed, whether it's a boil that attacks the head or a hard lump on the buttocks, everyone is held accountable.","The boil on the head is shamed, the lump is also shamed, and the hardened buttocks will be exposed too.","Whatever sores or swellings appear on one's body, whether on the head, boil, or hardened tissue, will all be exposed and shamed."
a,cot_xl,Yoruba,"Bí ẹ̀bìtì ò pa eku, a kó ẹyìn fẹ́lẹ́yìn.","If the snare does not kill the rat, it returns the kernel bait to the owner.",A,Parse Failed,"If the snare does not kill the rat, it returns the kernel bait to the owner.",API Failure B,API Failure A,API Failure C
a,cot_xl,Yoruba,Tojú tìyẹ́ làparò-ó fi ńríran.,It is with both its eyes and its feathers that the partridge sees.,A,Regex Parse,It is with both its eyes and its feathers that the partridge sees.,"Làparò-ó fi ńríran sílé, àti orí òkunrín lápò fi ṣe ẹrú.","Tojú tìyẹ́ láparò-ó fi ńríran sílẹ̀, àti èyí tìyẹ́ láparò-ó fi ńríran sílẹ̀","Ojú àti ẹgbẹ́rù lápò fi ṣe ẹrú, òkùnrin lápò fi ṣe ẹrú"
a,cot_xl,Yoruba,"Olórùká gbòrùka, ọwọ́ àwé dòfo.",The owner of the ring has taken back his ring; the fingers of the friend are now empty.,D,"Olórùká gbòrùka ni àwọn tí ọ̀rọ̀ wọ́n ṣe láti wọn, àwọn ẹnu àwé nígbà tí ọ́ wọn dòfo Ọwọ́ àwé dòfo ló wọ́n ṣe, èyí ni gbogbo ẹnu ọwọ́",The owner of the ring takes back what the owner of the ring gives away; empty fingers of the friend now,"The owner of the ring knows what the owner of the ring says is the agreement, the fingers of the friend are now empty when he receives what the owner of the ring gave","The owner of the ring is the one who makes the agreement, fingers of the friend now empty when he takes back what he gave",The owner of the ring has taken back his ring; the fingers of the friend are now empty.
a,cot_xl,Yoruba,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,A,Regex Parse,She who borrows a wrapper skirt to wear is not home free; the owner of the cloth will take it back tomorrow.,She who borrows a wrapper skirt is not free; the owner's hand will take it back.,"Borrowing a wrapper skirt may give you temporary freedom, but the owner will reclaim it soon enough.","When you borrow a wrapper skirt to wear, you're not home free yet; the real owner will get it tomorrow."
a,cot_xl,Yoruba,Kí ni apárí ńwá ní ìṣọ̀ onígbàjámọ̀?,What does a bald man want in the stall of the barber?,A,Regex Parse,What does a bald man want in the stall of the barber?,What does a man who is already shaven want in the barber's chair?,A man with a shaved head has no business in the barber shop.,Why would a bald person visit a barber for a haircut?
a,cot_xl,Yoruba,Ẹni tí ajá bá wá sóde lajá ḿbá relé.,Whoever the dog came out with is the per son the dog returns home with.,C,"This proverb is a Yoruba idiomatic expression that highlights the concept of companionship and loyalty. In this context, the dog represents a loyal companion, and the phrase emphasizes that one tends to associate with those they initially meet or accompany. The proverb advises that whoever you befriend or associate with initially will likely be the same people you return to or rely on in the future.",Ọ̀rẹ̀ tí ó ti bẹ́ ẹ̀lẹ́ mọ́ ni ó ti ri pé yẹ̀,Ọ̀rẹ̀ tí ó ti fi ẹ̀lẹ́ sílé ni ó ti wá sílé mọ́,Whoever the dog came out with is the per son the dog returns home with.,Ọ̀rẹ̀ tí ó fi ẹ̀lẹ́ kọ̀rẹ́ ni ó fi ẹ̀lẹ́ rẹ̀
a,cot_xl,Yoruba,Omi là ńkọ́-ọ́ tẹ̀ ká tó tẹ iyanrìn.,Water is the first thing one’s foot encounters before it encounters the sand.,C,Parse Failed,API Failure A,API Failure C,Water is the first thing one’s foot encounters before it encounters the sand.,API Failure B
a,cot_xl,Yoruba,Ọ́bún ba irú aṣọ jẹ.,The filthy person destroys the appeal of a style of clothing.,C,Parse Failed,API Failure B,API Failure C,The filthy person destroys the appeal of a style of clothing.,API Failure A
a,cot_xl,Yoruba,A kì í gbé àárín ojì èèyàn ká má ṣì wí.,One cannot live amid forty people and never misspeak.,A,Regex Parse,One cannot live amid forty people and never misspeak.,One cannot live among twenty people and never have a misstep in speech.,One cannot stay among fifty people and always speak correctly.,One cannot live among thirty people and never make a mistake.
a,cot_xl,Yoruba,Aṣusọ́nà ní ńfi ìyá-a rẹ̀ gbèpè,A child who shits on the path brings down curses on its mother. B,B,Regex Parse,A child who does not respect its elders brings curses on its father.,A child who shits on the path brings down curses on its mother. B,A child who walks on the path of trouble brings down evil spirits on its mother.,A child who speaks ill of its father brings shame to its mother.
a,cot_xl,Yoruba,Ẹni tí a bá ńbá ṣíṣẹ́kí í ṣí lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,A,Regex Parse,The person being lent a hand does not malinger; one whom Providence favors is not easily disgraced.,The person being helped does not lag behind; one whom destiny favors is not easily humiliated.,The person receiving aid does not falter; one blessed by fate is not quickly embarrassed.,One who is assisted does not dawdle; Providence favors those who are not hastily ridiculed.
a,cot_xl,Yoruba,TẸ̀gbá tẸ̀sà ló mọ Láfì lágẹmọ; gbogbo ayé ló mọ Tẹlẹ̀mú lólè.,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,B,"This proverb is in the Yoruba language. It uses metaphors to describe two individuals, Láfì and Tẹlẹ̀mú. The Ẹ̀gbá and Ẹ̀sà people are known for their distinct cultures, but the proverb implies that they have a common understanding about Láfì's adaptability, much like the chameleon. On the other hand, Tẹlẹ̀mú is known as a thief, indicating that their reputation precedes them worldwide. The proverb highlights the idea that some people's actions and characteristics are well-known, even across different cultures and societies.",Tẹ̀gbá tẹ̀sà ló mọ Láfì lágẹmọ gbogbo ayé; gbogbo ayé ló mọ Tẹ̀lẹ̀mú lórí Ọlọrun,Both the Ẹ̀gbá and the Ẹ̀sà people know that Láfì is like the chameleon; the whole world knows Tẹlmú as a thief. ,Tẹ̀gbá tẹ̀sà ló mọ Láfì lágẹmọ rẹ̀; gbogbo ayé ló mọ Tẹ̀lẹ̀mú lórí Ọrẹ̀,Gbogbo tẹ̀gbá tẹ̀sà ló mọ Láfì lágẹmọ gbogbo; gbogbo ayé ló mọ Tẹ̀lẹ̀mú lólè gbogbo
a,cot_xl,Yoruba,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One does not carry debt around one’s neck and live like a dandy.,A,Parse Failed,One does not carry debt around one’s neck and live like a dandy.,API Failure A,API Failure B,API Failure C
a,cot_xl,Yoruba,Òṣìṣẹ́ lọ̀tá ọ̀lẹ.,The industrious person is the enemy of the shiftless person.,D,Regex Parse,A hard worker is the arch-nemesis of the loafer.,One who is industrious is the adversary of the idle.,The diligent one is the nemesis of the idle one.,The industrious person is the enemy of the shiftless person.
a,cot_xl,Yoruba,Ọjo kì í to lọ bi òréré.,Days do not go on straight like an avenue.,A,"Ọjo kì í to lọ bi òréré ni idiòm Yorùbá tí è sùn àti è sùn wọn dì è dógún gbé àwọn àjàn sí wàjúlẹ̀. Àìdọkun ní òréré lọ sí títí dé wájú, bákan náà, Ọjo kì í to lọ bi òréré, tí bàbá àwọn Ọjo wọn bọrí sí wájú títí dé wàjúlẹ̀. Ìdánimọ Ọjo ni àìmọ̀, è sùn wọn ni àjàn, tótó Ọjo ni àjàn gbé àwọn àjàn sí wàjúlẹ̀. Títí Ọjo kì í to lọ bi òréré, àìmọ̀ wọn ni àjàn gbé àjàn sí wàjúlẹ̀.",Days do not go on straight like an avenue.,Ọjo kì í to lọ bi àjàn gbé àjàn sí wàjúlẹ̀,Ọjo kì í to lọ bi àjàn,Ọjo kì í to lọ bi àjàn sí wàjúlẹ̀
a,cot_xl,Yoruba,"""Ọ̀ràn yí ò dùn mí"": ẹ̀ẹ̀kanṣoṣo là ńwí i. ","""This matter does not hurt me"": stating it only once suffices.",D,"In Yoruba, 'Ọ̀ràn yí ò dùn mí' is a proverb that translates to 'This matter does not hurt me.' The phrase 'ẹ̀ẹ̀kanṣoṣo là ńwí i' is its literal translation. It emphasizes that stating it only once is sufficient, implying that repetition is unnecessary and potentially redundant.","Ọ̀ràn yí ń bẹẹ, mí ńwí i","Ọ̀ràn yí ǹ tán, mí ń gbé i","Ẹ̀ẹ̀kanṣoṣo là ńyẹ i, ẹ̀gbọn ń wí","""This matter does not hurt me"": stating it only once suffices."
a,cot_xl,Yoruba,"Ọbẹ̀-ẹ́ tutù tán, a dawọ́ bù ú lá.","The stew having cooled, one hollows one’s palm to eat it.",D,Parse Failed,API Failure C,API Failure B,API Failure A,"The stew having cooled, one hollows one’s palm to eat it."
a,cot_xl,Yoruba,Ohun tí a ó fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,It is what one wishes to keep a secret that one does in private.,D,"This proverb warns that secrets kept in private may ultimately lead to exposure. In Yoruba culture, it emphasizes the importance of honesty and transparency in personal relationships. The phrase 'ohun tí a ó fẹ́ kéèyàn' translates to 'what one wishes to keep a secret', and 'lábẹ́lẹ̀' means 'private'. The proverb's message is often used to caution individuals against deceit and dishonesty.",Eyi tí a ó fẹ́ pẹ̀lú ó wà lábẹ́lẹ̀.,Eyi tí a ó fẹ́ gba ó mọ̀ lábẹ́lẹ̀.,Ohun tí a ó fẹ́ kọ́ ó rí lábẹ́lẹ̀.,It is what one wishes to keep a secret that one does in private.
a,cot_xl,Yoruba,Bàbá laláàbò; ìyá lonírànwọ́; orogún nikú,A father is a protector; a mother is a helper; a co-wife is death.,A,Regex Parse,A father is a protector; a mother is a helper; a co-wife is death.,Àbá lorí òjò; ìyá laláàbò; orogún ni lonírànwọ́,Bàbá lonírànwọ́; ìyá laláàbò; orogún ni ojò,Àbá laláàbò; ìyá lorí òjò; orogún ni kọ̀ọ̀
a,cot_xl,Yoruba,"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ m̀bẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-lá ḿbẹlábà, ó ńjẹ ẹ̀sun iṣu.","He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.",C,Parse Failed,API Failure C,API Failure B,"He-who-hurries-after-riches is on his way to battle; He-who-has-in-abundance is off on his travels; By-and-by-‘‘I-will-be-rich’’ is back in his hut, eating roasted yams.",API Failure A
a,cot_xl,Yoruba,Òṣùpá ò mòde òtòṣì; bó bá délé ọlọ́rọ̀ á dé tèmi.,"The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also.",D,Regex Parse,"The wind does not know which farm belongs to a poor farmer; if it blows to a wealthy farmer’s field, it will also blow to mine too.","The sun does not know which house belongs to a poor man; if it reaches a rich man’s home, it will also be seen from my yard.","The rain does not know which field belongs to a poor farmer; if it reaches a wealthy farmer’s land, it will also fall on mine as well.","The moon does not know which yard be longs to a poor man; if it reaches a wealthy man’s abode, it will reach mine also."
