task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,cot_en,Yoruba,YOR0011,A kì í dá ọwọ́ lé ohun tí a ò lè gbé.,One does not lay hands on a load one can not lift.,One does not lay hands on a load one can not lift.,False,One does not lay hands on a load one can not lift.,Never attempt to carry something that is too heavy for you,Use machinery to lift loads that are beyond human capability,Do not touch heavy objects you cannot lift,A,Do not touch heavy objects you cannot lift,Never attempt to carry something that is too heavy for you,Use machinery to lift loads that are beyond human capability,"<reasoning>When literally interpreting the Yoruba proverb ""A kì í dá ọwọ́ lé ohun tí a ò lè gbé"", a reader might misunderstand the phrase to be about physical capabilities or everyday actions rather than the metaphorical advice it conveys. The proverb warns against taking on responsibilities or tasks that are beyond one's capabilities. However, a literal reading could lead to incorrect interpretat",1.0,1.0,0.81,0.91,97.3
a,cot_en,Yoruba,YOR0012,A kì í dájọ́ orò ká yẹ̀ ẹ́.,One does not set the day for an orò rite and then ignore it.,One does not set the day for an orò rite and then ignore it.,False,One does not set the day for an orò rite and then ignore it.,setting a date for an orò rite means you cannot leave early,it is forbidden to change the date of an orò ceremony,do not schedule an orò rite if you will not attend,A,do not schedule an orò rite if you will not attend,it is forbidden to change the date of an orò ceremony,setting a date for an orò rite means you cannot leave early,"<reasoning>The proverb ""A kì í dájọ́ orò ká yẹ̀ ẹ́"" translates to ""One does not set the day for an orò rite and then ignore it."" A wrong literal interpretation might involve misunderstanding the context or the elements of the proverb. For instance, one might think it's about literally ignoring a day that was set, or about the orò rite being an insignificant event, or perhaps about a command not to",1.0,1.0,0.81,0.84,95.2
a,cot_en,Yoruba,YOR0013,A kì í dákẹ́ ká ṣìwí; a kì í wò sùn-ùn ká dáràn.,One does not keep quiet and yet misspeak; one does not silently contemplate the world and yet get into trouble.,One does not keep quiet and yet misspeak; one does not silently contemplate the world and yet get into trouble.,False,One does not keep quiet and yet misspeak; one does not silently contemplate the world and yet get into trouble.,Physical stillness and quiet guarantee a life free of trouble,Silent contemplation alone can prevent all life problems,One should never speak to avoid saying anything wrong,A,One should never speak to avoid saying anything wrong,Silent contemplation alone can prevent all life problems,Physical stillness and quiet guarantee a life free of trouble,"<reasoning>When interpreting the Yoruba proverb ""A kì í dákẹ́ ká ṣìwí; a kì í wò sùn-ùn ká dáràn"" literally but incorrectly, a reader might misunderstand the phrase's intent. The proverb is advising on the balance between speaking and contemplation to avoid trouble. However, a literal but incorrect interpretation could lead one to believe in absolute silence or absolute speech as the solution, mis",1.0,1.0,0.45,0.98,99.4
a,cot_en,Yoruba,YOR0014,A kì í dé Màrọ́kọ́ sin ẹlẹ́jọ́.,One does not arrive at Màrọ́kọ́ ahead of the litigant.,One does not arrive at Màrọ́kọ́ ahead of the litigant.,False,One does not arrive at Màrọ́kọ́ ahead of the litigant.,Travelers must wait for the litigant to reach Màrọ́kọ́ first before proceeding,One should not start a journey to Màrọ́kọ́ before the person with a court case,It's improper to arrive at Màrọ́kọ́ before the person who has legal business,A,One should not start a journey to Màrọ́kọ́ before the person with a court case,It's improper to arrive at Màrọ́kọ́ before the person who has legal business,Travelers must wait for the litigant to reach Màrọ́kọ́ first before proceeding,"<reasoning>The Yoruba proverb ""A kì í dé Màrọ́kọ́ sin ẹlẹ́jọ́"" translated to English as ""One does not arrive at Màrọ́kọ́ ahead of the litigant"" can be misinterpreted in several literal ways. A reader might think it's about a race or competition to reach a place called Màrọ́kọ́, possibly a city or a location, before someone who is involved in a legal dispute (the litigant) arrives. Another interpre",1.0,1.0,1.33,0.8,94.0
a,cot_en,Yoruba,YOR0015,A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́.,One does not carry debt around one’s neck and live like a dandy.,One does not carry debt around one’s neck and live like a dandy.,False,Carrying financial ledgers around one's neck is cumbersome,Wearing debt as a necklace is impractical,One does not carry debt around one’s neck and live like a dandy.,Dressing well requires a debt-free status,C,Wearing debt as a necklace is impractical,Carrying financial ledgers around one's neck is cumbersome,Dressing well requires a debt-free status,"<reasoning>Given the proverb ""A kì í fi gbèsè sọ́rùn ṣọ̀ṣọ́"" and its English translation ""One does not carry debt around one’s neck and live like a dandy"", a literal interpretation could be misinterpreted in various ways. For instance, the phrase ""carry debt around one's neck"" might be taken to mean wearing a debt as a physical object, the mention of the neck could imply a specific method of carry",1.0,1.0,0.54,0.95,98.5
a,cot_en,Yoruba,YOR0016,"A kì í fi ìka ro etí, ká fi ro imú, ká wá tún fi ta ehín.","One does not use one’s finger to clean one’s ear passages, use it to pick one’s nose, and then use it to pick one’s teeth.","One does not use one’s finger to clean one’s ear passages, use it to pick one’s nose, and then use it to pick one’s teeth.",False,Never touch your nose and teeth in the same day,Always wash your hands before touching your face,"One does not use one’s finger to clean one’s ear passages, use it to pick one’s nose, and then use it to pick one’s teeth.",Do not use your fingers for any bodily hygiene,C,Do not use your fingers for any bodily hygiene,Always wash your hands before touching your face,Never touch your nose and teeth in the same day,"<reasoning>The proverb warns against using the same means or method for different tasks that require different levels of hygiene or appropriateness. A literal interpretation might miss the metaphorical warning against inappropriate or unhygienic reuse of methods or tools. Thus, a wrong literal reading could involve taking the actions described too literally, failing to see the broader advice on co",1.0,1.0,0.36,0.94,98.2
a,cot_en,Yoruba,YOR0017,A kì í fi orí wé oríi Mokúṣiré; bí Mokú kú láàárọ̀ a jí lálẹ́,"One does not liken one’s fortune to Mokúṣiré’s; if Mokú dies in the morning, he resurrects at night.","One does not liken one’s fortune to Mokúṣiré’s; if Mokú dies in the morning, he resurrects at night.",False,"One does not liken one’s fortune to Mokúṣiré’s; if Mokú dies in the morning, he resurrects at night.",One should always compare their wealth to Mokúṣiré's wealth,Mokúṣiré dies every morning and comes back to life at night,Mokúṣiré can actually come back to life after dying,A,Mokúṣiré can actually come back to life after dying,One should always compare their wealth to Mokúṣiré's wealth,Mokúṣiré dies every morning and comes back to life at night,"<reasoning>The proverb suggests that one should not compare their fortune to Mokúṣiré's because Mokúṣiré has the unique ability to come back to life. A literal reading might misunderstand this as a statement about actual resurrection, comparing wealth, or predicting death. Therefore, incorrect literal interpretations could involve taking the resurrection, the comparison, or the death and rebirth t",1.0,1.0,0.54,0.88,96.4
a,cot_en,Yoruba,YOR0018,A kì í fi pàtàkì bẹ́ èlùbọ́; ẹní bá níṣu ló ḿbẹ́ ẹ.,One does not come by yam flour because of one’s importance; only people who have yams can make yam flour.,One does not come by yam flour because of one’s importance; only people who have yams can make yam flour.,False,One must be of high social status to eat yam flour,One does not come by yam flour because of one’s importance; only people who have yams can make yam flour.,Yam flour is only available to those who own yam farms,Importance is a key ingredient in the production of yam flour,B,One must be of high social status to eat yam flour,Yam flour is only available to those who own yam farms,Importance is a key ingredient in the production of yam flour,"<reasoning>The Yoruba proverb ""A kì í fi pàtàkì bẹ́ èlùbọ́; ẹní bá níṣu ló ḿbẹ́ ẹ"" translates to ""One does not come by yam flour because of one’s importance; only people who have yams can make yam flour."" A literal but incorrect interpretation might stem from misunderstanding the context or the idiomatic expression. For instance, someone might think the proverb is about the actual process of makin",1.0,1.0,0.55,0.84,95.2
a,cot_en,Yoruba,YOR0019,A kì í fini joyè àwòdì ká má lè gbádìẹ.,One cannot be given the title ‘‘eagle’’ and yet be incapable of snatching chickens.,One cannot be given the title ‘‘eagle’’ and yet be incapable of snatching chickens.,False,Chickens must be snatched in order to earn an important title,One cannot be given the title ‘‘eagle’’ and yet be incapable of snatching chickens.,Eagles are expected to catch chickens every day,A title is physically given to someone with the expectation of catching chickens,B,Eagles are expected to catch chickens every day,A title is physically given to someone with the expectation of catching chickens,Chickens must be snatched in order to earn an important title,"<reasoning>When interpreting the Yoruba proverb ""A kì í fini joyè àwòdì ká má lè gbádìẹ"" literally, a reader might misunderstand the metaphorical comparison between being given a title like 'eagle' and the ability to snatch chickens. The title 'eagle' symbolizes strength, power, and capability, while snatching chickens represents taking action or achieving something significant. Wrong literal inte",1.0,1.0,0.76,0.88,96.4
a,cot_en,Yoruba,YOR0020,A kì í gbé sàráà kọjá-a mọ́ṣáláṣí.,One does not carry alms beyond the mosque.,One does not carry alms beyond the mosque.,False,You should drop off charity donations right at the mosque entrance,Carrying food beyond a mosque is forbidden,Alms can only be given to people inside a mosque,One does not carry alms beyond the mosque.,D,You should drop off charity donations right at the mosque entrance,Carrying food beyond a mosque is forbidden,Alms can only be given to people inside a mosque,"<reasoning>When translating the Yoruba proverb ""A kì í gbé sàráà kọjá-a mọ́ṣáláṣí"" to English as ""One does not carry alms beyond the mosque,"" a literal reader might misunderstand the phrase in several ways. They might think it's about physical locations or actions related to mosques and alms. Here are three plausible but incorrect literal interpretations: </reasoning>
[""You should drop off charity",1.0,1.0,1.17,0.92,97.6
a,cot_en,Yoruba,YOR0021,A kì í gbọ́ ‘‘Lù ú’’ lẹ́nu àgbà.,One never hears ‘‘Beat him or her up’’ in the mouth of an elder.,One never hears ‘‘Beat him or her up’’ in the mouth of an elder.,False,Elders are forbidden from speaking about violence in public,One never hears ‘‘Beat him or her up’’ in the mouth of an elder.,The phrase 'beat him or her up' is too long for an elder to pronounce,Elders have a physical condition that prevents them from saying certain phrases,B,Elders have a physical condition that prevents them from saying certain phrases,The phrase 'beat him or her up' is too long for an elder to pronounce,Elders are forbidden from speaking about violence in public,"<reasoning>The proverb suggests that elders are expected to be calm and composed, and would never urge violence. However, a literal reading might misinterpret the phrase, focusing on the words rather than the intended meaning. For instance, one might think the proverb is talking about what is physically possible for an elder to say, or the context in which 'beat him or her up' would be mentioned. ",1.0,1.0,0.86,0.96,98.8
a,cot_en,Yoruba,YOR0022,A kì í gbọ́n ju ẹni tí a máa dÍfá fún.,One cannot be wiser than the person for whom one will consult the Ifá oracle.,One cannot be wiser than the person for whom one will consult the Ifá oracle.,False,Seeking guidance from the Ifá oracle makes one weaker,Consulting the Ifá oracle limits one's potential for gaining wisdom,One cannot be wiser than the person for whom one will consult the Ifá oracle.,One is born with a fixed amount of wisdom,C,One is born with a fixed amount of wisdom,Seeking guidance from the Ifá oracle makes one weaker,Consulting the Ifá oracle limits one's potential for gaining wisdom,"<reasoning>The proverb warns against overestimating one's wisdom, particularly in comparison to someone who seeks guidance from the Ifá oracle, a traditional Yoruba system of divination. A literal but incorrect reading might misunderstand the concept of wisdom or the role of the Ifá oracle. For instance, one might think the proverb suggests that the person consulting the oracle is inherently wiser",1.0,1.0,0.62,0.9,97.0
a,cot_en,Yoruba,YOR0023,A kì í gbọ́n tó Báyìí-ni-ngó-ṣe-ǹkan-àn mi,One cannot be as wise as ‘‘Thus-will-I-do my-thing.’’,One cannot be as wise as ‘‘Thus-will-I-do my-thing.’’,False,One cannot be as wise as ‘‘Thus-will-I-do my-thing.’’,One cannot be as skilled as someone who does things in a predetermined manner,It is impossible to match the wisdom of someone who always has a plan,No one can be as intelligent as someone who insists on doing things their way,A,One cannot be as skilled as someone who does things in a predetermined manner,It is impossible to match the wisdom of someone who always has a plan,No one can be as intelligent as someone who insists on doing things their way,"<reasoning> The Yoruba proverb suggests that one cannot be as wise as someone who claims to have all the answers or a set plan, implied by ""Thus-will-I-do my-thing."" A literal reading might misinterpret this phrase as being about someone's ability to plan or do things in a specific way, rather than the idiomatic expression of self-assuredness or stubbornness. Therefore, incorrect interpretations c",1.0,1.0,1.79,0.84,95.2
a,cot_en,Yoruba,YOR0024,A kì í gbọ́n tó ‘‘Èmi-lóni-í.’’,One cannot be as wise as ‘‘I-am-the-owner.’’,One cannot be as wise as ‘‘I-am-the-owner.’’,False,nobody is wiser than the property owner,it's impossible to outsmart the boss,one cannot be smarter than a landlord,One cannot be as wise as ‘‘I-am-the-owner.’’,D,one cannot be smarter than a landlord,it's impossible to outsmart the boss,nobody is wiser than the property owner,"<reasoning>The Yoruba proverb 'A kì í gbọ́n tó ‘‘Èmi-lóni-í’’ translates to English as 'One cannot be as wise as ‘‘I-am-the-owner.’’ A literal reading of this might lead a reader to incorrect interpretations, such as thinking it's about comparing wisdom to being an owner in different contexts. For instance, one might think it suggests a comparison between the wisdom of a person who owns something ",1.0,1.0,0.95,0.95,98.5
a,cot_en,Yoruba,YOR0025,A kì í gbọ́n tó ẹni tí ńtannijẹ.,One is never as wise as the person deceiving one.,One is never as wise as the person deceiving one.,False,Deceivers are inherently more wise than their victims,One is never as wise as the person deceiving one.,One should always assume others are more intelligent,It's impossible to outsmart someone who is deceiving you,B,One should always assume others are more intelligent,Deceivers are inherently more wise than their victims,It's impossible to outsmart someone who is deceiving you,"<reasoning>When considering literal interpretations of the Yoruba proverb ""A kì í gbọ́n tó ẹni tí ńtannijẹ"" or its English translation ""One is never as wise as the person deceiving one,"" a reader might misunderstand the proverb's intent by taking it to mean something about the relative intelligence or wisdom of individuals in a deception scenario. Wrong literal readings could involve misinterpreti",1.0,1.0,0.83,0.95,98.5
a,cot_en,Yoruba,YOR0026,A kì í jayé ọba ká ṣu sára.,One does not so luxuriate in one’s majesty that one shits on oneself.,One does not so luxuriate in one’s majesty that one shits on oneself.,False,Majesty directly causes one to engage in filthy behavior,One does not so luxuriate in one’s majesty that one shits on oneself.,Luxuriating in majesty causes involuntary defecation,The king defecates on himself due to luxurious living,B,The king defecates on himself due to luxurious living,Luxuriating in majesty causes involuntary defecation,Majesty directly causes one to engage in filthy behavior,"<reasoning>The Yoruba proverb ""A kì í jayé ọba ká ṣu sára"" translated to English means ""One does not so luxuriate in one’s majesty that one shits on oneself."" This proverb is cautioning against excessive pride or arrogance, suggesting that one should not let their high status or position lead them to behave in a way that is ultimately self-destructive or demeaning. A literal interpretation might m",1.0,1.0,0.62,0.9,97.0
a,cot_en,Yoruba,YOR0027,A kì í jẹ oyè ẹnu ọ̀nà kalẹ́.,One does not bear the title of gatekeeper even until nighttime.,One does not bear the title of gatekeeper even until nighttime.,False,Gatekeepers are not allowed to work at night,The role of gatekeeper is restricted to daytime only,One should not hold a gatekeeper position beyond daylight hours,One does not bear the title of gatekeeper even until nighttime.,D,One should not hold a gatekeeper position beyond daylight hours,Gatekeepers are not allowed to work at night,The role of gatekeeper is restricted to daytime only,"<reasoning>The Yoruba proverb ""A kì í jẹ oyè ẹnu ọ̀nà kalẹ́"" translates to ""One does not bear the title of gatekeeper even until nighttime."" This proverb likely conveys a message about the temporary or fleeting nature of certain responsibilities or positions. However, a literal reading might lead to misinterpretations. For instance, one might think it's about the actual role of a gatekeeper and th",1.0,1.0,0.82,0.94,98.2
a,cot_en,Yoruba,YOR0028,A kì í kó èlé ṣẹ̀ṣọ́.,One does not live fashionably on borrowed money.,One does not live fashionably on borrowed money.,False,One does not live fashionably on borrowed money.,fashion is bad when paid with loans,credit is not fashionable,borrowed money can never be stylish,A,fashion is bad when paid with loans,borrowed money can never be stylish,credit is not fashionable,"<reasoning>When interpreting the Yoruba proverb ""A kì í kó èlé ṣẹ̀ṣọ́"" literally, one might misunderstand the metaphorical advice it conveys. The phrase could be taken to mean that living a fashionable life is directly tied to financial independence, but without considering the broader cultural context or the idiomatic expression, a reader might jump to conclusions such as the idea that fashion it",1.0,0.6666666666666666,0.71,0.97,89.1
a,cot_en,Yoruba,YOR0029,A kì í kórira ọ̀fọ́n-ọ̀n ká finá bọ ahéré.,One does not so hate the bush rat that one sets one’s farm hut alight.,One does not so hate the bush rat that one sets one’s farm hut alight.,False,Setting farm huts on fire is an effective method to get rid of bush rats,The bush rat is a significant threat to farm huts and requires drastic pest control measures,One does not so hate the bush rat that one sets one’s farm hut alight.,People who hate bush rats are prone to arson,C,The bush rat is a significant threat to farm huts and requires drastic pest control measures,Setting farm huts on fire is an effective method to get rid of bush rats,People who hate bush rats are prone to arson,"<reasoning>When interpreting the proverb ""A kì í kórira ọ̀fọ́n-ọ̀n ká finá bọ ahéré"" literally, a reader might misunderstand the intention behind the phrase. The proverb is cautioning against taking extreme measures in response to a problem. However, a wrong literal reading might lead one to believe that the phrase is discussing actual bush rats and farm huts, rather than using them as metaphors f",1.0,1.0,0.89,0.86,95.8
a,cot_en,Yoruba,YOR0030,A kì í kọ́ àgbàlagbà pé bó bá rún kó rún.,"One does not teach an elder that, what has been crushed should remain crushed.","One does not teach an elder that, what has been crushed should remain crushed.",False,never reuse a crushed can,"One does not teach an elder that, what has been crushed should remain crushed.",do not try to fix a broken toy,leave a damaged book unrepaired,B,do not try to fix a broken toy,never reuse a crushed can,leave a damaged book unrepaired,"<reasoning>The proverb suggests that once something is broken or crushed, it should be left that way and not attempted to be fixed or changed. A wrong literal interpretation might involve taking the phrase too literally, such as assuming it's about physical objects or actions. For instance, one might think it's about not trying to fix a broken toy or not reusing a crushed item. Another interpretat",1.0,1.0,0.43,0.91,97.3
a,cot_en,Yoruba,YOR0031,A kì í kọ ẹlẹ́ṣin ká tún lọ fẹ́ ẹlẹ́ṣẹ̀.,One does not divorce a horse rider and go marry a pedestrian.,One does not divorce a horse rider and go marry a pedestrian.,False,advice against transitioning from a partner with a vehicle to one without,divorcing someone who rides horses to marry someone who walks,preference for marrying individuals with equestrian skills over those without,One does not divorce a horse rider and go marry a pedestrian.,D,divorcing someone who rides horses to marry someone who walks,preference for marrying individuals with equestrian skills over those without,advice against transitioning from a partner with a vehicle to one without,"<reasoning>The Yoruba proverb 'A kì í kọ ẹlẹ́ṣin ká tún lọ fẹ́ ẹlẹ́ṣẹ̀' translates to 'One does not divorce a horse rider and go marry a pedestrian' in English. A literal reading might lead one to think this is about marriage preferences related to transportation modes or occupations. However, the proverb is actually advising against exchanging something valuable or powerful for something less so.",1.0,1.0,0.89,0.95,98.5
a,cot_en,Yoruba,YOR0032,A kì í lé èkúté ilé ẹni ká fọwọ́ ṣẹ́.,One does not shoo the mouse in one’s house and break one’s hand.,One does not shoo the mouse in one’s house and break one’s hand.,False,Never use your bare hands to deal with mice in your house,One does not shoo the mouse in one’s house and break one’s hand.,Do not try to catch a mouse if you have a fragile hand,Avoid hitting your hand on the wall when chasing a mouse,B,Do not try to catch a mouse if you have a fragile hand,Avoid hitting your hand on the wall when chasing a mouse,Never use your bare hands to deal with mice in your house,"<reasoning>The proverb ""A kì í lé èkúté ilé ẹni ká fọwọ́ ṣẹ́"" translates to ""One does not shoo the mouse in one’s house and break one’s hand"" in English. When considering literal interpretations that might be misguided, one could think of scenarios where the action described is taken at face value, without considering the idiomatic or metaphorical meaning. For instance, a literal reading might inv",1.0,1.0,0.92,0.92,97.6
