task,sample_id,language,correct_pos,eval_groq,eval_nvidia,eval_answer,eval_correct
b,MID0100,Arabic,C,C,,C,1
b,MID0101,Arabic,C,C,,C,1
b,MID0102,Arabic,A,A,,A,1
b,MID0103,Arabic,B,B,,B,1
b,MID0104,Arabic,B,A,,A,0
b,MID0105,Arabic,A,A,,A,1
b,MID0106,Arabic,B,B,,B,1
b,MID0107,Arabic,D,D,,D,1
b,MID0108,Arabic,B,A,,A,0
b,MID0109,Arabic,C,C,,C,1
b,MID0110,Arabic,A,A,A,A,1
b,MID0111,Arabic,D,A,,A,0
b,MID0112,Arabic,D,D,,D,1
b,MID0113,Arabic,C,C,,C,1
b,MID0114,Arabic,A,A,,A,1
b,MID0115,Arabic,B,B,,B,1
b,MID0116,Arabic,D,A,,A,0
b,MID0117,Arabic,D,A,,A,0
b,MID0118,Arabic,A,A,,A,1
b,MID0119,Arabic,C,C,,C,1
b,MID0120,Arabic,D,D,,D,1
b,MID0121,Arabic,B,,A,,0
b,MID0122,Arabic,C,C,,C,1
b,MID0123,Arabic,D,D,,D,1
b,MID0124,Arabic,B,B,,B,1
b,MID0125,Arabic,A,A,,A,1
b,MID0126,Arabic,D,D,,D,1
b,MID0127,Arabic,D,D,,D,1
b,MID0128,Arabic,C,C,,C,1
b,MID0129,Arabic,C,C,,C,1
b,MID0130,Arabic,B,B,,B,1
b,MID0131,Arabic,B,B,,B,1
b,MID0132,Arabic,D,D,,D,1
b,MID0133,Arabic,A,D,,D,0
b,MID0134,Arabic,C,C,,C,1
b,MID0135,Arabic,B,A,,A,0
b,MID0136,Arabic,C,A,,A,0
b,MID0137,Arabic,,A,A,A,0
b,MID0138,Arabic,B,A,,A,0
b,MID0139,Arabic,,A,A,A,0
b,MID0140,Arabic,C,C,,C,1
b,MID0141,Arabic,D,D,,D,1
b,MID0142,Arabic,D,D,,D,1
b,MID0143,Arabic,C,C,,C,1
b,MID0144,Arabic,C,C,,C,1
b,MID0145,Arabic,A,A,,A,1
b,MID0146,Arabic,C,C,,C,1
b,MID0147,Arabic,A,A,,A,1
b,MID0148,Arabic,D,A,,A,0
b,MID0149,Arabic,D,D,,D,1
b,MID0150,Arabic,A,A,,A,1
b,MID0151,Arabic,B,B,,B,1
b,MID0152,Arabic,A,A,,A,1
b,MID0153,Arabic,B,B,,B,1
b,MID0154,Arabic,D,D,,D,1
b,MID0155,Arabic,B,B,,B,1
b,MID0156,Arabic,D,D,,D,1
b,MID0157,Arabic,A,A,,A,1
b,MID0158,Arabic,D,D,,D,1
b,MID0159,Arabic,C,C,,C,1
b,MID0160,Arabic,B,B,,B,1
b,MID0161,Arabic,A,A,,A,1
b,MID0162,Arabic,C,C,,C,1
b,MID0163,Arabic,D,D,,D,1
b,MID0164,Arabic,B,B,,B,1
b,MID0165,Arabic,C,C,,C,1
b,MID0166,Arabic,A,A,,A,1
b,MID0167,Arabic,C,D,,D,0
b,MID0168,Arabic,B,B,,B,1
b,MID0169,Arabic,A,A,,A,1
b,MID0170,Arabic,B,B,,B,1
b,MID0171,Arabic,B,B,,B,1
b,MID0172,Arabic,D,D,,D,1
b,MID0173,Arabic,A,A,,A,1
b,MID0174,Arabic,D,D,,D,1
b,MID0175,Arabic,B,B,,B,1
b,MID0176,Arabic,B,B,,B,1
b,MID0177,Arabic,B,B,,B,1
b,MID0178,Arabic,D,D,,D,1
b,MID0179,Arabic,A,A,,A,1
b,MID0180,Arabic,C,C,,C,1
b,MID0181,Arabic,C,C,,C,1
b,MID0182,Arabic,B,B,,B,1
b,MID0183,Arabic,D,D,,D,1
b,MID0184,Arabic,C,C,,C,1
b,MID0185,Arabic,C,C,,C,1
b,MID0186,Arabic,B,B,,B,1
b,MID0187,Arabic,A,A,,A,1
b,MID0188,Arabic,D,D,,D,1
b,MID0189,Arabic,A,A,,A,1
b,MID0190,Arabic,C,C,,C,1
b,MID0191,Arabic,B,B,,B,1
b,MID0192,Arabic,A,A,,A,1
b,MID0193,Arabic,C,C,,C,1
b,MID0194,Arabic,B,B,,B,1
b,MID0195,Arabic,D,D,,D,1
b,MID0196,Arabic,C,C,,C,1
b,MID0197,Arabic,B,B,,B,1
b,MID0198,Arabic,A,A,,A,1
b,MID0199,Arabic,D,D,,D,1
b,MID0200,Arabic,A,A,,A,1
b,MID0201,Arabic,A,A,,A,1
b,MID0202,Arabic,D,D,,D,1
b,MID0203,Arabic,D,D,,D,1
b,MID0204,Arabic,B,B,,B,1
b,MID0205,Arabic,A,A,,A,1
b,MID0206,Arabic,D,D,,D,1
b,MID0207,Arabic,C,C,,C,1
b,MID0208,Arabic,D,D,,D,1
b,MID0209,Arabic,D,D,,D,1
b,MID0210,Arabic,D,D,,D,1
b,MID0211,Arabic,C,C,,C,1
b,MID0212,Arabic,D,D,,D,1
b,MID0213,Arabic,D,D,,D,1
b,MID0214,Arabic,C,C,,C,1
b,MID0215,Arabic,B,B,,B,1
b,MID0216,Arabic,B,B,,B,1
b,MID0217,Arabic,A,B,,B,0
b,MID0218,Arabic,D,D,,D,1
b,MID0219,Arabic,C,C,,C,1
b,MID0220,Arabic,A,A,,A,1
b,MID0221,Arabic,B,B,,B,1
b,MID0222,Arabic,B,B,,B,1
b,MID0223,Arabic,C,C,,C,1
b,MID0224,Arabic,B,B,,B,1
b,MID0225,Arabic,B,B,,B,1
b,MID0226,Arabic,C,B,,B,0
b,MID0227,Arabic,D,A,,A,0
b,MID0228,Arabic,A,A,,A,1
b,MID0229,Arabic,A,A,,A,1
b,MID0230,Arabic,B,B,,B,1
b,MID0231,Arabic,C,C,,C,1
b,MID0232,Arabic,B,B,,B,1
b,MID0233,Arabic,B,A,,A,0
b,MID0234,Arabic,B,B,,B,1
b,MID0235,Arabic,A,A,,A,1
b,MID0236,Arabic,D,D,,D,1
b,MID0237,Arabic,B,B,,B,1
b,MID0238,Arabic,D,D,,D,1
b,MID0239,Arabic,C,C,,C,1
b,MID0240,Arabic,D,D,,D,1
b,MID0241,Arabic,C,A,,A,0
b,MID0242,Arabic,C,D,,D,0
b,MID0243,Arabic,A,A,,A,1
b,MID0244,Arabic,D,D,,D,1
b,MID0245,Arabic,B,B,,B,1
b,MID0246,Arabic,D,D,,D,1
b,MID0247,Arabic,B,B,,B,1
b,MID0248,Arabic,A,A,,A,1
b,MID0249,Arabic,B,B,,B,1
b,MID0250,Arabic,D,D,,D,1
b,MID0251,Arabic,C,B,,B,0
b,MID0252,Arabic,B,A,,A,0
b,MID0253,Arabic,D,D,,D,1
b,MID0254,Arabic,B,B,,B,1
b,MID0255,Arabic,D,A,,A,0
b,MID0256,Arabic,C,C,,C,1
b,MID0257,Arabic,C,C,,C,1
b,MID0258,Arabic,A,A,,A,1
b,MID0259,Arabic,A,A,,A,1
b,MID0260,Arabic,B,B,,B,1
b,MID0261,Arabic,A,A,,A,1
b,MID0262,Arabic,C,,A,,0
b,MID0263,Arabic,D,D,,D,1
b,MID0264,Arabic,D,A,,A,0
b,MID0265,Arabic,A,A,A,A,1
b,MID0266,Arabic,D,D,,D,1
b,MID0267,Arabic,D,D,,D,1
b,MID0268,Arabic,B,B,,B,1
b,MID0269,Arabic,D,D,,D,1
b,MID0270,Arabic,C,C,,C,1
b,MID0271,Arabic,D,D,,D,1
b,MID0272,Arabic,B,B,,B,1
b,MID0273,Arabic,A,A,,A,1
b,MID0274,Arabic,B,B,,B,1
b,MID0275,Arabic,B,B,,B,1
b,MID0276,Arabic,B,D,,D,0
b,MID0277,Arabic,D,C,,C,0
b,MID0278,Arabic,C,A,,A,0
b,MID0279,Arabic,B,B,,B,1
b,MID0280,Arabic,D,D,,D,1
b,MID0281,Arabic,C,A,,A,0
b,MID0282,Arabic,B,A,,A,0
b,MID0283,Arabic,B,B,,B,1
b,MID0284,Arabic,C,C,,C,1
b,MID0285,Arabic,B,B,,B,1
b,MID0286,Arabic,C,A,,A,0
b,MID0287,Arabic,C,C,,C,1
b,MID0288,Arabic,A,A,,A,1
b,MID0289,Arabic,C,C,,C,1
b,MID0290,Arabic,B,B,,B,1
b,MID0291,Arabic,A,A,,A,1
b,MID0292,Arabic,B,B,,B,1
b,MID0293,Arabic,A,A,,A,1
b,MID0294,Arabic,B,A,,A,0
b,MID0295,Arabic,A,A,,A,1
b,MID0296,Arabic,C,C,,C,1
b,MID0297,Arabic,B,C,,C,0
b,MID0298,Arabic,D,A,,A,0
b,MID0299,Arabic,C,B,,B,0
b,MID0300,Arabic,D,D,,D,1
b,MID0301,Arabic,D,D,,D,1
b,MID0302,Arabic,B,B,,B,1
b,MID0303,Arabic,B,D,,D,0
b,MID0304,Arabic,D,D,,D,1
b,MID0305,Arabic,C,C,,C,1
b,MID0306,Arabic,A,A,,A,1
b,MID0307,Arabic,A,A,,A,1
b,MID0308,Arabic,A,C,,C,0
b,MID0309,Arabic,C,C,,C,1
b,MID0310,Arabic,D,D,,D,1
b,MID0311,Arabic,A,A,,A,1
b,MID0312,Arabic,C,C,,C,1
b,MID0313,Arabic,B,D,,D,0
b,MID0314,Arabic,D,B,,B,0
b,MID0315,Arabic,C,C,,C,1
b,MID0316,Arabic,B,A,,A,0
b,MID0317,Arabic,A,A,,A,1
b,MID0318,Arabic,A,A,,A,1
b,MID0319,Arabic,C,C,,C,1
b,MID0320,Arabic,C,A,,A,0
b,MID0321,Arabic,B,B,,B,1
b,MID0322,Arabic,C,C,,C,1
b,MID0323,Arabic,B,D,,D,0
b,MID0324,Arabic,C,C,,C,1
b,MID0325,Arabic,D,D,,D,1
b,MID0326,Arabic,A,A,,A,1
b,MID0327,Arabic,A,,,,0
b,MID0328,Arabic,A,A,,A,1
b,MID0329,Arabic,D,A,,A,0
b,MID0330,Arabic,C,A,,A,0
b,MID0331,Arabic,B,B,,B,1
b,MID0332,Arabic,A,A,,A,1
b,MID0333,Arabic,A,A,,A,1
b,MID0334,Arabic,D,D,,D,1
b,MID0335,Arabic,C,C,,C,1
b,MID0336,Arabic,A,A,,A,1
b,MID0337,Arabic,A,D,,D,0
b,MID0338,Arabic,B,A,,A,0
b,MID0339,Arabic,A,A,,A,1
b,MID0340,Arabic,A,A,,A,1
b,MID0341,Arabic,A,B,,B,0
b,MID0342,Arabic,D,A,,A,0
b,MID0343,Arabic,D,D,,D,1
b,MID0344,Arabic,B,B,,B,1
b,MID0345,Arabic,C,C,,C,1
b,MID0346,Arabic,D,A,,A,0
b,MID0347,Arabic,C,C,,C,1
b,MID0348,Arabic,A,A,,A,1
b,MID0349,Arabic,B,B,,B,1
b,MID0350,Arabic,D,D,,D,1
b,MID0351,Arabic,B,A,,A,0
b,MID0352,Arabic,C,C,,C,1
b,MID0353,Arabic,A,A,,A,1
b,MID0354,Arabic,C,C,,C,1
b,MID0355,Arabic,D,D,,D,1
b,MID0356,Arabic,B,B,,B,1
b,MID0357,Arabic,B,B,,B,1
b,MID0358,Arabic,C,C,,C,1
b,MID0359,Arabic,B,B,,B,1
b,MID0360,Arabic,C,C,,C,1
b,MID0361,Arabic,A,A,,A,1
b,MID0362,Arabic,A,A,,A,1
b,MID0363,Arabic,C,C,,C,1
b,MID0364,Arabic,D,D,,D,1
b,MID0365,Arabic,D,D,,D,1
b,MID0366,Arabic,B,B,,B,1
b,MID0367,Arabic,C,C,,C,1
b,MID0368,Arabic,D,D,,D,1
b,MID0369,Arabic,D,D,,D,1
b,MID0370,Arabic,B,B,,B,1
b,MID0371,Arabic,A,A,A,A,1
b,MID0372,Arabic,C,B,,B,0
b,MID0373,Arabic,D,A,,A,0
b,MID0374,Arabic,C,C,,C,1
b,MID0375,Arabic,B,D,,D,0
b,MID0376,Arabic,B,B,,B,1
b,MID0377,Arabic,D,D,,D,1
b,MID0378,Arabic,A,A,,A,1
b,MID0379,Arabic,C,C,,C,1
b,MID0380,Arabic,B,B,,B,1
b,MID0381,Arabic,C,A,,A,0
b,MID0382,Arabic,D,C,,C,0
b,MID0383,Arabic,A,A,,A,1
b,MID0384,Arabic,A,A,,A,1
b,MID0385,Arabic,B,B,,B,1
b,MID0386,Arabic,C,A,,A,0
b,MID0387,Arabic,D,D,,D,1
b,MID0388,Arabic,C,C,,C,1
b,MID0389,Arabic,C,C,,C,1
b,MID0390,Arabic,D,D,,D,1
b,MID0391,Arabic,A,A,,A,1
b,MID0392,Arabic,C,C,,C,1
b,MID0393,Arabic,C,,,,0
b,MID0394,Arabic,D,D,,D,1
b,MID0395,Arabic,D,D,,D,1
b,MID0396,Arabic,B,B,,B,1
b,MID0397,Arabic,D,D,,D,1
b,MID0398,Arabic,B,B,,B,1
b,MID0399,Arabic,B,A,,A,0
b,MID0400,Arabic,B,B,,B,1
b,MID0401,Arabic,A,A,,A,1
b,MID0402,Arabic,C,C,,C,1
b,MID0403,Arabic,D,A,,A,0
b,MID0404,Arabic,C,C,,C,1
b,MID0405,Arabic,D,D,,D,1
b,MID0406,Arabic,D,A,,A,0
b,MID0407,Arabic,C,C,,C,1
b,MID0408,Arabic,C,C,,C,1
b,MID0409,Arabic,A,A,,A,1
b,MID0410,Arabic,A,A,,A,1
b,MID0411,Arabic,C,A,,A,0
b,MID0412,Arabic,A,A,,A,1
b,MID0413,Arabic,D,D,,D,1
b,MID0414,Arabic,B,B,,B,1
b,MID0415,Arabic,B,B,,B,1
b,MID0416,Arabic,C,C,,C,1
b,MID0417,Arabic,D,D,,D,1
b,MID0418,Arabic,A,A,,A,1
b,MID0419,Arabic,B,A,,A,0
b,MID0420,Arabic,A,A,,A,1
b,MID0421,Arabic,B,A,,A,0
b,MID0422,Arabic,B,B,,B,1
b,MID0423,Arabic,A,D,,D,0
b,MID0424,Arabic,A,A,,A,1
b,MID0425,Arabic,D,A,,A,0
b,MID0426,Arabic,A,A,,A,1
b,MID0427,Arabic,C,C,,C,1
b,MID0428,Arabic,C,A,,A,0
b,MID0429,Arabic,A,A,,A,1
b,MID0430,Arabic,C,C,,C,1
b,MID0431,Arabic,A,A,,A,1
b,MID0432,Arabic,C,C,,C,1
b,MID0433,Arabic,B,,,,0
b,MID0434,Arabic,A,C,,C,0
b,MID0435,Arabic,C,C,,C,1
b,MID0436,Arabic,C,C,,C,1
b,MID0437,Arabic,D,D,,D,1
b,MID0438,Arabic,C,C,,C,1
b,MID0439,Arabic,C,C,,C,1
b,MID0440,Arabic,D,D,,D,1
b,MID0441,Arabic,B,B,,B,1
b,MID0442,Arabic,D,D,,D,1
b,MID0443,Arabic,D,D,,D,1
b,MID0444,Arabic,A,A,,A,1
b,MID0445,Arabic,A,A,,A,1
b,MID0446,Arabic,C,C,,C,1
b,MID0447,Arabic,C,C,,C,1
b,MID0448,Arabic,D,D,,D,1
b,MID0449,Arabic,D,,,,0
b,MID0450,Arabic,B,,,,0
b,MID0451,Arabic,B,B,,B,1
b,MID0452,Arabic,B,A,,A,0
b,MID0453,Arabic,A,C,,C,0
b,MID0454,Arabic,C,C,,C,1
b,MID0455,Arabic,B,D,,D,0
b,MID0456,Arabic,A,A,,A,1
b,MID0457,Arabic,C,,,,0
b,MID0458,Arabic,C,A,,A,0
b,MID0459,Arabic,B,D,,D,0
b,MID0460,Arabic,C,C,,C,1
b,MID0461,Arabic,B,B,,B,1
b,MID0462,Arabic,D,D,,D,1
b,MID0463,Arabic,A,,,,0
b,MID0464,Arabic,B,A,,A,0
b,MID0465,Arabic,D,D,,D,1
b,MID0466,Arabic,B,B,,B,1
b,MID0467,Arabic,B,B,,B,1
b,MID0468,Arabic,D,,,,0
b,MID0469,Arabic,B,A,,A,0
b,MID0470,Arabic,C,C,,C,1
b,MID0471,Arabic,B,B,,B,1
b,MID0472,Arabic,D,D,,D,1
b,MID0473,Arabic,D,,,,0
b,MID0474,Arabic,D,A,,A,0
b,MID0475,Arabic,C,,,,0
b,MID0476,Arabic,C,A,,A,0
b,MID0477,Arabic,C,C,,C,1
b,MID0478,Arabic,B,A,,A,0
b,MID0479,Arabic,D,,,,0
b,MID0480,Arabic,C,C,,C,1
b,MID0481,Arabic,D,D,,D,1
b,MID0482,Arabic,A,A,,A,1
b,MID0483,Arabic,B,,,,0
b,MID0484,Arabic,B,B,,B,1
b,MID0485,Arabic,C,,,,0
b,MID0486,Arabic,A,A,,A,1
b,MID0487,Arabic,C,C,,C,1
b,MID0488,Arabic,A,A,,A,1
