task,sample_id,language,correct_pos,eval_groq,eval_nvidia,eval_answer,eval_correct
b,YOR0134,Yoruba,B,B,,B,1
b,YOR0135,Yoruba,A,A,,A,1
b,YOR0136,Yoruba,A,A,,A,1
b,YOR0137,Yoruba,D,D,,D,1
b,YOR0138,Yoruba,D,D,,D,1
b,YOR0139,Yoruba,C,C,,C,1
b,YOR0140,Yoruba,C,C,,C,1
b,YOR0141,Yoruba,A,D,,D,0
b,YOR0142,Yoruba,C,A,,A,0
b,YOR0143,Yoruba,C,C,,C,1
b,YOR0144,Yoruba,B,B,,B,1
b,YOR0145,Yoruba,C,C,,C,1
b,YOR0146,Yoruba,D,D,,D,1
b,YOR0147,Yoruba,D,D,,D,1
b,YOR0148,Yoruba,C,B,,B,0
b,YOR0149,Yoruba,A,A,,A,1
b,YOR0150,Yoruba,D,D,,D,1
b,YOR0151,Yoruba,D,D,,D,1
b,YOR0152,Yoruba,C,C,,C,1
b,YOR0153,Yoruba,D,D,,D,1
b,YOR0154,Yoruba,C,C,,C,1
b,YOR0156,Yoruba,D,D,,D,1
b,YOR0157,Yoruba,C,A,,A,0
b,YOR0158,Yoruba,C,C,,C,1
b,YOR0159,Yoruba,D,A,,A,0
b,YOR0160,Yoruba,B,B,,B,1
b,YOR0161,Yoruba,A,A,,A,1
b,YOR0162,Yoruba,B,B,,B,1
b,YOR0163,Yoruba,B,B,,B,1
b,YOR0164,Yoruba,D,A,,A,0
b,YOR0165,Yoruba,C,A,,A,0
b,YOR0166,Yoruba,C,B,,B,0
b,YOR0167,Yoruba,A,A,,A,1
b,YOR0169,Yoruba,D,A,,A,0
b,YOR0170,Yoruba,,A,A,A,0
b,YOR0171,Yoruba,D,D,,D,1
b,YOR0172,Yoruba,B,C,,C,0
b,YOR0173,Yoruba,A,A,,A,1
b,YOR0174,Yoruba,C,C,,C,1
b,YOR0175,Yoruba,A,A,,A,1
b,YOR0176,Yoruba,B,A,,A,0
b,YOR0177,Yoruba,A,A,,A,1
b,YOR0178,Yoruba,A,A,,A,1
b,YOR0179,Yoruba,D,D,,D,1
b,YOR0180,Yoruba,C,C,,C,1
b,YOR0181,Yoruba,C,D,,D,0
b,YOR0182,Yoruba,D,D,,D,1
b,YOR0183,Yoruba,B,A,A,A,0
b,YOR0184,Yoruba,B,A,A,A,0
b,YOR0185,Yoruba,D,D,,D,1
b,YOR0186,Yoruba,A,A,A,A,1
b,YOR0187,Yoruba,B,A,,A,0
b,YOR0188,Yoruba,D,D,,D,1
b,YOR0189,Yoruba,C,A,,A,0
b,YOR0190,Yoruba,A,A,A,A,1
b,YOR0191,Yoruba,B,B,,B,1
b,YOR0192,Yoruba,A,A,,A,1
b,YOR0193,Yoruba,D,D,,D,1
b,YOR0194,Yoruba,D,D,,D,1
b,YOR0195,Yoruba,C,C,,C,1
b,YOR0196,Yoruba,C,,B,,0
b,YOR0197,Yoruba,D,,B,,0
b,YOR0198,Yoruba,C,,B,,0
b,YOR0199,Yoruba,A,A,,A,1
b,YOR0200,Yoruba,B,,B,,0
b,YOR0201,Yoruba,D,B,,B,0
b,YOR0202,Yoruba,B,B,,B,1
b,YOR0203,Yoruba,B,,B,,0
b,YOR0204,Yoruba,C,,B,,0
b,YOR0205,Yoruba,A,A,,A,1
b,YOR0206,Yoruba,A,A,,A,1
b,YOR0207,Yoruba,A,A,,A,1
b,YOR0208,Yoruba,D,D,,D,1
b,YOR0209,Yoruba,B,B,B,B,1
b,YOR0210,Yoruba,D,,B,,0
b,YOR0211,Yoruba,C,,B,,0
b,YOR0212,Yoruba,B,B,,B,1
b,YOR0213,Yoruba,A,A,,A,1
b,YOR0214,Yoruba,A,,B,,0
b,YOR0215,Yoruba,C,B,,B,0
b,YOR0216,Yoruba,B,A,,A,0
b,YOR0217,Yoruba,C,C,,C,1
b,YOR0218,Yoruba,C,D,,D,0
b,YOR0219,Yoruba,B,A,,A,0
b,YOR0220,Yoruba,C,C,,C,1
b,YOR0221,Yoruba,B,,B,,0
b,YOR0222,Yoruba,B,A,,A,0
b,YOR0223,Yoruba,C,A,,A,0
b,YOR0224,Yoruba,B,,B,,0
b,YOR0225,Yoruba,B,B,,B,1
b,YOR0226,Yoruba,B,A,,A,0
b,YOR0227,Yoruba,B,,B,,0
b,YOR0228,Yoruba,D,D,,D,1
b,YOR0229,Yoruba,B,B,,B,1
b,YOR0230,Yoruba,B,A,,A,0
b,YOR0231,Yoruba,A,A,,A,1
b,YOR0232,Yoruba,B,B,,B,1
b,YOR0233,Yoruba,C,C,,C,1
b,YOR0234,Yoruba,A,A,,A,1
b,YOR0235,Yoruba,D,A,,A,0
b,YOR0236,Yoruba,D,D,,D,1
b,YOR0237,Yoruba,D,,B,,0
b,YOR0238,Yoruba,C,A,,A,0
b,YOR0239,Yoruba,D,,B,,0
b,YOR0240,Yoruba,A,A,,A,1
b,YOR0241,Yoruba,A,A,,A,1
b,YOR0242,Yoruba,C,C,,C,1
b,YOR0243,Yoruba,B,D,,D,0
b,YOR0244,Yoruba,B,B,B,B,1
b,YOR0245,Yoruba,C,C,,C,1
b,YOR0246,Yoruba,A,,D,,0
b,YOR0247,Yoruba,C,C,,C,1
b,YOR0248,Yoruba,C,A,,A,0
b,YOR0249,Yoruba,D,D,,D,1
b,YOR0250,Yoruba,B,B,,B,1
b,YOR0251,Yoruba,A,A,A,A,1
b,YOR0252,Yoruba,D,D,,D,1
b,YOR0253,Yoruba,C,A,,A,0
b,YOR0254,Yoruba,C,C,,C,1
b,YOR0256,Yoruba,B,B,,B,1
b,YOR0257,Yoruba,B,B,,B,1
b,YOR0258,Yoruba,B,B,,B,1
b,YOR0259,Yoruba,A,A,,A,1
b,YOR0260,Yoruba,A,A,,A,1
b,YOR0261,Yoruba,D,D,,D,1
b,YOR0262,Yoruba,C,C,,C,1
b,YOR0263,Yoruba,B,A,,A,0
b,YOR0266,Yoruba,A,A,,A,1
b,YOR0267,Yoruba,B,B,,B,1
b,YOR0268,Yoruba,C,C,,C,1
b,YOR0269,Yoruba,C,C,,C,1
b,YOR0270,Yoruba,D,D,,D,1
b,YOR0271,Yoruba,A,B,,B,0
b,YOR0272,Yoruba,A,A,,A,1
b,YOR0273,Yoruba,D,D,,D,1
b,YOR0274,Yoruba,A,A,,A,1
b,YOR0275,Yoruba,A,A,,A,1
b,YOR0276,Yoruba,C,C,,C,1
b,YOR0277,Yoruba,A,A,,A,1
b,YOR0278,Yoruba,D,A,,A,0
b,YOR0279,Yoruba,A,B,,B,0
b,YOR0281,Yoruba,C,C,,C,1
b,YOR0282,Yoruba,,A,A,A,0
b,YOR0283,Yoruba,,A,A,A,0
b,YOR0284,Yoruba,,A,A,A,0
b,YOR0285,Yoruba,D,B,,B,0
b,YOR0286,Yoruba,C,D,,D,0
b,YOR0287,Yoruba,D,D,,D,1
b,YOR0288,Yoruba,C,C,,C,1
b,YOR0289,Yoruba,B,B,,B,1
b,YOR0290,Yoruba,D,D,,D,1
b,YOR0291,Yoruba,B,B,,B,1
b,YOR0292,Yoruba,A,A,,A,1
b,YOR0293,Yoruba,A,A,,A,1
b,YOR0294,Yoruba,D,A,,A,0
b,YOR0295,Yoruba,C,C,,C,1
b,YOR0296,Yoruba,B,B,,B,1
b,YOR0297,Yoruba,D,D,,D,1
b,YOR0298,Yoruba,C,A,,A,0
b,YOR0299,Yoruba,B,A,,A,0
b,YOR0300,Yoruba,D,D,,D,1
b,YOR0301,Yoruba,B,D,,D,0
b,YOR0302,Yoruba,C,A,,A,0
b,YOR0303,Yoruba,B,B,,B,1
b,YOR0304,Yoruba,C,A,,A,0
b,YOR0305,Yoruba,B,D,,D,0
b,YOR0306,Yoruba,A,A,,A,1
b,YOR0307,Yoruba,B,B,,B,1
b,YOR0308,Yoruba,C,D,,D,0
b,YOR0309,Yoruba,C,C,,C,1
b,YOR0310,Yoruba,B,B,,B,1
b,YOR0311,Yoruba,D,D,,D,1
b,YOR0313,Yoruba,D,D,,D,1
b,YOR0314,Yoruba,A,A,,A,1
b,YOR0315,Yoruba,A,A,,A,1
b,YOR0316,Yoruba,A,A,,A,1
b,YOR0317,Yoruba,A,A,,A,1
b,YOR0318,Yoruba,A,A,,A,1
b,YOR0319,Yoruba,C,A,,A,0
b,YOR0320,Yoruba,,A,A,A,0
b,YOR0321,Yoruba,A,A,,A,1
b,YOR0322,Yoruba,A,A,,A,1
b,YOR0323,Yoruba,C,C,,C,1
b,YOR0324,Yoruba,D,D,,D,1
b,YOR0325,Yoruba,A,A,,A,1
b,YOR0326,Yoruba,B,B,,B,1
b,YOR0327,Yoruba,D,A,,A,0
b,YOR0328,Yoruba,C,C,,C,1
b,YOR0329,Yoruba,D,D,,D,1
b,YOR0330,Yoruba,D,D,,D,1
b,YOR0331,Yoruba,A,A,,A,1
b,YOR0332,Yoruba,A,A,,A,1
b,YOR0333,Yoruba,D,D,,D,1
b,YOR0334,Yoruba,C,A,,A,0
b,YOR0335,Yoruba,D,A,,A,0
b,YOR0336,Yoruba,D,D,,D,1
b,YOR0337,Yoruba,C,D,,D,0
b,YOR0338,Yoruba,C,B,,B,0
b,YOR0339,Yoruba,D,A,,A,0
b,YOR0340,Yoruba,,A,A,A,0
b,YOR0341,Yoruba,A,A,,A,1
b,YOR0342,Yoruba,A,A,,A,1
b,YOR0343,Yoruba,C,C,,C,1
b,YOR0344,Yoruba,D,D,,D,1
b,YOR0345,Yoruba,A,A,,A,1
b,YOR0347,Yoruba,A,A,,A,1
b,YOR0348,Yoruba,C,C,,C,1
b,YOR0349,Yoruba,B,B,,B,1
b,YOR0350,Yoruba,B,A,,A,0
b,YOR0351,Yoruba,B,B,,B,1
b,YOR0352,Yoruba,A,A,,A,1
b,YOR0353,Yoruba,B,B,,B,1
b,YOR0354,Yoruba,A,A,,A,1
b,YOR0355,Yoruba,A,A,,A,1
b,YOR0356,Yoruba,C,C,,C,1
b,YOR0357,Yoruba,C,C,,C,1
b,YOR0358,Yoruba,C,C,,C,1
b,YOR0360,Yoruba,A,A,,A,1
b,YOR0361,Yoruba,C,C,,C,1
b,YOR0362,Yoruba,D,D,,D,1
b,YOR0363,Yoruba,D,D,,D,1
b,YOR0364,Yoruba,B,A,,A,0
b,YOR0365,Yoruba,D,C,,C,0
b,YOR0366,Yoruba,C,C,,C,1
b,YOR0367,Yoruba,D,A,,A,0
b,YOR0368,Yoruba,A,A,,A,1
b,YOR0370,Yoruba,A,A,,A,1
b,YOR0371,Yoruba,B,B,,B,1
b,YOR0372,Yoruba,B,A,,A,0
b,YOR0373,Yoruba,C,C,,C,1
b,YOR0374,Yoruba,D,C,,C,0
b,YOR0376,Yoruba,C,C,,C,1
b,YOR0377,Yoruba,B,B,,B,1
b,YOR0378,Yoruba,D,D,,D,1
b,YOR0379,Yoruba,C,D,,D,0
b,YOR0380,Yoruba,A,A,,A,1
b,YOR0381,Yoruba,B,D,,D,0
b,YOR0382,Yoruba,D,A,,A,0
b,YOR0383,Yoruba,C,C,,C,1
b,YOR0384,Yoruba,,A,A,A,0
b,YOR0385,Yoruba,D,D,,D,1
b,YOR0386,Yoruba,C,A,,A,0
b,YOR0389,Yoruba,C,C,,C,1
b,YOR0390,Yoruba,B,B,,B,1
b,YOR0392,Yoruba,,A,A,A,0
b,YOR0393,Yoruba,B,B,,B,1
b,YOR0394,Yoruba,B,B,,B,1
b,YOR0395,Yoruba,C,C,,C,1
b,YOR0396,Yoruba,A,A,,A,1
b,YOR0397,Yoruba,D,D,,D,1
b,YOR0399,Yoruba,C,C,,C,1
b,YOR0400,Yoruba,B,D,,D,0
b,YOR0401,Yoruba,B,A,,A,0
b,YOR0402,Yoruba,A,A,,A,1
b,YOR0403,Yoruba,B,A,,A,0
b,YOR0404,Yoruba,A,A,,A,1
b,YOR0405,Yoruba,B,A,,A,0
b,YOR0406,Yoruba,B,B,,B,1
b,YOR0407,Yoruba,D,D,,D,1
b,YOR0408,Yoruba,C,C,,C,1
b,YOR0409,Yoruba,D,D,,D,1
b,YOR0410,Yoruba,C,C,,C,1
b,YOR0411,Yoruba,B,B,,B,1
b,YOR0412,Yoruba,C,D,,D,0
b,YOR0413,Yoruba,B,D,,D,0
b,YOR0414,Yoruba,A,A,,A,1
b,YOR0416,Yoruba,A,A,,A,1
b,YOR0417,Yoruba,C,A,,A,0
b,YOR0418,Yoruba,D,D,,D,1
b,YOR0419,Yoruba,D,D,,D,1
b,YOR0420,Yoruba,D,D,,D,1
b,YOR0421,Yoruba,B,B,,B,1
b,YOR0422,Yoruba,A,A,,A,1
b,YOR0423,Yoruba,A,A,,A,1
b,YOR0424,Yoruba,C,C,,C,1
b,YOR0425,Yoruba,D,D,,D,1
b,YOR0427,Yoruba,C,C,,C,1
b,YOR0428,Yoruba,C,C,,C,1
b,YOR0429,Yoruba,D,D,,D,1
b,YOR0430,Yoruba,D,A,,A,0
b,YOR0431,Yoruba,D,D,,D,1
b,YOR0432,Yoruba,C,C,,C,1
b,YOR0433,Yoruba,C,C,,C,1
b,YOR0434,Yoruba,B,A,,A,0
b,YOR0435,Yoruba,B,B,,B,1
b,YOR0436,Yoruba,D,D,,D,1
b,YOR0437,Yoruba,C,A,,A,0
b,YOR0439,Yoruba,D,A,,A,0
b,YOR0440,Yoruba,B,B,,B,1
b,YOR0441,Yoruba,B,B,,B,1
b,YOR0442,Yoruba,B,B,,B,1
b,YOR0443,Yoruba,D,D,,D,1
b,YOR0444,Yoruba,A,A,,A,1
b,YOR0446,Yoruba,A,A,,A,1
b,YOR0447,Yoruba,A,A,,A,1
b,YOR0448,Yoruba,D,D,,D,1
b,YOR0449,Yoruba,B,A,,A,0
b,YOR0451,Yoruba,C,C,,C,1
b,YOR0452,Yoruba,D,D,,D,1
b,YOR0453,Yoruba,D,D,,D,1
b,YOR0454,Yoruba,B,A,,A,0
b,YOR0456,Yoruba,D,A,,A,0
b,YOR0457,Yoruba,B,C,,C,0
b,YOR0458,Yoruba,C,D,,D,0
b,YOR0459,Yoruba,B,D,,D,0
b,YOR0460,Yoruba,D,A,A,A,0
b,YOR0461,Yoruba,D,A,,A,0
b,YOR0462,Yoruba,C,A,,A,0
b,YOR0463,Yoruba,B,B,,B,1
b,YOR0464,Yoruba,D,A,,A,0
b,YOR0465,Yoruba,C,A,,A,0
b,YOR0466,Yoruba,A,A,,A,1
b,YOR0467,Yoruba,D,D,,D,1
b,YOR0468,Yoruba,B,A,,A,0
b,YOR0469,Yoruba,D,D,,D,1
b,YOR0470,Yoruba,A,A,,A,1
b,YOR0471,Yoruba,B,C,,C,0
b,YOR0472,Yoruba,C,A,,A,0
b,YOR0473,Yoruba,,A,A,A,0
b,YOR0474,Yoruba,B,B,,B,1
b,YOR0475,Yoruba,A,A,,A,1
b,YOR0476,Yoruba,B,B,,B,1
b,YOR0477,Yoruba,B,B,,B,1
b,YOR0479,Yoruba,A,A,,A,1
b,YOR0480,Yoruba,A,A,,A,1
b,YOR0481,Yoruba,B,B,,B,1
b,YOR0482,Yoruba,A,A,,A,1
b,YOR0484,Yoruba,A,A,,A,1
b,YOR0485,Yoruba,D,A,,A,0
b,YOR0487,Yoruba,B,B,,B,1
b,YOR0488,Yoruba,C,C,,C,1
b,YOR0489,Yoruba,D,D,,D,1
b,YOR0490,Yoruba,A,A,,A,1
b,YOR0491,Yoruba,D,A,,A,0
b,YOR0492,Yoruba,D,D,,D,1
b,YOR0493,Yoruba,B,A,,A,0
b,YOR0494,Yoruba,A,A,,A,1
b,YOR0495,Yoruba,C,C,,C,1
b,YOR0496,Yoruba,C,A,,A,0
b,YOR0497,Yoruba,B,A,,A,0
b,YOR0498,Yoruba,B,D,,D,0
b,YOR0499,Yoruba,C,C,,C,1
b,YOR0500,Yoruba,A,A,,A,1
b,YOR0501,Yoruba,C,B,,B,0
b,YOR0502,Yoruba,C,C,,C,1
b,YOR0503,Yoruba,A,A,,A,1
b,YOR0504,Yoruba,C,A,,A,0
b,YOR0505,Yoruba,C,A,,A,0
b,YOR0506,Yoruba,A,D,,D,0
b,YOR0507,Yoruba,B,D,,D,0
b,YOR0508,Yoruba,B,A,,A,0
b,YOR0509,Yoruba,D,A,,A,0
b,YOR0510,Yoruba,D,A,A,A,0
b,YOR0511,Yoruba,A,D,,D,0
b,YOR0512,Yoruba,A,A,A,A,1
b,YOR0513,Yoruba,D,A,,A,0
b,YOR0514,Yoruba,D,D,,D,1
b,YOR0515,Yoruba,B,A,,A,0
b,YOR0516,Yoruba,D,D,,D,1
b,YOR0517,Yoruba,B,B,,B,1
b,YOR0518,Yoruba,B,B,,B,1
b,YOR0519,Yoruba,A,A,,A,1
b,YOR0520,Yoruba,B,B,,B,1
b,YOR0521,Yoruba,D,,A,,0
b,YOR0522,Yoruba,A,A,,A,1
b,YOR0523,Yoruba,B,A,A,A,0
b,YOR0524,Yoruba,B,,A,,0
b,YOR0525,Yoruba,D,D,,D,1
b,YOR0526,Yoruba,B,,A,,0
b,YOR0527,Yoruba,B,,A,,0
b,YOR0528,Yoruba,D,C,,C,0
b,YOR0529,Yoruba,D,D,,D,1
b,YOR0530,Yoruba,D,,A,,0
b,YOR0531,Yoruba,B,B,,B,1
b,YOR0532,Yoruba,C,C,,C,1
b,YOR0533,Yoruba,C,C,,C,1
b,YOR0534,Yoruba,A,A,,A,1
b,YOR0535,Yoruba,A,A,,A,1
b,YOR0536,Yoruba,A,A,,A,1
b,YOR0537,Yoruba,C,C,,C,1
b,YOR0538,Yoruba,B,,A,,0
b,YOR0539,Yoruba,B,,A,,0
b,YOR0540,Yoruba,A,A,,A,1
b,YOR0541,Yoruba,A,A,A,A,1
b,YOR0542,Yoruba,D,A,A,A,0
b,YOR0543,Yoruba,B,B,,B,1
b,YOR0544,Yoruba,A,A,,A,1
b,YOR0545,Yoruba,D,D,,D,1
b,YOR0546,Yoruba,B,B,,B,1
b,YOR0547,Yoruba,C,A,,A,0
b,YOR0548,Yoruba,C,C,,C,1
b,YOR0549,Yoruba,A,,A,,0
b,YOR0550,Yoruba,C,B,,B,0
b,YOR0551,Yoruba,A,A,,A,1
b,YOR0552,Yoruba,A,A,,A,1
b,YOR0553,Yoruba,C,D,,D,0
b,YOR0554,Yoruba,C,C,,C,1
b,YOR0555,Yoruba,D,D,,D,1
b,YOR0556,Yoruba,B,,A,,0
b,YOR0557,Yoruba,B,B,,B,1
b,YOR0558,Yoruba,C,C,,C,1
b,YOR0559,Yoruba,C,,A,,0
b,YOR0560,Yoruba,D,,A,,0
b,YOR0561,Yoruba,C,C,,C,1
b,YOR0562,Yoruba,C,A,A,A,0
b,YOR0563,Yoruba,D,,A,,0
b,YOR0564,Yoruba,A,A,,A,1
b,YOR0566,Yoruba,A,A,,A,1
b,YOR0567,Yoruba,B,,A,,0
b,YOR0568,Yoruba,D,D,,D,1
b,YOR0569,Yoruba,D,D,,D,1
b,YOR0570,Yoruba,A,A,A,A,1
b,YOR0571,Yoruba,C,A,A,A,0
b,YOR0572,Yoruba,D,A,A,A,0
b,YOR0573,Yoruba,D,,A,,0
b,YOR0574,Yoruba,D,A,,A,0
b,YOR0575,Yoruba,B,A,A,A,0
b,YOR0576,Yoruba,A,A,A,A,1
b,YOR0577,Yoruba,A,A,A,A,1
b,YOR0578,Yoruba,D,D,,D,1
b,YOR0579,Yoruba,A,A,A,A,1
b,YOR0580,Yoruba,C,A,,A,0
b,YOR0581,Yoruba,A,A,A,A,1
b,YOR0582,Yoruba,A,A,,A,1
b,YOR0583,Yoruba,D,D,,D,1
b,YOR0584,Yoruba,A,A,,A,1
b,YOR0585,Yoruba,C,C,,C,1
b,YOR0586,Yoruba,D,,A,,0
b,YOR0587,Yoruba,D,B,,B,0
b,YOR0588,Yoruba,A,A,,A,1
b,YOR0589,Yoruba,C,C,,C,1
b,YOR0590,Yoruba,B,,A,,0
b,YOR0591,Yoruba,A,,A,,0
b,YOR0592,Yoruba,B,B,,B,1
b,YOR0593,Yoruba,A,A,,A,1
b,YOR0594,Yoruba,A,A,,A,1
b,YOR0595,Yoruba,B,D,,D,0
b,YOR0596,Yoruba,C,,A,,0
b,YOR0597,Yoruba,A,A,,A,1
b,YOR0598,Yoruba,B,B,,B,1
b,YOR0599,Yoruba,A,A,,A,1
b,YOR0600,Yoruba,D,A,,A,0
b,YOR0601,Yoruba,C,C,,C,1
b,YOR0602,Yoruba,C,C,,C,1
b,YOR0603,Yoruba,B,,A,,0
b,YOR0605,Yoruba,A,A,,A,1
b,YOR0606,Yoruba,A,A,,A,1
b,YOR0607,Yoruba,C,C,,C,1
b,YOR0608,Yoruba,A,A,,A,1
b,YOR0610,Yoruba,B,B,,B,1
b,YOR0611,Yoruba,B,B,,B,1
b,YOR0612,Yoruba,D,D,,D,1
b,YOR0613,Yoruba,D,A,,A,0
b,YOR0614,Yoruba,B,B,,B,1
b,YOR0615,Yoruba,D,D,,D,1
b,YOR0616,Yoruba,D,D,,D,1
b,YOR0618,Yoruba,C,A,,A,0
b,YOR0619,Yoruba,B,B,,B,1
b,YOR0620,Yoruba,C,C,,C,1
b,YOR0621,Yoruba,C,A,,A,0
b,YOR0622,Yoruba,D,C,,C,0
b,YOR0623,Yoruba,B,,A,,0
b,YOR0624,Yoruba,B,A,,A,0
b,YOR0625,Yoruba,D,D,,D,1
b,YOR0626,Yoruba,D,D,,D,1
b,YOR0627,Yoruba,A,A,,A,1
b,YOR0628,Yoruba,A,A,A,A,1
b,YOR0629,Yoruba,A,A,,A,1
b,YOR0630,Yoruba,A,A,,A,1
b,YOR0631,Yoruba,B,A,,A,0
b,YOR0632,Yoruba,C,C,,C,1
b,YOR0633,Yoruba,A,A,,A,1
b,YOR0634,Yoruba,D,D,,D,1
b,YOR0635,Yoruba,D,A,,A,0
b,YOR0637,Yoruba,B,B,,B,1
b,YOR0638,Yoruba,D,D,,D,1
