task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,cot_en,English,12,All that glitters is not gold / All that glisters is not gold,The proverbial saying 'All that glitters is not gold' means that not everything that is shiny and superficially attractive is valuable.,The proverbial saying 'All that glitters is not gold' means that not everything that is shiny and superficially attractive is valuable.,False,All glittering objects are not made of gold,The proverbial saying 'All that glitters is not gold' means that not everything that is shiny and superficially attractive is valuable.,Most gold does not glitter,Glittering things can be harmful,B,All glittering objects are not made of gold,Glittering things can be harmful,Most gold does not glitter,<reasoning>The proverb 'All that glitters is not gold' is often misunderstood in a literal sense. Some readers might think it's talking about the physical properties of glittering objects or the chemical composition of gold. They might also interpret it as a warning about the dangers of shiny objects or a statement about the rarity of gold. These literal interpretations miss the idiomatic meaning ,1.0,1.0,0.29,0.91,97.3
a,cot_en,English,13,All things come to those who wait,"A literal meaning, advocating patience.","A literal meaning, advocating patience.",False,"A literal meaning, advocating patience.",all desires will be fulfilled immediately upon waiting,everything will be delivered to your doorstep,waiting is the only effort needed for success,A,everything will be delivered to your doorstep,waiting is the only effort needed for success,all desires will be fulfilled immediately upon waiting,"<reasoning>The phrase ""All things come to those who wait"" might be misinterpreted in various literal ways. One might think it implies that literally everything in the world will come to the person waiting, regardless of their actions or intentions. Another possible misinterpretation is that it suggests waiting as the sole action required for success, ignoring other necessary efforts. Lastly, it co",1.0,1.0,1.53,0.93,97.9
a,cot_en,English,14,All work and no play makes Jack a dull boy,The proverbial saying 'All work and no play makes Jack a dull boy' expresses the idea that working constantly and making no time for enjoyment makes one bored and boring.,The proverbial saying 'All work and no play makes Jack a dull boy' expresses the idea that working constantly and making no time for enjoyment makes one bored and boring.,False,The name Jack is only given to boys who work too much,All work causes physical dullness in appearance,Jack will turn into a boy if he doesn't play,The proverbial saying 'All work and no play makes Jack a dull boy' expresses the idea that working constantly and making no time for enjoyment makes one bored and boring.,D,Jack will turn into a boy if he doesn't play,All work causes physical dullness in appearance,The name Jack is only given to boys who work too much,"<reasoning>The proverb 'All work and no play makes Jack a dull boy' is often misinterpreted in a literal sense, leading to incorrect conclusions. One might assume it implies that any form of work will inevitably lead to a lack of excitement or that the name 'Jack' is specifically significant, or even that the phrase 'dull boy' has a different meaning than its common usage. These misunderstandings ",1.0,1.0,0.32,0.97,99.1
a,cot_en,English,15,An apple a day keeps the doctor away,"The proverb 'An apple a day keeps the doctor away' has a straightforward literal, and very probably correct, meaning - that the eating of fruit maintains good health.","The proverb 'An apple a day keeps the doctor away' has a straightforward literal, and very probably correct, meaning - that the eating of fruit maintains good health.",False,Apples are thrown at doctors to keep them from approaching,Apples are used to pay doctors to stay away,Eating an apple creates a force field against doctors,"The proverb 'An apple a day keeps the doctor away' has a straightforward literal, and very probably correct, meaning - that the eating of fruit maintains good health.",D,Apples are used to pay doctors to stay away,Eating an apple creates a force field against doctors,Apples are thrown at doctors to keep them from approaching,"<reasoning>The proverb 'An apple a day keeps the doctor away' can be misinterpreted in several ways. A reader might think that the phrase is suggesting that doctors are being kept away physically, perhaps by the act of eating an apple or by the apple itself serving as a barrier. Another interpretation could be that the phrase is instructing people to give an apple to a doctor every day as a form o",1.0,1.0,0.33,0.87,96.1
a,cot_en,English,16,"An eye for an eye, a tooth for a tooth","The proverb 'an eye for an eye, a tooth for a tooth' expresses the notion that for every wrong done there should be a compensating measure of justice.","The proverb 'an eye for an eye, a tooth for a tooth' expresses the notion that for every wrong done there should be a compensating measure of justice.",False,replacing a lost tooth with one from the perpetrator,"The proverb 'an eye for an eye, a tooth for a tooth' expresses the notion that for every wrong done there should be a compensating measure of justice.",engaging in a violent tit-for-tat exchange,physically removing the offender's eye,B,physically removing the offender's eye,replacing a lost tooth with one from the perpetrator,engaging in a violent tit-for-tat exchange,"<reasoning>The proverb 'an eye for an eye, a tooth for a tooth' is often misunderstood as promoting literal violence or retaliation. A reader might jump to the conclusion that this phrase is advocating for physical harm in response to injury, rather than understanding it as a metaphor for justice and punishment. This could lead to misinterpretations such as physically removing an eye or tooth as p",1.0,1.0,0.24,0.95,98.5
a,cot_en,English,17,Barking up the wrong tree,Making a mistake or a false assumption in something you are trying to achieve.,Making a mistake or a false assumption in something you are trying to achieve.,False,a dog has been barking at the same tree for too long,Making a mistake or a false assumption in something you are trying to achieve.,a dog is barking at a tree with no squirrel,a dog is physically stuck in a tree,B,a dog is barking at a tree with no squirrel,a dog is physically stuck in a tree,a dog has been barking at the same tree for too long,"<reasoning>The phrase ""barking up the wrong tree"" is an idiom that means to pursue a mistaken or misguided line of thought or action. A literal reading might lead one to think about actual trees and dogs. A reader might mistakenly think the phrase is about a dog that is barking at the wrong tree, perhaps a tree that does not have the object of the dog's attention, such as a squirrel. Another wrong",1.0,1.0,0.71,0.72,91.6
a,cot_en,English,18,Beauty is in the eye of the beholder,Beauty in the eye of the beholder' has a literal meaning - that the perception of beauty is subjective - what one person finds beautiful another may not.,Beauty in the eye of the beholder' has a literal meaning - that the perception of beauty is subjective - what one person finds beautiful another may not.,False,Beauty in the eye of the beholder' has a literal meaning - that the perception of beauty is subjective - what one person finds beautiful another may not.,People need to look harder to find beauty,The eyes are the only beautiful part of a person,Beauty is a physical object located inside the eye,A,Beauty is a physical object located inside the eye,The eyes are the only beautiful part of a person,People need to look harder to find beauty,"<reasoning>The proverb 'Beauty is in the eye of the beholder' is often misunderstood in a literal sense. A wrong literal reading might assume the phrase is talking about a physical location or a specific action related to the eyes, rather than the subjective nature of beauty. For instance, one might think it implies that beauty is only perceived through the eyes, or that the eyes themselves are be",1.0,1.0,0.32,0.94,98.2
a,cot_en,English,19,Beggars can't be choosers,If you request something to be given you should not question what you are given.,If you request something to be given you should not question what you are given.,False,Beggars are physically unable to pick things,Beggars are not allowed to select items,Beggars lack the mental capacity to make choices,If you request something to be given you should not question what you are given.,D,Beggars are not allowed to select items,Beggars lack the mental capacity to make choices,Beggars are physically unable to pick things,"<reasoning>When interpreting the proverb ""Beggars can't be choosers"" literally, a reader might misunderstand its intended meaning. The phrase is often used to convey that someone in a desperate or disadvantaged position should be grateful for what they receive and not complain about it. However, a wrong literal reading could lead one to believe that the phrase is discussing the inability of beggar",1.0,1.0,0.49,0.81,94.3
a,cot_en,English,20,Beware of Greeks bearing gifts,Don't trust your enemies.,Don't trust your enemies.,False,Gifts from Greeks are always poisonous,All gifts from Greeks contain hidden traps,Don't trust your enemies.,Greeks are bad at giving gifts,C,Greeks are bad at giving gifts,Gifts from Greeks are always poisonous,All gifts from Greeks contain hidden traps,"<reasoning>The phrase ""Beware of Greeks bearing gifts"" is a well-known proverb that originates from the story of the Trojan Horse, where the Greeks presented a giant wooden horse to the city of Troy as a gift, which actually contained a hidden army. A literal interpretation of this phrase might lead one to misunderstood conclusions. For instance, one might think it's about being cautious of people",1.0,1.0,1.58,0.73,91.9
a,cot_en,English,21,Big fleas have little fleas upon their back to bite 'em,"Everyone is preyed upon by someone, who in turn has someone preying on them.","Everyone is preyed upon by someone, who in turn has someone preying on them.",False,Fleas are a specific species that can only survive on larger fleas,The size of a flea determines its position in a flea social hierarchy,All fleas bite each other as part of their mating ritual,"Everyone is preyed upon by someone, who in turn has someone preying on them.",D,Fleas are a specific species that can only survive on larger fleas,The size of a flea determines its position in a flea social hierarchy,All fleas bite each other as part of their mating ritual,"<reasoning>The proverb ""Big fleas have little fleas upon their back to bite 'em"" is often misunderstood when taken literally. A reader might jump to conclusions such as the size and hierarchy of fleas being the main focus, or that it's discussing a specific type of flea, or even that it's about a literal parasitic relationship. However, the actual meaning goes beyond the literal interpretation, di",1.0,1.0,0.86,0.95,98.5
a,cot_en,English,23,Birds of a feather flock together,Those of similar taste congregate in groups.,Those of similar taste congregate in groups.,False,Certain bird species only flock with others that have the same feather color to camouflage,Those of similar taste congregate in groups.,The phrase refers to a bird's instinct to find and join flocks made up of birds with identical molting patterns,Birds with similar feathers fly in formations to reduce wind resistance,B,Birds with similar feathers fly in formations to reduce wind resistance,Certain bird species only flock with others that have the same feather color to camouflage,The phrase refers to a bird's instinct to find and join flocks made up of birds with identical molting patterns,"<reasoning>When considering the literal meaning of the phrase ""Birds of a feather flock together,"" a reader might incorrectly assume it's about the physical characteristics or behaviors of birds rather than the metaphorical application to human behavior. They might think it refers to birds with similar plumage patterns flying in groups, or that it's about the literal act of flocking and how birds ",1.0,1.0,2.19,0.9,97.0
a,cot_en,English,24,Blood is thicker than water,By saying 'blood is thicker than water' we mean that family bonds are closer than those of outsiders.,By saying 'blood is thicker than water' we mean that family bonds are closer than those of outsiders.,False,Water is less dense than blood,By saying 'blood is thicker than water' we mean that family bonds are closer than those of outsiders.,Blood has a higher viscosity than water,Blood is more effective at hydrating the body than water,B,Blood has a higher viscosity than water,Blood is more effective at hydrating the body than water,Water is less dense than blood,"<reasoning>The phrase ""blood is thicker than water"" is often misinterpreted in a literal sense, leading to incorrect conclusions. One might think it refers to the physical properties of blood and water, such as viscosity or density. Another incorrect interpretation could be related to the medical field, where blood and water have different properties and uses. A third wrong literal interpretation ",1.0,1.0,0.43,0.72,91.6
a,cot_en,English,25,Bolt from the blue,"A complete surprise, like a bolt of lightning from a clear blue sky.","A complete surprise, like a bolt of lightning from a clear blue sky.",False,a metal bolt falling from a blue-colored airplane,"A complete surprise, like a bolt of lightning from a clear blue sky.",a roll of blue fabric suddenly unraveling,a blue bird quickly dashing out of its nest,B,a metal bolt falling from a blue-colored airplane,a roll of blue fabric suddenly unraveling,a blue bird quickly dashing out of its nest,"<reasoning>The phrase ""bolt from the blue"" could be misinterpreted in several literal ways. A reader might think it refers to an actual bolt, like a metal fastener, coming from the sky or from a blue object. Another possible misinterpretation could be related to a bolt of fabric, which is a large roll of cloth, being somehow connected to the color blue. Lastly, someone might also think of a bolt a",1.0,1.0,0.62,0.88,96.4
a,cot_en,English,26,Born with a silver spoon in one's mouth,To be born with a silver spoon in one's mouth is to be born into a wealthy and privileged family.,To be born with a silver spoon in one's mouth is to be born into a wealthy and privileged family.,False,having an actual spoon in their mouth at birth,being born with a rare medical condition caused by a silver spoon,To be born with a silver spoon in one's mouth is to be born into a wealthy and privileged family.,emerging from the womb with a spoon as a physical deformity,C,having an actual spoon in their mouth at birth,being born with a rare medical condition caused by a silver spoon,emerging from the womb with a spoon as a physical deformity,"<reasoning>The phrase ""born with a silver spoon in one's mouth"" is an idiomatic expression, but a literal reading could lead to misunderstandings. A person might think it means being born with an actual silver spoon, which could be interpreted in various incorrect ways, such as having a spoon as a physical object in their mouth at birth, or having a medical condition related to the spoon, or even ",1.0,1.0,0.53,0.91,97.3
a,cot_en,English,27,Boys will be boys,"The proverbial saying 'boys will be boys' is used to express resignation at, or even encouragement of, the bad behaviour of boys, imagining it to be an inevitable consequence of their gender.","The proverbial saying 'boys will be boys' is used to express resignation at, or even encouragement of, the bad behaviour of boys, imagining it to be an inevitable consequence of their gender.",False,Boys are a specific species,Boys only participate in boy-dominated activities,"The proverbial saying 'boys will be boys' is used to express resignation at, or even encouragement of, the bad behaviour of boys, imagining it to be an inevitable consequence of their gender.",Boys never mature into men,C,Boys are a specific species,Boys only participate in boy-dominated activities,Boys never mature into men,"<reasoning>The phrase ""Boys will be boys"" can be misinterpreted in various literal ways. One might think it's about the biological or physiological aspects of boys, another might consider it as a statement about the activities or hobbies that boys typically engage in, and a third could interpret it as a comment on the developmental stages of boys. These interpretations, however, miss the idiomatic",1.0,1.0,0.17,0.9,97.0
a,cot_en,English,28,Bread always falls buttered side down,The 'buttered side down' view of life is one that is pessimistic and fatalistic.,The 'buttered side down' view of life is one that is pessimistic and fatalistic.,False,Bread has a higher density on the buttered side causing it to fall that way,The 'buttered side down' view of life is one that is pessimistic and fatalistic.,The crumbs on the buttered side create a friction that makes the bread flip over when dropped,The aerodynamics of buttered bread cause it to rotate in mid-air and land buttered side down,B,Bread has a higher density on the buttered side causing it to fall that way,The aerodynamics of buttered bread cause it to rotate in mid-air and land buttered side down,The crumbs on the buttered side create a friction that makes the bread flip over when dropped,"<reasoning>The proverb 'Bread always falls buttered side down' is often misunderstood in a literal sense. Some readers might think it's about the physical properties of bread or the way it falls, rather than the idiomatic expression it represents. They might consider it a statement about the laws of physics, the structure of bread, or the way people handle bread. This leads to interpretations that",1.0,1.0,1.14,0.76,92.8
a,cot_en,English,29,Buck stops here - The,The slogan 'The buck stops here' is a promise that responsibility will not be passed on to anyone else.,The slogan 'The buck stops here' is a promise that responsibility will not be passed on to anyone else.,False,a person named Buck has decided to stay,a deer is halted at this location,The slogan 'The buck stops here' is a promise that responsibility will not be passed on to anyone else.,a dollar bill is no longer accepted here,C,a deer is halted at this location,a dollar bill is no longer accepted here,a person named Buck has decided to stay,"<reasoning>The phrase ""The buck stops here"" is an idiomatic expression that originated from the concept of passing a buck, or a token, to the next person in a game of chance, symbolizing the passing of responsibility. A literal interpretation might misunderstand the phrase as relating to the physical act of stopping or halting something or someone named ""buck,"" or to a location where a buck, possi",1.0,1.0,0.4,0.9,97.0
a,cot_en,English,30,Build a better mousetrap and the world will beat a path to your door,To 'build a better mousetrap' is to make an improvement to an existing product or service. It especially refers to simple and straightforward changes that are obvious advances on earlier devices.,To 'build a better mousetrap' is to make an improvement to an existing product or service. It especially refers to simple and straightforward changes that are obvious advances on earlier devices.,False,You need to force people to come to your house for your mousetrap,The world will be violent to get to your mousetrap,To 'build a better mousetrap' is to make an improvement to an existing product or service. It especially refers to simple and straightforward changes that are obvious advances on earlier devices.,People will physically walk to your house if you make a mousetrap,C,People will physically walk to your house if you make a mousetrap,The world will be violent to get to your mousetrap,You need to force people to come to your house for your mousetrap,"<reasoning>The proverb 'Build a better mousetrap and the world will beat a path to your door' can be misinterpreted in several literal ways. One might think it's about physically constructing a more efficient mouse-catching device, and the world will somehow magically know about it and come to your location. Another misconception could be that the phrase is advocating for aggressive marketing or f",1.0,1.0,0.38,0.73,91.9
a,cot_en,English,31,Burn the candle at both ends,To live at a hectic pace.,To live at a hectic pace.,False,to create a unique lighting effect,to make a candle burn faster,To live at a hectic pace.,to make a candle last longer,C,to make a candle burn faster,to create a unique lighting effect,to make a candle last longer,"<reasoning>When interpreting the proverb ""Burn the candle at both ends"" literally, a reader might think of it as an instruction for using a candle, rather than understanding its idiomatic meaning of living a hectic life. They could assume it's about how to use candles in a specific way, such as burning them from both ends simultaneously for some unknown benefit or effect. This could lead to severa",1.0,1.0,1.0,0.7,91.0
a,cot_en,English,32,Burning the midnight oil,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.","To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.",False,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.",igniting oil for a midnight ritual,setting fire to oil at midnight,using oil to burn documents at night,A,setting fire to oil at midnight,using oil to burn documents at night,igniting oil for a midnight ritual,"<reasoning>The phrase ""burning the midnight oil"" could be misinterpreted in various literal ways, such as actually setting oil on fire at midnight, using oil as a fuel to burn other things at midnight, or being involved in an activity that requires oil to be ignited at midnight. These interpretations are incorrect because the phrase is meant to describe working late into the night, not literally b",1.0,1.0,0.17,0.81,94.3
a,cot_en,English,33,Bury the hatchet,To bury the hatchett is to settle your differences with an adversary.,To bury the hatchett is to settle your differences with an adversary.,False,dispose of an old axe,hide a weapon in the ground,plant a hatchet like a seed,To bury the hatchett is to settle your differences with an adversary.,D,dispose of an old axe,hide a weapon in the ground,plant a hatchet like a seed,"<reasoning>When a reader encounters the proverb ""Bury the hatchet"", they might interpret it literally due to the words used. The phrase could be misunderstood in various ways, particularly if the reader is not familiar with its idiomatic meaning. One potential literal interpretation is that it involves actually burying a hatchet, perhaps as a form of disposal or as part of a ritual. Another misund",1.0,1.0,0.47,0.97,99.1
a,cot_en,English,34,Bury your head in the sand,Refuse to confront or acknowledge a problem.,Refuse to confront or acknowledge a problem.,False,dig a foundation for a building,hide from a monster,Refuse to confront or acknowledge a problem.,perform a funeral ritual,C,hide from a monster,perform a funeral ritual,dig a foundation for a building,"<reasoning>When interpreting the proverb ""Bury your head in the sand"" literally, a reader might think it's about physically hiding one's head, such as to avoid something unpleasant or to take a nap. Another wrong interpretation could be related to an actual burial, perhaps for a ritual or ceremonial purpose. Lastly, a reader might assume it's about an action related to construction or excavation, ",1.0,0.3333333333333333,0.67,0.87,76.1
a,cot_en,English,36,Butter no parsnips - Fine words,The proverb 'Fine words butter no parsnips' means that nothing concrete is achieved by empty words or flattery.,The proverb 'Fine words butter no parsnips' means that nothing concrete is achieved by empty words or flattery.,False,It is impossible to melt butter on parsnips,The proverb 'Fine words butter no parsnips' means that nothing concrete is achieved by empty words or flattery.,Parsnips do not taste good with butter,Butter cannot be spread on parsnips,B,Butter cannot be spread on parsnips,Parsnips do not taste good with butter,It is impossible to melt butter on parsnips,<reasoning>The proverb 'Butter no parsnips' is likely to be misinterpreted in a literal sense if readers do not understand its idiomatic meaning. One possible misinterpretation could be related to a cooking method or an ingredient combination that doesn't work well together. Another could involve an instruction about what not to do with butter or parsnips. A third could be about the impossibility ,1.0,1.0,0.39,0.8,94.0
a,cot_en,English,37,By hook or by crook,To do something 'by hook or by crook' is to do it by whatever means are necessary - be they fair or foul.,To do something 'by hook or by crook' is to do it by whatever means are necessary - be they fair or foul.,False,fishing with a hook near a bent tree,using a shepherd's staff to guide sheep,hanging items on a hook near a road bend,To do something 'by hook or by crook' is to do it by whatever means are necessary - be they fair or foul.,D,fishing with a hook near a bent tree,using a shepherd's staff to guide sheep,hanging items on a hook near a road bend,"<reasoning>The phrase 'by hook or by crook' could be misinterpreted in various literal ways, considering the words 'hook' and 'crook' have multiple meanings. For instance, 'hook' could be thought of as a fishing hook, while 'crook' could refer to a shepherd's staff or a bend in a road. These misunderstandings might lead to some imaginative, albeit incorrect, interpretations. A person might think t",1.0,1.0,0.35,0.87,96.1
a,cot_en,English,38,By the skin of your teeth,Narrowly; barely. Usually used in regard to a narrow escape from a disaster.,Narrowly; barely. Usually used in regard to a narrow escape from a disaster.,False,Narrowly; barely. Usually used in regard to a narrow escape from a disaster.,having a thin layer of enamel on your teeth,getting a dental injury that exposes the skin around a tooth,biting down on something to hold it in place,A,having a thin layer of enamel on your teeth,biting down on something to hold it in place,getting a dental injury that exposes the skin around a tooth,"<reasoning>The phrase ""By the skin of your teeth"" is an idiom that suggests a narrow or barely successful outcome. A literal reading might misunderstand the phrase to be about physical teeth, dental health, or the skin on one's teeth, leading to interpretations that are unrelated to the concept of narrow escapes or successes. For example, one might think it refers to the enamel on teeth, a dental ",1.0,1.0,0.74,0.96,98.8
