task,sample_id,language,correct_pos,eval_groq,eval_nvidia,eval_answer,eval_correct
b,224,English,A,A,,A,1
b,225,English,D,D,,D,1
b,227,English,B,B,,B,1
b,228,English,C,C,,C,1
b,229,English,D,D,,D,1
b,230,English,B,B,,B,1
b,231,English,B,B,,B,1
b,232,English,D,D,,D,1
b,234,English,D,D,,D,1
b,235,English,A,A,,A,1
b,237,English,B,B,,B,1
b,239,English,D,D,,D,1
b,240,English,D,D,,D,1
b,241,English,C,C,,C,1
b,242,English,C,C,,C,1
b,244,English,B,B,,B,1
b,245,English,C,C,,C,1
b,246,English,A,A,,A,1
b,247,English,B,B,,B,1
b,248,English,C,A,,A,0
b,249,English,A,A,,A,1
b,250,English,B,B,,B,1
b,251,English,C,C,,C,1
b,252,English,D,D,,D,1
b,253,English,C,C,,C,1
b,254,English,A,A,,A,1
b,255,English,D,D,,D,1
b,257,English,A,A,,A,1
b,258,English,D,D,,D,1
b,259,English,A,A,,A,1
b,260,English,A,A,,A,1
b,261,English,A,A,,A,1
b,262,English,B,B,,B,1
b,264,English,B,A,,A,0
b,265,English,D,D,,D,1
b,266,English,B,B,,B,1
b,267,English,C,C,,C,1
b,268,English,A,A,,A,1
b,269,English,C,C,,C,1
b,270,English,A,A,,A,1
b,271,English,A,A,,A,1
b,272,English,A,A,,A,1
b,274,English,A,A,,A,1
b,278,English,A,A,,A,1
b,279,English,D,D,,D,1
b,282,English,C,C,,C,1
b,283,English,B,B,,B,1
b,284,English,A,A,,A,1
b,285,English,C,C,,C,1
b,286,English,B,B,,B,1
b,287,English,C,C,,C,1
b,288,English,D,D,,D,1
b,289,English,D,D,,D,1
b,290,English,D,D,,D,1
b,291,English,D,D,,D,1
b,292,English,A,A,,A,1
b,293,English,C,C,,C,1
b,294,English,B,B,,B,1
b,295,English,B,B,,B,1
b,296,English,C,C,,C,1
b,297,English,A,A,,A,1
b,298,English,B,B,,B,1
b,299,English,C,C,,C,1
b,300,English,C,C,,C,1
b,301,English,C,C,,C,1
b,302,English,B,B,,B,1
b,303,English,B,B,,B,1
b,304,English,B,B,,B,1
b,306,English,C,C,,C,1
b,307,English,B,B,,B,1
b,308,English,A,A,,A,1
b,309,English,C,C,,C,1
b,311,English,D,D,,D,1
b,313,English,C,C,,C,1
b,314,English,C,C,,C,1
b,316,English,B,B,,B,1
b,317,English,A,A,,A,1
b,318,English,C,C,,C,1
b,319,English,A,A,,A,1
b,320,English,C,C,,C,1
b,321,English,B,B,,B,1
b,323,English,A,A,,A,1
b,324,English,A,A,,A,1
b,325,English,D,D,,D,1
b,326,English,D,D,,D,1
b,327,English,C,C,,C,1
b,328,English,B,B,,B,1
b,329,English,A,A,,A,1
b,330,English,B,B,,B,1
b,331,English,B,B,,B,1
b,332,English,C,C,,C,1
b,333,English,B,B,,B,1
b,334,English,D,D,,D,1
b,335,English,A,A,,A,1
b,336,English,A,A,,A,1
b,339,English,D,D,,D,1
b,340,English,C,C,,C,1
b,341,English,D,D,,D,1
b,342,English,A,A,,A,1
b,343,English,C,C,,C,1
b,344,English,C,C,,C,1
b,345,English,D,D,,D,1
b,347,English,B,B,,B,1
b,348,English,C,A,,A,0
b,349,English,A,A,,A,1
b,350,English,D,D,,D,1
b,351,English,D,D,,D,1
b,352,English,A,A,,A,1
b,353,English,D,D,,D,1
b,354,English,C,C,,C,1
b,356,English,A,A,,A,1
b,357,English,D,D,,D,1
b,358,English,C,B,,B,0
b,359,English,B,B,,B,1
b,360,English,D,A,,A,0
b,361,English,C,C,,C,1
b,362,English,B,B,,B,1
b,363,English,D,D,,D,1
b,364,English,D,D,,D,1
b,366,English,C,C,,C,1
b,367,English,C,C,,C,1
b,368,English,D,D,,D,1
b,369,English,B,B,,B,1
b,370,English,C,C,,C,1
b,371,English,D,A,,A,0
b,372,English,A,A,,A,1
b,373,English,C,C,,C,1
b,374,English,D,D,,D,1
b,376,English,A,A,,A,1
b,377,English,C,C,,C,1
b,378,English,C,C,,C,1
b,379,English,D,D,,D,1
b,380,English,A,D,,D,0
b,381,English,B,B,,B,1
b,382,English,A,A,,A,1
b,383,English,A,A,,A,1
b,384,English,C,C,,C,1
b,385,English,B,B,,B,1
b,386,English,C,C,,C,1
b,387,English,B,B,,B,1
b,388,English,A,A,,A,1
b,389,English,D,D,,D,1
b,390,English,B,A,,A,0
b,391,English,B,A,,A,0
b,392,English,D,D,,D,1
b,393,English,A,A,,A,1
b,394,English,B,C,,C,0
b,395,English,C,C,,C,1
b,396,English,D,D,,D,1
b,398,English,B,B,,B,1
b,399,English,D,D,,D,1
b,400,English,B,B,,B,1
b,401,English,A,A,,A,1
b,402,English,A,A,,A,1
b,403,English,D,D,,D,1
b,404,English,D,D,,D,1
b,405,English,B,B,,B,1
b,407,English,C,C,,C,1
b,408,English,C,C,,C,1
b,409,English,C,C,,C,1
b,410,English,D,D,,D,1
b,411,English,A,A,,A,1
b,412,English,A,A,,A,1
b,414,English,B,A,,A,0
b,416,English,A,A,,A,1
b,417,English,A,A,,A,1
b,418,English,A,A,,A,1
b,419,English,D,D,,D,1
b,420,English,D,D,,D,1
b,422,English,C,C,,C,1
b,423,English,C,C,,C,1
b,424,English,D,D,,D,1
b,425,English,A,A,,A,1
b,426,English,B,B,,B,1
b,427,English,D,D,,D,1
b,428,English,A,A,,A,1
b,429,English,C,C,,C,1
b,430,English,D,D,,D,1
b,431,English,C,C,,C,1
b,432,English,A,A,,A,1
b,433,English,A,A,,A,1
b,434,English,C,C,,C,1
b,435,English,,A,A,A,0
b,436,English,D,D,,D,1
b,437,English,B,B,,B,1
b,438,English,D,D,,D,1
b,439,English,D,D,,D,1
b,440,English,D,D,,D,1
b,441,English,D,D,,D,1
b,442,English,A,A,,A,1
b,443,English,C,C,,C,1
b,444,English,C,C,,C,1
b,445,English,A,A,,A,1
b,446,English,,A,A,A,0
b,447,English,,A,A,A,0
b,448,English,C,C,,C,1
b,449,English,B,A,,A,0
b,450,English,D,D,,D,1
b,451,English,A,A,,A,1
b,452,English,D,D,,D,1
b,453,English,C,C,,C,1
b,454,English,B,B,,B,1
b,455,English,B,B,,B,1
b,456,English,A,A,,A,1
b,457,English,C,A,,A,0
b,458,English,D,D,,D,1
b,460,English,B,B,,B,1
b,461,English,D,D,,D,1
