task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,zs,Spanish,MID0011,"Allí donde fueres, haz lo que vieres","Wherever you go, do what you see","Wherever you go, do what you see",False,"Whenever you travel, only do what is visible around you","Wherever you go, do what you see",Physically imitate people's movements exactly as seen in a new location,Go to a place and copy every single action you observe without question,B,Go to a place and copy every single action you observe without question,Physically imitate people's movements exactly as seen in a new location,"Whenever you travel, only do what is visible around you","{""1"": [""Go to a place and copy every single action you observe without question"", ""Physically imitate people's movements exactly as seen in a new location"", ""Whenever you travel, only do what is visible around you""], ""2"": [""Waking up very early can delay the sunrise"", ""The earlier you get up, the later dawn arrives"", ""Dawn time changes depending on how early you rise""], ""3"": [""Every crazy person m",1.0,1.0,1.62,0.97,99.1
a,zs,Spanish,MID0012,No por mucho madrugar amanece más temprano,Not by waking up early does dawn come sooner,Not by waking up early does dawn come sooner,False,Waking up very early can delay the sunrise,"The earlier you get up, the later dawn arrives",Dawn time changes depending on how early you rise,Not by waking up early does dawn come sooner,D,Waking up very early can delay the sunrise,"The earlier you get up, the later dawn arrives",Dawn time changes depending on how early you rise,"{""1"": [""Go to a place and copy every single action you observe without question"", ""Physically imitate people's movements exactly as seen in a new location"", ""Whenever you travel, only do what is visible around you""], ""2"": [""Waking up very early can delay the sunrise"", ""The earlier you get up, the later dawn arrives"", ""Dawn time changes depending on how early you rise""], ""3"": [""Every crazy person m",1.0,1.0,0.96,0.91,97.3
a,zs,Spanish,MID0013,Cada loco con su tema,Each madman with his theme,Each madman with his theme,False,Each insane person should focus on their own musical theme,Every crazy person must stick to their assigned topic,Each madman with his theme,Madmen are required to carry their personal subject everywhere,C,Every crazy person must stick to their assigned topic,Each insane person should focus on their own musical theme,Madmen are required to carry their personal subject everywhere,"{""1"": [""Go to a place and copy every single action you observe without question"", ""Physically imitate people's movements exactly as seen in a new location"", ""Whenever you travel, only do what is visible around you""], ""2"": [""Waking up very early can delay the sunrise"", ""The earlier you get up, the later dawn arrives"", ""Dawn time changes depending on how early you rise""], ""3"": [""Every crazy person m",1.0,1.0,1.87,0.9,97.0
a,zs,Spanish,MID0014,"El que la hace, la paga","He who does it, pays for it","He who does it, pays for it",False,"He who does it, pays for it","If you do something, you must reimburse yourself for it",Anyone who creates something must pay for it financially,The person who performs a task pays a fee to complete it,A,Anyone who creates something must pay for it financially,The person who performs a task pays a fee to complete it,"If you do something, you must reimburse yourself for it","{""1"": [""Go to a place and copy every single action you observe without question"", ""Physically imitate people's movements exactly as seen in a new location"", ""Whenever you travel, only do what is visible around you""], ""2"": [""Waking up very early can delay the sunrise"", ""The earlier you get up, the later dawn arrives"", ""Dawn time changes depending on how early you rise""], ""3"": [""Every crazy person m",1.0,1.0,1.48,0.88,96.4
a,zs,Spanish,MID0015,En boca cerrada no entran moscas,Flies don't enter a closed mouth,Flies don't enter a closed mouth,False,Flies don't enter a closed mouth,A closed mouth prevents flies from becoming trapped inside,Flies avoid people who keep their mouths shut,Mouths only attract flies when they are open,A,Flies avoid people who keep their mouths shut,A closed mouth prevents flies from becoming trapped inside,Mouths only attract flies when they are open,"{""1"": [""Go to a place and copy every single action you observe without question"", ""Physically imitate people's movements exactly as seen in a new location"", ""Whenever you travel, only do what is visible around you""], ""2"": [""Waking up very early can delay the sunrise"", ""The earlier you get up, the later dawn arrives"", ""Dawn time changes depending on how early you rise""], ""3"": [""Every crazy person m",1.0,1.0,1.39,0.91,97.3
a,zs,Spanish,MID0016,Cría cuervos y te sacarán los ojos,Raise crows and they'll peck out your eyes,Raise crows and they'll peck out your eyes,False,Raise crows and they'll peck out your eyes,Feeding crows increases their appetite for eyes.,Crows must be kept away from eyes to stay safe.,Raising crows will cause them to become blind.,A,Raising crows will cause them to become blind.,Crows must be kept away from eyes to stay safe.,Feeding crows increases their appetite for eyes.,"{""1"": [""Raising crows will cause them to become blind."", ""Crows must be kept away from eyes to stay safe."", ""Feeding crows increases their appetite for eyes.""], ""2"": [""Fishermen enjoy swimming in turbulent rivers."", ""Dirty rivers contain more fish than clean ones."", ""When rivers overflow, fish jump into boats automatically.""], ""3"": [""Shiny objects are usually made of silver instead of gold."", ""Gol",1.0,1.0,1.04,0.91,97.3
a,zs,Spanish,MID0017,"A río revuelto, ganancia de pescadores","In troubled waters, fishermen profit","In troubled waters, fishermen profit",False,Dirty rivers contain more fish than clean ones.,Fishermen enjoy swimming in turbulent rivers.,"In troubled waters, fishermen profit","When rivers overflow, fish jump into boats automatically.",C,Fishermen enjoy swimming in turbulent rivers.,Dirty rivers contain more fish than clean ones.,"When rivers overflow, fish jump into boats automatically.","{""1"": [""Raising crows will cause them to become blind."", ""Crows must be kept away from eyes to stay safe."", ""Feeding crows increases their appetite for eyes.""], ""2"": [""Fishermen enjoy swimming in turbulent rivers."", ""Dirty rivers contain more fish than clean ones."", ""When rivers overflow, fish jump into boats automatically.""], ""3"": [""Shiny objects are usually made of silver instead of gold."", ""Gol",1.0,1.0,1.47,0.95,98.5
a,zs,Spanish,MID0018,No todo lo que brilla es oro,Not all that glitters is gold,Not all that glitters is gold,False,Things that glitter need to be tested for gold content immediately.,Not all that glitters is gold,Shiny objects are usually made of silver instead of gold.,"Gold never glitters, only other metals do.",B,Shiny objects are usually made of silver instead of gold.,"Gold never glitters, only other metals do.",Things that glitter need to be tested for gold content immediately.,"{""1"": [""Raising crows will cause them to become blind."", ""Crows must be kept away from eyes to stay safe."", ""Feeding crows increases their appetite for eyes.""], ""2"": [""Fishermen enjoy swimming in turbulent rivers."", ""Dirty rivers contain more fish than clean ones."", ""When rivers overflow, fish jump into boats automatically.""], ""3"": [""Shiny objects are usually made of silver instead of gold."", ""Gol",1.0,1.0,1.56,0.98,99.4
a,zs,Spanish,MID0019,El hábito no hace al monje,The habit does not make the monk,The habit does not make the monk,False,The habit is too tight for some monks to wear comfortably.,Monks must wear habits to be recognized in public.,Changing clothes can turn anyone into a monk.,The habit does not make the monk,D,Monks must wear habits to be recognized in public.,Changing clothes can turn anyone into a monk.,The habit is too tight for some monks to wear comfortably.,"{""1"": [""Raising crows will cause them to become blind."", ""Crows must be kept away from eyes to stay safe."", ""Feeding crows increases their appetite for eyes.""], ""2"": [""Fishermen enjoy swimming in turbulent rivers."", ""Dirty rivers contain more fish than clean ones."", ""When rivers overflow, fish jump into boats automatically.""], ""3"": [""Shiny objects are usually made of silver instead of gold."", ""Gol",1.0,1.0,1.33,0.94,98.2
a,zs,Spanish,MID0020,Perro que ladra no muerde,A barking dog doesn't bite,A barking dog doesn't bite,False,A dog's bark is a sign it has already bitten someone.,Dogs that bark should be given muzzles to prevent biting.,A barking dog doesn't bite,Barking dogs attract other animals that might bite.,C,Dogs that bark should be given muzzles to prevent biting.,Barking dogs attract other animals that might bite.,A dog's bark is a sign it has already bitten someone.,"{""1"": [""Raising crows will cause them to become blind."", ""Crows must be kept away from eyes to stay safe."", ""Feeding crows increases their appetite for eyes.""], ""2"": [""Fishermen enjoy swimming in turbulent rivers."", ""Dirty rivers contain more fish than clean ones."", ""When rivers overflow, fish jump into boats automatically.""], ""3"": [""Shiny objects are usually made of silver instead of gold."", ""Gol",1.0,1.0,1.93,0.94,98.2
a,zs,Spanish,MID0021,"Camarón que se duerme, se lo lleva la corriente",The shrimp that falls asleep is carried away by the current,The shrimp that falls asleep is carried away by the current,False,"When shrimp sleep, they start flowing",Sleeping shrimp become part of the current,Shrimp that sleeps will swim upstream,The shrimp that falls asleep is carried away by the current,D,Shrimp that sleeps will swim upstream,Sleeping shrimp become part of the current,"When shrimp sleep, they start flowing","{""1"": [""Shrimp that sleeps will swim upstream"", ""Sleeping shrimp become part of the current"", ""When shrimp sleep, they start flowing""], ""2"": [""Words create distance from actions"", ""Saying something makes doing it harder"", ""There's a long path inside spoken words""], ""3"": [""Face protects against bad weather"", ""Good facial expressions improve weather"", ""Apply a happy face when it rains""], ""4"": [""Gree",1.0,1.0,0.58,0.91,97.3
a,zs,Spanish,MID0022,Del dicho al hecho hay mucho trecho,From saying to doing there's a long way,From saying to doing there's a long way,False,From saying to doing there's a long way,Saying something makes doing it harder,Words create distance from actions,There's a long path inside spoken words,A,Words create distance from actions,Saying something makes doing it harder,There's a long path inside spoken words,"{""1"": [""Shrimp that sleeps will swim upstream"", ""Sleeping shrimp become part of the current"", ""When shrimp sleep, they start flowing""], ""2"": [""Words create distance from actions"", ""Saying something makes doing it harder"", ""There's a long path inside spoken words""], ""3"": [""Face protects against bad weather"", ""Good facial expressions improve weather"", ""Apply a happy face when it rains""], ""4"": [""Gree",1.0,1.0,0.75,0.97,99.1
a,zs,Spanish,MID0023,"A mal tiempo, buena cara","To bad weather, good face","To bad weather, good face",False,"To bad weather, good face",Good facial expressions improve weather,Face protects against bad weather,Apply a happy face when it rains,A,Face protects against bad weather,Good facial expressions improve weather,Apply a happy face when it rains,"{""1"": [""Shrimp that sleeps will swim upstream"", ""Sleeping shrimp become part of the current"", ""When shrimp sleep, they start flowing""], ""2"": [""Words create distance from actions"", ""Saying something makes doing it harder"", ""There's a long path inside spoken words""], ""3"": [""Face protects against bad weather"", ""Good facial expressions improve weather"", ""Apply a happy face when it rains""], ""4"": [""Gree",1.0,1.0,1.13,0.93,97.9
a,zs,Spanish,MID0024,La avaricia rompe el saco,Greed breaks the sack,Greed breaks the sack,False,The fabric of a sack tears from excessive greed,A sack breaks if filled with greedy items,Greed breaks the sack,Greed causes sacks to rip during transport,C,Greed causes sacks to rip during transport,A sack breaks if filled with greedy items,The fabric of a sack tears from excessive greed,"{""1"": [""Shrimp that sleeps will swim upstream"", ""Sleeping shrimp become part of the current"", ""When shrimp sleep, they start flowing""], ""2"": [""Words create distance from actions"", ""Saying something makes doing it harder"", ""There's a long path inside spoken words""], ""3"": [""Face protects against bad weather"", ""Good facial expressions improve weather"", ""Apply a happy face when it rains""], ""4"": [""Gree",1.0,1.0,2.0,0.93,97.9
a,zs,Spanish,MID0025,"Quien siembra vientos, recoge tempestades",He who sows winds reaps storms,He who sows winds reaps storms,False,He who sows winds reaps storms,"If you scatter winds, you gather storms",Planting wind leads to stormy harvests,Gardens of wind grow storm crops,A,Planting wind leads to stormy harvests,"If you scatter winds, you gather storms",Gardens of wind grow storm crops,"{""1"": [""Shrimp that sleeps will swim upstream"", ""Sleeping shrimp become part of the current"", ""When shrimp sleep, they start flowing""], ""2"": [""Words create distance from actions"", ""Saying something makes doing it harder"", ""There's a long path inside spoken words""], ""3"": [""Face protects against bad weather"", ""Good facial expressions improve weather"", ""Apply a happy face when it rains""], ""4"": [""Gree",1.0,1.0,1.06,0.97,99.1
a,zs,Spanish,MID0026,"El que calla, otorga",He who is silent grants,He who is silent grants,False,A mute person automatically consents,He who is silent grants,Silence means you are admitting guilt,The one who is quiet agrees to a loan,B,The one who is quiet agrees to a loan,Silence means you are admitting guilt,A mute person automatically consents,"{""1"": [""The one who is quiet agrees to a loan"", ""Silence means you are admitting guilt"", ""A mute person automatically consents""], ""2"": [""Time personally visits every wound"", ""Every second physically fixes broken objects"", ""Time as a person stitches injuries""], ""3"": [""Deaf people should ignore wise sayings"", ""Foolish people only speak to the deaf"", ""Ears made of stone for silly talk""], ""4"": [""Peopl",1.0,1.0,1.33,0.97,99.1
a,zs,Spanish,MID0027,El tiempo todo lo cura,Time heals everything,Time heals everything,False,Every second physically fixes broken objects,Time heals everything,Time personally visits every wound,Time as a person stitches injuries,B,Time personally visits every wound,Every second physically fixes broken objects,Time as a person stitches injuries,"{""1"": [""The one who is quiet agrees to a loan"", ""Silence means you are admitting guilt"", ""A mute person automatically consents""], ""2"": [""Time personally visits every wound"", ""Every second physically fixes broken objects"", ""Time as a person stitches injuries""], ""3"": [""Deaf people should ignore wise sayings"", ""Foolish people only speak to the deaf"", ""Ears made of stone for silly talk""], ""4"": [""Peopl",1.0,1.0,1.89,0.93,97.9
a,zs,Spanish,MID0028,"A palabras necias, oídos sordos","To foolish words, deaf ears","To foolish words, deaf ears",False,Ears made of stone for silly talk,Deaf people should ignore wise sayings,Foolish people only speak to the deaf,"To foolish words, deaf ears",D,Deaf people should ignore wise sayings,Foolish people only speak to the deaf,Ears made of stone for silly talk,"{""1"": [""The one who is quiet agrees to a loan"", ""Silence means you are admitting guilt"", ""A mute person automatically consents""], ""2"": [""Time personally visits every wound"", ""Every second physically fixes broken objects"", ""Time as a person stitches injuries""], ""3"": [""Deaf people should ignore wise sayings"", ""Foolish people only speak to the deaf"", ""Ears made of stone for silly talk""], ""4"": [""Peopl",1.0,1.0,1.33,0.94,98.2
a,zs,Spanish,MID0029,No hay peor ciego que el que no quiere ver,There is no worse blind person than the one who doesn't want to see,There is no worse blind person than the one who doesn't want to see,False,There is no worse blind person than the one who doesn't want to see,People who refuse glasses are more blind,Blindness is worse when you ignore light,Not wanting to see makes your eyes worse,A,People who refuse glasses are more blind,Not wanting to see makes your eyes worse,Blindness is worse when you ignore light,"{""1"": [""The one who is quiet agrees to a loan"", ""Silence means you are admitting guilt"", ""A mute person automatically consents""], ""2"": [""Time personally visits every wound"", ""Every second physically fixes broken objects"", ""Time as a person stitches injuries""], ""3"": [""Deaf people should ignore wise sayings"", ""Foolish people only speak to the deaf"", ""Ears made of stone for silly talk""], ""4"": [""Peopl",1.0,1.0,0.52,0.98,99.4
a,zs,Spanish,MID0030,"El que espera, desespera","He who waits, despairs","He who waits, despairs",False,"He who waits, despairs",The act of waiting creates hopelessness in time,Despair only happens to those who sit down,Waiting causes others to despair,A,Waiting causes others to despair,The act of waiting creates hopelessness in time,Despair only happens to those who sit down,"{""1"": [""The one who is quiet agrees to a loan"", ""Silence means you are admitting guilt"", ""A mute person automatically consents""], ""2"": [""Time personally visits every wound"", ""Every second physically fixes broken objects"", ""Time as a person stitches injuries""], ""3"": [""Deaf people should ignore wise sayings"", ""Foolish people only speak to the deaf"", ""Ears made of stone for silly talk""], ""4"": [""Peopl",1.0,1.0,1.75,0.91,97.3
a,zs,Spanish,MID0032,El que mucho abarca poco aprieta,He who embraces too much holds little tightly,He who embraces too much holds little tightly,False,"If you stretch your arms too wide, you can't squeeze anything well",He who embraces too much holds little tightly,Someone who hugs many things has a weak grip on each,A person who tries to carry too many objects drops most of them,B,Someone who hugs many things has a weak grip on each,"If you stretch your arms too wide, you can't squeeze anything well",A person who tries to carry too many objects drops most of them,"{""1"": [""Someone who hugs many things has a weak grip on each"", ""If you stretch your arms too wide, you can't squeeze anything well"", ""A person who tries to carry too many objects drops most of them""], ""2"": [""Without bread, eating pastries becomes acceptable"", ""When there's no bread available, cakes make a suitable replacement"", ""Pastries are just as nutritious as bread in a survival situation""], """,1.0,1.0,1.5,0.94,98.2
a,zs,Spanish,MID0045,"A falta de pan, buenas son tortas","In the absence of bread, cakes are good","In the absence of bread, cakes are good",False,Pastries are just as nutritious as bread in a survival situation,"In the absence of bread, cakes are good","When there's no bread available, cakes make a suitable replacement","Without bread, eating pastries becomes acceptable",B,"Without bread, eating pastries becomes acceptable","When there's no bread available, cakes make a suitable replacement",Pastries are just as nutritious as bread in a survival situation,"{""1"": [""Someone who hugs many things has a weak grip on each"", ""If you stretch your arms too wide, you can't squeeze anything well"", ""A person who tries to carry too many objects drops most of them""], ""2"": [""Without bread, eating pastries becomes acceptable"", ""When there's no bread available, cakes make a suitable replacement"", ""Pastries are just as nutritious as bread in a survival situation""], """,1.0,1.0,1.12,0.94,98.2
a,zs,Spanish,MID0046,"El que a buen árbol se arrima, buena sombra le cobija",He who leans against a good tree gets good shade,He who leans against a good tree gets good shade,False,Trees provide shade only if you stand close to them,The quality of shade depends on the strength of the tree trunk,Leaning on a healthy tree prevents sunburn,He who leans against a good tree gets good shade,D,Leaning on a healthy tree prevents sunburn,Trees provide shade only if you stand close to them,The quality of shade depends on the strength of the tree trunk,"{""1"": [""Someone who hugs many things has a weak grip on each"", ""If you stretch your arms too wide, you can't squeeze anything well"", ""A person who tries to carry too many objects drops most of them""], ""2"": [""Without bread, eating pastries becomes acceptable"", ""When there's no bread available, cakes make a suitable replacement"", ""Pastries are just as nutritious as bread in a survival situation""], """,1.0,1.0,0.97,0.93,97.9
a,zs,Spanish,MID0047,De tal palo tal astilla,From such a tree such a splinter,From such a tree such a splinter,False,A broken piece of wood comes from a large log,The size of a splinter matches the thickness of the original wood,From such a tree such a splinter,Wood chips from a strong tree are more durable,C,A broken piece of wood comes from a large log,The size of a splinter matches the thickness of the original wood,Wood chips from a strong tree are more durable,"{""1"": [""Someone who hugs many things has a weak grip on each"", ""If you stretch your arms too wide, you can't squeeze anything well"", ""A person who tries to carry too many objects drops most of them""], ""2"": [""Without bread, eating pastries becomes acceptable"", ""When there's no bread available, cakes make a suitable replacement"", ""Pastries are just as nutritious as bread in a survival situation""], """,1.0,1.0,1.48,0.83,94.9
a,zs,Spanish,MID0048,Dime con quién andas y te diré quién eres,Tell me who you hang out with and I'll tell you who you are,Tell me who you hang out with and I'll tell you who you are,False,Your walking partner reveals your identity,The people you physically accompany define your location,Knowing someone's friends helps guess their age,Tell me who you hang out with and I'll tell you who you are,D,Your walking partner reveals your identity,The people you physically accompany define your location,Knowing someone's friends helps guess their age,"{""1"": [""Someone who hugs many things has a weak grip on each"", ""If you stretch your arms too wide, you can't squeeze anything well"", ""A person who tries to carry too many objects drops most of them""], ""2"": [""Without bread, eating pastries becomes acceptable"", ""When there's no bread available, cakes make a suitable replacement"", ""Pastries are just as nutritious as bread in a survival situation""], """,1.0,1.0,0.5,0.97,99.1
a,zs,Spanish,MID0049,Más vale pájaro en mano que ciento volando,A bird in the hand is worth more than one hundred flying,A bird in the hand is worth more than one hundred flying,False,A bird in the hand is worth more than one hundred flying,Holding a bird gives you more value than counting birds that are flying,It is better to have one bird physically in your hand than to see a hundred birds flying in the sky,A single bird you are touching is heavier than a hundred birds mid-air,A,It is better to have one bird physically in your hand than to see a hundred birds flying in the sky,Holding a bird gives you more value than counting birds that are flying,A single bird you are touching is heavier than a hundred birds mid-air,"{""1"": [""It is better to have one bird physically in your hand than to see a hundred birds flying in the sky"", ""Holding a bird gives you more value than counting birds that are flying"", ""A single bird you are touching is heavier than a hundred birds mid-air""], ""2"": [""God gives extra help to people who wake up before sunrise"", ""Those who wake up early receive divine assistance directly from God"", ""G",1.0,1.0,1.31,0.75,92.5
a,zs,Spanish,MID0131,A quien madruga Dios le ayuda,God helps the early riser,God helps the early riser,False,God helps the early riser,Those who wake up early receive divine assistance directly from God,God gives extra help to people who wake up before sunrise,God personally aids anyone who rises before dawn,A,God gives extra help to people who wake up before sunrise,Those who wake up early receive divine assistance directly from God,God personally aids anyone who rises before dawn,"{""1"": [""It is better to have one bird physically in your hand than to see a hundred birds flying in the sky"", ""Holding a bird gives you more value than counting birds that are flying"", ""A single bird you are touching is heavier than a hundred birds mid-air""], ""2"": [""God gives extra help to people who wake up before sunrise"", ""Those who wake up early receive divine assistance directly from God"", ""G",1.0,1.0,2.0,0.82,94.6
a,zs,Spanish,MID0132,Allí donde fueres haz lo que vieres,"Wherever you go, do what you see","Wherever you go, do what you see",False,"When you arrive somewhere new, only do things you can see being done","In any place you visit, copy every action of the people around you","Wherever you travel, imitate the visible behavior of others immediately","Wherever you go, do what you see",D,"In any place you visit, copy every action of the people around you","Wherever you travel, imitate the visible behavior of others immediately","When you arrive somewhere new, only do things you can see being done","{""1"": [""It is better to have one bird physically in your hand than to see a hundred birds flying in the sky"", ""Holding a bird gives you more value than counting birds that are flying"", ""A single bird you are touching is heavier than a hundred birds mid-air""], ""2"": [""God gives extra help to people who wake up before sunrise"", ""Those who wake up early receive divine assistance directly from God"", ""G",1.0,1.0,1.71,0.92,97.6
a,zs,Spanish,MID0133,No hay mal que dure cien años ni cuerpo que lo resista,No evil lasts a hundred years nor body that endures it,No evil lasts a hundred years nor body that endures it,False,"Evil cannot exist for 100 years, and no person can survive such a long suffering","No bad thing lasts 100 years, and no physical body can live that long under hardship",No evil lasts a hundred years nor body that endures it,No sickness can survive for a century and no human body can withstand illness,C,No sickness can survive for a century and no human body can withstand illness,"Evil cannot exist for 100 years, and no person can survive such a long suffering","No bad thing lasts 100 years, and no physical body can live that long under hardship","{""1"": [""It is better to have one bird physically in your hand than to see a hundred birds flying in the sky"", ""Holding a bird gives you more value than counting birds that are flying"", ""A single bird you are touching is heavier than a hundred birds mid-air""], ""2"": [""God gives extra help to people who wake up before sunrise"", ""Those who wake up early receive divine assistance directly from God"", ""G",1.0,1.0,1.36,0.76,92.8
