task,sample_id,language,correct_pos,eval_groq,eval_nvidia,eval_answer,eval_correct
b,MID0092,French,D,D,,D,1
b,MID0093,French,A,A,,A,1
b,MID0094,French,B,B,,B,1
b,MID0095,French,D,D,,D,1
b,MID0096,French,A,A,,A,1
b,MID0097,French,C,A,,A,0
b,MID0098,French,D,D,,D,1
b,MID0099,French,C,C,,C,1
b,MID0100,French,A,A,,A,1
b,MID0101,French,A,A,,A,1
b,MID0102,French,C,C,,C,1
b,MID0103,French,D,D,,D,1
b,MID0104,French,B,B,,B,1
b,MID0105,French,D,D,,D,1
b,MID0106,French,D,D,,D,1
b,MID0107,French,D,D,,D,1
b,MID0108,French,D,D,,D,1
b,MID0109,French,A,A,,A,1
b,MID0110,French,C,C,,C,1
b,MID0111,French,C,C,,C,1
b,MID0112,French,A,A,,A,1
b,MID0113,French,C,C,,C,1
b,MID0114,French,B,A,,A,0
b,MID0115,French,D,D,,D,1
b,MID0116,French,A,A,,A,1
b,MID0117,French,D,D,,D,1
b,MID0118,French,C,C,,C,1
b,MID0119,French,B,B,,B,1
b,MID0120,French,B,B,,B,1
b,MID0121,French,A,A,,A,1
b,MID0122,French,C,C,,C,1
b,MID0123,French,D,D,,D,1
b,MID0124,French,B,B,,B,1
b,MID0125,French,D,D,,D,1
b,MID0126,French,D,D,,D,1
b,MID0127,French,A,A,,A,1
b,MID0128,French,B,B,,B,1
b,MID0129,French,C,C,,C,1
b,MID0130,French,B,B,,B,1
b,MID0131,French,B,B,,B,1
b,MID0132,French,B,B,,B,1
b,MID0133,French,A,A,,A,1
b,MID0134,French,D,D,,D,1
b,MID0135,French,D,D,,D,1
b,MID0136,French,B,B,,B,1
b,MID0137,French,B,B,,B,1
b,MID0138,French,B,B,,B,1
b,MID0139,French,A,A,,A,1
b,MID0140,French,A,A,,A,1
b,MID0141,French,D,C,,C,0
b,MID0142,French,B,A,,A,0
b,MID0143,French,B,B,,B,1
b,MID0144,French,B,B,,B,1
b,MID0145,French,C,C,,C,1
b,MID0146,French,B,A,,A,0
b,MID0147,French,A,A,,A,1
b,MID0148,French,A,A,,A,1
b,MID0149,French,B,D,,D,0
b,MID0150,French,A,A,,A,1
b,MID0151,French,C,C,,C,1
b,MID0152,French,B,B,,B,1
b,MID0153,French,A,,C,,0
b,MID0154,French,A,A,,A,1
b,MID0155,French,C,C,,C,1
b,MID0156,French,C,C,,C,1
b,MID0157,French,B,A,,A,0
b,MID0158,French,A,A,,A,1
b,MID0159,French,C,A,,A,0
b,MID0160,French,C,A,,A,0
